0	Index      	 *	Score 	Summary	Detail	
1	52331 16233	 * 	217.06	DCR|3VULN|2DMG|1AART|1CDMG|1SELL	18DMG|2SELL|3DMSP|4AART|59aVULN|6CDMG|7RCR
159	42112 63522	   	191.63	DCR|2VULN|2DMG|2ASPD	1MLV|26ASPD|39VULN|4LIT|56DMG|6BPWR|7DUST|8RCR|aLEGI
160	32233 42412	   	191.58	DCR|3VULN|1MDPS|2ASPD|1NUKE|1DUR	18LIT|2NUKE|3DUR|48ASPD|568VULN|7RCR|8BPWR|9MBVNT|aMDPS
161	32233 42432	   	191.58	DCR|3VULN|1MDPS|2ASPD|1NUKE|1DUR|1MSE	18LIT|2NUKE|3DUR|48ASPD|568VULN|7RCR|8BPWR|9MSE|aMDPS
162	32233 42651	 * 	191.58	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	1LIT|2NUKE|3DUR|4ASPD|569VULN|7RCR|8LEGI|aAART
163	56333 33631	   	191.50	DCR|2DMG|2ASPD|1VULN|1CDMG	18DMG|2aLIT|38ASPD|4MSLREG|5CDMG|6RCR|78TLV|8BPWR|9VULN
164	56333 33632	   	191.50	DCR|2DMG|2ASPD|1VULN|1CDMG	18DMG|2LIT|38ASPD|4MSLREG|5CDMG|6RCR|78TLV|8BPWR|9VULN|aMLV
165	51121 24132	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4BELT|5CGEN|6ERES|79VULN|8RCR|aAART
166	51121 46132	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4BELT|5CGEN|69VULN|7ERES|8RCR|aAART
167	55121 24132	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3ZMB|4BELT|5CGEN|6ERES|79VULN|8RCR|aAART
168	42153 15131	   	191.24	DCR|3VULN|2DMG|1ASPD	1MLV|2ASPD|368VULN|4ERES|59DMG|7LIT|aRCR
169	43153 15131	   	191.24	DCR|3VULN|2DMG|1ASPD	1MLV|29DMG|368VULN|4ERES|5ASPD|7LIT|aRCR
170	35355 22231	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LIT|29DMG|3ASPD|4RMIN|5AME|6DUR|7RCR|8VULN|aAART
171	51312 12263	   	191.16	DCR|3DMG|2VULN|1ASPD	124DMG|24BPWR|34AME|5ASPD|6TLV|7LIT|8aVULN|9RCR
172	55312 12263	   	191.16	DCR|3DMG|2VULN|1ASPD	124DMG|34AME|4BPWR|5ASPD|6TLV|7LIT|8aVULN|9RCR
173	34112 23243	   	191.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1LIT|2CDMG|3VULN|4FEWX|5ASPD|67DUR|8DMG|9RCR|aAART
174	34112 25243	   	191.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1LIT|2CDMG|3VULN|4FEWX|5ASPD|68DUR|7DMG|9RCR|aAART
175	32232 42231	 * 	191.01	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE|1DUR	1LIT|2NUKE|3DUR|4ASPD|59DMG|6TLV|7RCR|8VULN|aAART
176	61343 22612	   	191.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1DUST|2AART|3LIT|4ASPD|5DUR|68DMG|7RCR|9TLV|aVULN
177	63123 62363	 * 	191.01	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1DUST|2aDMG|3LWND|4VULN|5ASPD|6MDPS|7RCR|8AART|9DUR
178	33233 42266	   	190.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	19LIT|2ZMB|3DUR|4aASPD|56VULN|7RCR|8CDMG
179	42211 36132	   	190.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1MLV|24ASPD|3CDMG|59VULN|6ZMB|7RCR|8FEWX|aDUR
180	42211 36143	   	190.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1MLV|24ASPD|3CDMG|5aVULN|6ZMB|7RCR|8FEWX|9DUR
181	63333 34141	   	190.97	DCR|3DMG|1VULN|1ASPD|1CDMG	13DUST|239DMG|3BPWR|4ASPD|5BELT|6RCVC|7VULN|8RCR|aCDMG
182	35333 32462	 * 	190.90	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1LIT|2DMG|3ASPD|4MSLREG|5aCDMG|6RCR|7VULN|8RPLT|9AART
183	33124 35532	 * 	190.85	ACR|3VULN|3AART|1DMG|1ZMB	1LIT|2ZMB|3RCR|48aAART|567VULN|9DMG
184	35224 31252	   	190.85	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1LIT|2DMG|3aDUR|48AART|5VULN|6ASPD|7DUST|9RCR
185	51152 22213	   	190.74	DCR|3DMG|1AART|1ASPD|2ZMB|1DUR	124DMG|24BPWR|34ZMB|5ASPD|6BEXP|7LWND|8DUR|9AART|aRCR
186	51152 62213	   	190.74	DCR|3DMG|1AART|1ASPD|2ZMB|1DUR	124DMG|24BPWR|34ZMB|5ASPD|6FEWX|7LWND|8DUR|9AART|aRCR
187	55152 22213	   	190.74	DCR|3DMG|1AART|1ASPD|2ZMB|1DUR	124DMG|34ZMB|4BPWR|5ASPD|6BEXP|7LWND|8DUR|9AART|aRCR
188	32233 42252	   	190.09	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9AART|aBEXP
189	32233 42255	   	190.09	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9AART|aAELBLL
190	32233 42233	   	189.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9DUST|aAART
191	32233 42251	   	189.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9AART|aERES
192	32233 42253	   	189.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9AART|aLEGI
193	32233 42254	   	189.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1LIT|2NUKE|3DUR|4ASPD|56VULN|7RCR|8CDMG|9AART|aDUST
194	12421 22412	   	189.96	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC|1DUR	1MDPS|2DUR|3aASPD|48VULN|5CGEN|6RCR|7AAC|9AART
195	33232 32252	   	189.93	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DUR|4ASPD|5DMG|6RMIN|7RCR|89VULN|aMDPS
196	35236 32252	   	189.93	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1LIT|2DMG|3DUR|4ASPD|5ZMB|6RMIN|7RCR|89VULN|aMDPS
197	52136 32235	 * 	189.86	ACR|3DMG|3ASPD|2AART|1SELL	189DMG|2SELL|3LHND|4aAART|5RCR|689ASPD|789FEWX|89BPWR
198	52331 16111	   	189.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2SELL|3DMSP|4AART|59VULN|6CDMG|7RCR|8DUST|aDUR
199	33232 42253	   	189.83	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DUR|4ASPD|5DMG|6TLV|7RCR|89VULN|aMDPS
200	33333 32465	 * 	189.81	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|3ASPD|4MSLREG|5CDMG|6RCR|7VULN|8RPLT|9aAART
201	53623 33438	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DMG|2LHND|3DUR|45VULN|6MBVNT|7ASPD|8MSLFST|9RCR|aAART
202	31522 22243	   	189.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1LIT|2FEWX|37VULN|4SELL|5ASPD|6DUR|8DMG|9RCR|aAART
203	12421 23642	 * 	189.75	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1DUR	1MDPS|2DUR|3aASPD|4VULN|57CGEN|6RCR|8AART|9DMG
204	61516 11221	   	189.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1DUST|2AART|34ASPD|5RPLT|6RCR|7DUR|8DMG|9VULN|aLHND
205	61516 11223	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUST|2AART|34ASPD|5RPLT|6RCR|7DUR|8DMG|9VULN|aLWND
206	56333 23631	   	189.70	DCR|2DMG|2ASPD|1VULN|1CDMG	18DMG|2aLIT|38ASPD|4MSLREG|5CDMG|68AME|7RCR|8BPWR|9VULN
207	56333 23632	   	189.70	DCR|2DMG|2ASPD|1VULN|1CDMG	18DMG|2LIT|38ASPD|4MSLREG|5CDMG|68AME|7RCR|8BPWR|9VULN|aMLV
208	33343 42423	   	189.69	DCR|3VULN|1ASPD|1CDMG|2ZMB	18LIT|28ZMB|3ASPD|4BEXP|568VULN|7RCR|8BPWR|9DMSP|aCDMG
209	33233 43155	   	189.64	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1LIT|2ZMB|3DUR|4ASPD|56VULN|7AART|8FEWX|9RCR|aMDPS
210	52331 16316	   	189.63	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DMG|2SELL|3DMSP|4AART|5VULN|6CDMG|7RCR|8ASPD|9AELBLL|aDUR
211	52331 16324	   	189.63	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DMG|2SELL|3DMSP|4AART|5VULN|6CDMG|7RCR|8ASPD|9BEXP|aDUR
212	61344 22221	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|28AART|3LIT|4ASPD|5VULN|6DMG|7RCR|9DUR|aBEXP
213	61344 22223	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUST|28AART|3LIT|4ASPD|5VULN|6DMG|7RCR|9DUR|aMLV
214	33132 12513	 * 	189.57	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|2ZMB|3RCR|4ASPD|5DMG|68aVULN|7BELT|9AART
215	35136 12513	   	189.57	ACR|3VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|2DMG|3RCR|4ASPD|5ZMB|68aVULN|7BELT|9AART
216	52136 31235	 * 	189.56	ACR|3DMG|3ASPD|2AART|1SELL	189DMG|2SELL|3LHND|4aAART|5RCR|689ASPD|789DUST|89BPWR
217	52331 16341	   	189.53	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DMG|2SELL|3DMSP|4AART|5VULN|6CDMG|7RCR|8ASPD|9ERES|aDUR
218	51152 22321	 * 	189.53	DCR|3DMG|2ASPD|3ZMB	124DMG|24aBPWR|34aZMB|5aASPD|6BEXP|7LWND|8RCR|9aAME
219	51152 62321	   	189.53	DCR|3DMG|2ASPD|3ZMB	124DMG|24aBPWR|34aZMB|5aASPD|6FEWX|7LWND|8RCR|9aAME
220	51153 22361	   	189.53	DCR|3DMG|2ASPD|3ZMB	124DMG|24aBPWR|34aZMB|5aAME|6BEXP|7LWND|8RCR|9aASPD
221	55152 22321	   	189.53	DCR|3DMG|2ASPD|3ZMB	124DMG|34aZMB|4aBPWR|5aASPD|6BEXP|7LWND|8RCR|9aAME
222	63332 32613	   	189.40	DCR|2DMG|2ASPD|1VULN|1CDMG	136DUST|23DMG|3BPWR|45ASPD|7RCR|8VULN|9BEXP|aCDMG
223	63332 32623	   	189.40	DCR|2DMG|2ASPD|1VULN|1CDMG	136DUST|23DMG|3BPWR|45ASPD|7RCR|8VULN|9FEWX|aCDMG
224	32133 43242	 * 	189.37	ACR|3VULN|2AART|2ASPD|1NUKE	1LIT|2NUKE|3RCR|47ASPD|569VULN|8aAART
225	51152 22331	   	189.33	DCR|3DMG|2ASPD|3ZMB	124DMG|24aBPWR|34aZMB|5aASPD|6BEXP|7LWND|8RCR|9aTLV
226	51152 62331	   	189.33	DCR|3DMG|2ASPD|3ZMB	124DMG|24aBPWR|34aZMB|5aASPD|6FEWX|7LWND|8RCR|9aTLV
227	55152 22331	   	189.33	DCR|3DMG|2ASPD|3ZMB	124DMG|34aZMB|4aBPWR|5aASPD|6BEXP|7LWND|8RCR|9aTLV
228	63332 32633	   	189.30	DCR|2DMG|2ASPD|1VULN|1CDMG	136DUST|23DMG|3BPWR|45ASPD|7RCR|8VULN|9LEGI|aCDMG
229	43131 52243	   	189.26	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2DMG|38VULN|4ZMB|5LIT|6ASPD|7RCR|9RCVC|aCDMG
230	43113 52115	 * 	189.17	DCR|3ASPD|2VULN|1DMG	19MLV|2DMG|39VULN|4LIT|5TLV|69aASPD|7RCR|8BELT|9BPWR
231	51215 11235	   	189.04	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1ZMB	12DMG|2BPWR|3AAC|4MSLFST|5FEWX|6ZMB|7VULN|8ASPD|9RCR|aAART
232	51631 14123	   	189.00	DCR|2VULN|2DMG|1ASPD|1DUR	12DMG|2BPWR|3DUR|4LWND|5LIT|69VULN|7RCR|8RCVC|aASPD
233	53631 14123	   	189.00	DCR|2VULN|2DMG|1ASPD|1DUR	14DMG|2LHND|3DUR|5LIT|69VULN|7RCR|8RCVC|aASPD
234	43214 26132	   	188.94	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3CDMG|4ASPD|5RCVC|69VULN|7RCR|8FEWX|aDUR
235	63223 33524	   	188.91	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1DUST|2aDMG|3TLV|4DLOT|5AART|6DUR|7ASPD|8RCR|9VULN
236	63131 52234	   	188.90	DCR|3DMG|2ASPD|1VULN	1DUST|249DMG|3LWND|5LIT|6aASPD|7RCR|8VULN
237	63332 32614	   	188.80	DCR|3DMG|2ASPD|1VULN	136DUST|23aDMG|3BPWR|45ASPD|7RCR|8VULN|9BEXP
238	63332 32624	   	188.80	DCR|3DMG|2ASPD|1VULN	136DUST|23aDMG|3BPWR|45ASPD|7RCR|8VULN|9FEWX
239	35342 32252	   	188.77	DCR|2VULN|1MDPS|2DMG|1ASPD	1LIT|25DMG|3ASPD|4BEXP|6DUST|7RCR|89VULN|aMDPS
240	52331 16352	   	188.75	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1SELL	1DMG|2SELL|3DMSP|4AART|5VULN|6aCDMG|7RCR|8ASPD|9LHND
241	52331 16362	   	188.75	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1SELL	1DMG|2SELL|3DMSP|4AART|5VULN|6aCDMG|7RCR|8ASPD|9LWND
242	63332 32634	   	188.70	DCR|3DMG|2ASPD|1VULN	136DUST|23aDMG|3BPWR|45ASPD|7RCR|8VULN|9LEGI
243	42133 12333	   	188.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1MLV|28ASPD|37VULN|4ZMB|5DMG|6ERES|9DUR|aRCR
244	43133 12333	   	188.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1MLV|2DMG|37VULN|4ZMB|58ASPD|6ERES|9DUR|aRCR
245	51253 23314	 * 	188.65	DCR|3DMG|1VULN|1AART|1CDMG|1AAC	124DMG|24BPWR|3AAC|5FEWX|6RPLT|7VULN|8CDMG|9AART|aRCR
246	43116 52223	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2DMG|38VULN|4LIT|5ZMB|6ASPD|7RCR|9DMSP|aCDMG
247	43131 52223	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2DMG|38VULN|4ZMB|5LIT|6ASPD|7RCR|9DMSP|aCDMG
248	33325 62225	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3ASPD|4CGEN|5MLV|6aVULN|7RCR|8CDMG|9DMG
249	42116 32225	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2ASPD|3aVULN|4LIT|5ZMB|6CGEN|7RCR|8CDMG|9DMG
250	42131 32225	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2ASPD|3aVULN|4ZMB|5LIT|6CGEN|7RCR|8CDMG|9DMG
251	33326 62225	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3ASPD|4CGEN|5ERES|6aVULN|7RCR|8CDMG|9DMG
252	51311 31132	   	188.34	DCR|3DMG|1VULN|1CDMG|1ZMB	124DMG|24BPWR|34AME|5SPLREG|6BELT|7RCR|8VULN|9ZMB|aCDMG
253	55311 31132	   	188.34	DCR|3DMG|1VULN|1CDMG|1ZMB	124DMG|34AME|4BPWR|5SPLREG|6BELT|7RCR|8VULN|9ZMB|aCDMG
254	53236 33531	   	188.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2LHND|3TLV|4ZMB|5aVULN|6MBVNT|7RCR|8CDMG|9ASPD
255	51112 31232	   	188.21	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4MSLFST|5AME|67VULN|8AART|9RCVC|aRCR
256	55112 31232	   	188.21	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3ZMB|4MSLFST|5AME|67VULN|8AART|9RCVC|aRCR
257	63236 33531	   	188.21	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2DMG|3TLV|4ZMB|5aVULN|6MBVNT|7RCR|8CDMG|9ASPD
258	51114 31232	   	188.11	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4MSLFST|5ERES|67VULN|8AART|9RCVC|aRCR
259	55114 31232	   	188.11	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3ZMB|4MSLFST|5ERES|67VULN|8AART|9RCVC|aRCR
260	43226 25223	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14MLV|2DMG|3CDMG|5ERES|6aVULN|7DUR|8RCR|9AART
261	63124 43223	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3LWND|47VULN|5CDMG|6FEWX|8RCR|9DUR|aAART
262	33232 15223	   	188.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1LIT|2ZMB|3DUR|4ASPD|59DMG|6VULN|7CGEN|8CDMG|aRCR
263	35236 15223	   	188.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1LIT|29DMG|3DUR|4ASPD|5ZMB|6VULN|7CGEN|8CDMG|aRCR
264	35342 22251	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|25DMG|3ASPD|4BEXP|6DUR|7RCR|89VULN|aDMSP
265	35342 22253	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aLIT|25DMG|3ASPD|4BEXP|6DUR|7RCR|89VULN
266	53631 14323	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	14DMG|28LHND|3DUR|5LIT|69VULN|7RCR|aASPD
267	63333 34152	   	187.75	DCR|2VULN|2DMG|1ASPD|1DUR	13DUST|23DMG|3BPWR|4ASPD|5BELT|6RCVC|7aVULN|8RCR|9DUR
268	51122 14116	   	187.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|2BPWR|3ZMB|4BELT|5DUST|67VULN|8RCR|9LWND|aASPD
269	51124 14223	   	187.74	DCR|3DMG|2VULN|1ZMB|1DUR	129DMG|2BPWR|3ZMB|4BELT|5DUR|67VULN|8LWND|aRCR
270	53121 41243	   	187.73	DCR|2VULN|2DMG|2ASPD	17DMG|2LHND|37LWND|49VULN|5DUST|67ASPD|7BPWR|8ERES|aRCR
271	35342 22236	 * 	187.72	DCR|3DMG|1MDPS|1VULN|1ASPD|1DUR	1LIT|259DMG|3ASPD|4BEXP|6DUR|7RCR|8VULN|aMDPS
272	35232 62214	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|25DMG|3DUR|4ASPD|6DUST|7RCR|8aVULN|9BEXP
273	35232 62251	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|25DMG|3DUR|4ASPD|6DUST|7RCR|89VULN|aDMSP
274	35232 62253	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1aLIT|25DMG|3DUR|4ASPD|6DUST|7RCR|89VULN
275	33343 42421	   	187.66	DCR|3VULN|2ASPD|2ZMB	18LIT|28ZMB|3aASPD|4BEXP|568VULN|7RCR|8BPWR|9DMSP
276	34142 22243	   	187.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1LIT|2CDMG|37VULN|4LEGI|5ASPD|6aDUR|8DMG|9RCR
277	35232 62236	   	187.62	DCR|3DMG|1MDPS|1VULN|1ASPD|1DUR	1LIT|259DMG|3DUR|4ASPD|6DUST|7RCR|8VULN|aMDPS
278	43236 26123	   	187.58	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1MLV|2DMG|35CDMG|4ZMB|6VULN|7RCR|8FEWX|9AART|aDUR
279	51326 62211	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3AME|4DUR|5aVULN|6AART|7SNIFST|8RPLT|9RCR
280	12423 32441	   	187.52	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	1MDPS|2DUR|3ASPD|49VULN|5ERES|6MBVNT|7RCR|8aDMG
281	52215 26123	   	187.50	DCR|2ASPD|1VULN|1AART|1DMG|1DUR|1SELL	1DMG|2SELL|3ERES|45ASPD|6VULN|7RCR|8FEWX|9AART|aDUR
282	51112 31225	   	187.46	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4MSLFST|5AME|67VULN|8AART|9RPLT|aRCR
283	55112 31225	   	187.46	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3ZMB|4MSLFST|5AME|67VULN|8AART|9RPLT|aRCR
284	52131 36235	 * 	187.44	DCR|3DMG|1AART|1ASPD|3DUR|1SELL	189DMG|2SELL|389LHND|4AART|5DUST|6ASPD|789DUR|89BPWR|aRCR
285	51324 22162	   	187.43	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3AME|4DUR|5TLV|67VULN|8MLV|9RCR|aAART
286	51326 12162	   	187.43	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3AME|4DUR|57VULN|6ERES|8MLV|9RCR|aAART
287	51326 61211	   	187.43	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3AME|4DUR|5aVULN|6AART|7MSLFST|8RPLT|9RCR
288	42112 15421	   	187.41	DCR|3VULN|1ASPD|1DMG|2ZMB	18MLV|2ASPD|368VULN|4LIT|5DMG|78ZMB|8BPWR|9ERES|aRCR
289	35333 33233	 * 	187.40	DCR|2VULN|2CDMG|1ASPD|1DMG	1LIT|2DMG|3ASPD|4MSLREG|58CDMG|6RCR|7TLV|9aVULN
290	56333 33233	   	187.40	DCR|2VULN|2CDMG|1ASPD|1DMG	1DMG|2LIT|3ASPD|4MSLREG|58CDMG|6RCR|7TLV|9aVULN
291	35342 22224	   	187.40	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1LIT|25DMG|3ASPD|4BEXP|6DUR|7RCR|8VULN|9ERES|aNUKE
292	51114 31225	   	187.36	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3ZMB|4MSLFST|5ERES|67VULN|8AART|9RPLT|aRCR
293	51324 22362	   	187.33	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3AME|4DUR|5TLV|67VULN|8ERES|9RCR|aAART
294	51633 63333	   	187.32	DCR|3DMG|1AART|1ASPD|1ZMB|1DUR	129DMG|2BPWR|3DUR|4LWND|5ASPD|6AART|7DUST|8ZMB|aRCR
295	63133 65333	   	187.32	DCR|3DMG|1AART|1ASPD|1ZMB|1DUR	1DUST|249DMG|3LWND|5ASPD|6AART|7DUR|8ZMB|aRCR
296	63236 33244	   	187.31	DCR|3VULN|2DMG|1ZMB	1DUST|28DMG|3TLV|4ZMB|59aVULN|6MBVNT|7RCR
297	35123 36632	   	187.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|28DMG|3RCR|4AART|5DUR|6ASPD|7aVULN|9CGEN
298	35232 62224	   	187.30	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1LIT|25DMG|3DUR|4ASPD|6DUST|7RCR|8VULN|9ERES|aNUKE
299	35232 62324	   	187.30	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1LIT|25DMG|3DUR|4ASPD|6DUST|7RCR|8ERES|9VULN|aNUKE
300	34323 42421	 * 	187.29	DCR|3VULN|2CDMG|1AART	18LIT|28CDMG|3RMIN|4RPLT|568VULN|7RCR|8BPWR|9LHND|aAART
301	51152 22313	 * 	187.28	DCR|3DMG|1MDPS|1AART|1ASPD|2ZMB	124DMG|24BPWR|34ZMB|5ASPD|6BEXP|7LWND|8RCR|9AART|aMDPS
302	51152 62313	   	187.28	DCR|3DMG|1MDPS|1AART|1ASPD|2ZMB	124DMG|24BPWR|34ZMB|5ASPD|6FEWX|7LWND|8RCR|9AART|aMDPS
303	55152 22313	   	187.28	DCR|3DMG|1MDPS|1AART|1ASPD|2ZMB	124DMG|34ZMB|4BPWR|5ASPD|6BEXP|7LWND|8RCR|9AART|aMDPS
304	32132 56228	 * 	187.27	ACR|3VULN|2DMG|2ASPD|1NUKE	1aLIT|2NUKE|3RCR|46ASPD|5aDMG|79aVULN|8MBVNT|aBPWR
305	52511 25221	   	187.24	DCR|2VULN|2DMG|2ASPD|2SELL	19DMG|27SELL|34ASPD|56VULN|8RMIN|aRCR
306	43131 52241	   	187.23	DCR|2VULN|2ASPD|1DMG|1ZMB	1MLV|2DMG|38VULN|4ZMB|5LIT|6aASPD|7RCR|9RCVC
307	51326 62213	   	187.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	12DMG|2BPWR|3AME|4DUR|5VULN|6AART|7SNIFST|8RPLT|9RCR|aASPD
308	12423 33744	   	187.21	DCR|2VULN|1MDPS|2ASPD|1AART|2DUR	1MDPS|29DUR|37ASPD|49VULN|59ERES|6MBVNT|8AART|9BPWR|aRCR
309	35123 36612	   	187.20	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|28DMG|3RCR|4AART|5DUR|6ASPD|7aVULN|9TLV
310	34323 42431	   	187.19	DCR|3VULN|1AART|2CDMG	18LIT|28CDMG|3RMIN|4RPLT|568VULN|7RCR|8BPWR|9LEGI|aAART
311	25372 17413	   	187.16	DCR|3VULN|3ASPD	189AIRARM|2MBVNT|3CGEN|4RPLT|589VULN|689ASPD|7RCR|89BPWR|aRCVC
312	52331 16212	   	187.16	DCR|2DMG|1VULN|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|39DMSP|4AART|5VULN|6CDMG|7RCR|aDUR
313	52331 16223	   	187.16	DCR|2DMG|1VULN|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DMSP|4AART|5VULN|6CDMG|7RCR|9LIT|aDUR
314	52331 16261	   	187.16	DCR|2DMG|1VULN|1AART|1CDMG|1DUR|1SELL	18DMG|2SELL|3DMSP|4AART|5VULN|6CDMG|7RCR|9LWND|aDUR
315	51326 61213	   	187.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	12DMG|2BPWR|3AME|4DUR|5VULN|6AART|7MSLFST|8RPLT|9RCR|aASPD
