0	Index      	 *	Score 	Summary	Detail	
1	23421 35242	 * 	209.85	DCR|4VULN|1ASPD|1NUKE|1CDMG	1579VULN|2CDMG|3AELBLL|4CGEN|6ASPD|8RCR|aNUKE
163	21112 16515	   	184.93	DCR|3VULN|2DMG|2DUR	148VULN|2TLV|38LWND|5LIT|69DUR|78DMG|8BPWR|aRCR
164	21312 16515	   	184.93	DCR|3VULN|2DMG|2DUR	148VULN|2TLV|38LHND|5LIT|69DUR|78DMG|8BPWR|aRCR
165	53611 13214	 * 	184.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1FEWX|2CDMG|3aDUR|4VULN|5LWND|6ASPD|78DMG|9RCR
166	23411 35212	   	184.93	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2CDMG|3AELBLL|4ERES|6ZMB|8RCR|9RCVC|aDMG
167	21411 61221	   	184.92	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|aRMIN
168	21411 63521	   	184.92	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8LWND|aRMIN
169	21411 63621	   	184.92	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8LHND|aRMIN
170	21411 64221	   	184.92	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7BEXP|8ASPD|aRMIN
171	23536 23261	   	184.87	DCR|1SPLARM|2VULN|1ASPD|1CDMG|1ZMB	19VULN|2CDMG|3TSLFST|4DMSP|5CGEN|6RCR|7ZMB|8SPLARM|aASPD
172	21411 63431	   	184.87	DCR|3VULN|1DMG|1NUKE|1MSE	145VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8BELT|9NUKE|aMSE
173	21411 63432	   	184.87	DCR|3VULN|1DMG|1NUKE|1AAC	145VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8BELT|9NUKE|aAAC
174	21411 63433	   	184.87	DCR|3VULN|1DMG|1NUKE|1DUR	145VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8BELT|9NUKE|aDUR
175	23422 35225	   	184.85	DCR|1SPLARM|2VULN|2ASPD|1CDMG	17VULN|2CDMG|3AELBLL|4CGEN|5DMSP|6aASPD|8RCR|9SPLARM
176	14132 33124	 * 	184.84	DCR|3ASPD|1AART|1DMG|1CDMG	1CGEN|246ASPD|3BEXP|5CDMG|7RCR|8ERES|9DMG|aAART
177	43611 13214	   	184.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1DUST|2CDMG|3aDUR|4VULN|5LWND|6ASPD|78DMG|9RCR
178	23256 41221	 * 	184.83	DCR|2VULN|1AART|2CDMG|1DMG|2SELL	17VULN|2aCDMG|35SELL|4LIT|6AART|8DMG|9RCR
179	23534 23261	   	184.77	DCR|1SPLARM|2VULN|1ASPD|1CDMG|1ZMB	19VULN|2CDMG|3TSLFST|4DMSP|5ERES|6RCR|7ZMB|8SPLARM|aASPD
180	21411 63353	 * 	184.77	DCR|3VULN|1DMG|1NUKE|1CDMG|1MSE	145VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8MSE|9CDMG|aNUKE
181	23251 61163	 * 	184.69	DCR|3DMG|1VULN|1ASPD|1CDMG|1SELL	1VULN|2CDMG|3SELL|4LIT|567DMG|8ERES|9ASPD|aRCR
182	21315 46122	   	184.50	DCR|4VULN|1AART	1469VULN|2TLV|3LHND|5AART|7RCR|8RCVC|aRMIN
183	23141 31114	 * 	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1RMIN	1VULN|2CDMG|3RMIN|4ASPD|5DUST|6DMG|7ERES|8BEXP|9RCR|aAART
184	23141 32114	   	184.31	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1RMIN	1VULN|2CDMG|3RMIN|4ASPD|5DUST|6DMG|7AAC|8BEXP|9RCR|aAART
185	23523 14262	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	15VULN|2CDMG|3TSLFST|4LIT|6BASFIG|7DUR|8RCR|9DMG|aASPD
186	23423 25242	   	184.28	DCR|3VULN|1DMG|1CDMG|1ZMB	179VULN|2CDMG|3AELBLL|46CGEN|5ZMB|8RCR|aDMG
187	23412 35242	   	184.18	DCR|3VULN|1DMG|1CDMG|1ZMB	179VULN|2CDMG|3AELBLL|4ERES|5DMSP|6ZMB|8RCR|aDMG
188	23411 35234	   	184.12	DCR|4VULN|1CDMG|1ZMB	157aVULN|2CDMG|3AELBLL|4ERES|6ZMB|8RCR|9RMIN
189	26411 62332	   	184.09	DCR|3VULN|1CDMG|1ZMB|1DUR	145VULN|24MLV|3RCVC|4BPWR|6RCR|7CDMG|8ZMB|9RMIN|aDUR
190	14561 32133	   	183.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1CGEN|2ASPD|3AAC|4DUR|5ERES|68VULN|7AART|9CDMG|aRCR
191	21411 62332	   	183.89	DCR|3VULN|1CDMG|1ZMB|1DUR	145VULN|24TLV|3RCVC|4BPWR|6RCR|7CDMG|8ZMB|9RMIN|aDUR
192	23533 33166	   	183.89	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1aVULN|2CDMG|3aTSLFST|4DMSP|5DMG|6RCR|7ZMB|8LEGI|9aDUR|aBPWR
193	14213 12251	   	183.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1CGEN|24ASPD|3AELBLL|59VULN|6aDUR|7CDMG|8RCR
194	14413 12251	   	183.88	DCR|2VULN|2ASPD|1CDMG|2DUR	13CGEN|24ASPD|59VULN|6aDUR|7CDMG|8RCR
195	53611 13212	   	183.85	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4VULN|5LWND|6ASPD|78DMG|9RCR|aRMIN
196	23642 23233	   	183.83	ACR|3VULN|2ASPD|2CDMG|1ZMB	159VULN|29CDMG|3RCR|4MLV|6LWND|7DMSP|89ASPD|9BPWR|aZMB
197	43611 13212	   	183.75	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|2CDMG|3DUR|4VULN|5LWND|6ASPD|78DMG|9RCR|aRMIN
198	23225 11615	 * 	183.64	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR|1SELL	1VULN|2CDMG|3SELL|4LWND|5aAART|6ASPD|7FEWX|8RCR|9DUR
199	53612 16231	   	183.46	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1SELL	1FEWX|2CDMG|39DUR|47VULN|5ZMB|6SELL|8RCR|aAART
200	21411 63233	   	183.44	DCR|3VULN|1DMG|1ZMB|1DUR	145VULN|249TLV|3RCVC|4BPWR|6RCR|7DMG|8DUR|aZMB
201	53413 32224	   	183.40	DCR|3VULN|2CDMG|1ASPD	1FEWX|27CDMG|34aVULN|5DMSP|6RCVC|8RCR|9ASPD
202	53413 32242	 * 	183.40	DCR|3VULN|2CDMG|1DMG	1FEWX|27CDMG|349VULN|5DMSP|6RCVC|8RCR|aDMG
203	21616 22241	   	183.39	DCR|3VULN|2DMG|1AAC|1DUR	146VULN|2TLV|3FEWX|5DUR|7AAC|8RCR|9aDMG
204	21431 61253	   	183.38	DCR|2VULN|1ASPD|1NUKE|1CDMG	15VULN|2TLV|3RCVC|4AELBLL|6RCR|7FEWX|8ASPD|9CDMG|aNUKE
205	43612 16231	   	183.36	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1SELL	1DUST|2CDMG|39DUR|47VULN|5ZMB|6SELL|8RCR|aAART
206	21341 36262	 * 	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2TLV|37LHND|4RPLT|5ASPD|6RCR|8DMG|9aAART
207	23156 53231	   	183.27	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68aLHND|7RCR|8BPWR|9RCVC
208	21115 16161	   	183.21	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|3LWND|5AART|6ASPD|7RCVC|8DMG|9RCR|aLHND
209	21115 16162	   	183.21	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|3LWND|5AART|6ASPD|7RCVC|8DMG|9RCR|aCGEN
210	21115 16163	   	183.21	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|3LWND|5AART|6ASPD|7RCVC|8DMG|9RCR|aFEWX
211	21315 16161	   	183.21	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|3aLHND|5AART|6ASPD|7RCVC|8DMG|9RCR
212	21315 16163	   	183.21	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|3LHND|5AART|6ASPD|7RCVC|8DMG|9RCR|aFEWX
213	21341 35262	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|27TLV|3LHND|4RPLT|5ASPD|6RCR|8DMG|9aAART
214	16616 12122	   	183.09	DCR|4VULN|1DMG|2DUR	1CGEN|2459VULN|3FEWX|6DMG|78DUR|aRCR
215	21616 23222	   	182.99	DCR|4VULN|1ASPD|2DUR	1469VULN|2TLV|3FEWX|57DUR|8ASPD|aRCR
216	21411 36141	   	182.92	DCR|4VULN|1DMG	1456VULN|24TLV|3RCVC|4BPWR|7RCR|8DMG|9RMIN|aDMSP
217	21411 36161	   	182.92	DCR|4VULN|1DMG	1456VULN|24TLV|3RCVC|4BPWR|7RCR|8DMG|9LHND|aRMIN
218	21411 36421	   	182.92	DCR|4VULN|1DMG	1456VULN|24TLV|3RCVC|4BPWR|7RCR|8FEWX|9DMG|aRMIN
219	23413 35225	   	182.90	DCR|1SPLARM|2VULN|1ASPD|1CDMG|1ZMB	17VULN|2CDMG|3AELBLL|4ERES|5ZMB|6RCVC|8RCR|9SPLARM|aASPD
220	23156 23212	 * 	182.90	DCR|2AART|1MDPS|1VULN|1CDMG|1ZMB|1DUR|1RMIN	1VULN|2CDMG|3RMIN|4DUR|5aAART|6MDPS|7RCR|8DUST|9ZMB
221	16412 13253	   	182.87	DCR|3VULN|1CDMG|1ZMB|1DUR|1RMIN	14CGEN|249VULN|3RCVC|4BPWR|5RMIN|6DUR|7CDMG|8RCR|aZMB
222	21411 36143	   	182.82	DCR|4VULN|1DMG	1456VULN|24aTLV|3RCVC|4BPWR|7RCR|8DMG|9RMIN
223	23512 23265	   	182.74	DCR|3VULN|1SPLARM|1CDMG|1ZMB	159VULN|2CDMG|3TSLFST|45CGEN|5BPWR|6RCR|7ZMB|8SPLARM|aBEXP
224	23142 13541	   	182.73	DCR|2VULN|1AART|1ASPD|1CDMG|1RMIN	19VULN|2CDMG|3RMIN|4ASPD|58BEXP|6ERES|7AART|aRCR
225	23512 23262	   	182.64	DCR|3VULN|1SPLARM|1CDMG|1ZMB	159VULN|2CDMG|3TSLFST|45CGEN|5BPWR|6RCR|7ZMB|8SPLARM|aDUST
226	23141 13141	   	182.53	DCR|2VULN|1AART|1ASPD|1CDMG|1RMIN	19VULN|2CDMG|3RMIN|4ASPD|58DUST|6ERES|7AART|aRCR
227	23156 53211	   	182.51	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68LHND|7RCR|8BPWR|9RPLT|aBEXP
228	23156 53212	   	182.51	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68LHND|7RCR|8BPWR|9RPLT|aCGEN
229	53611 13332	   	182.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4aVULN|5LWND|6ASPD|7DMG|8RPLT|9RCR
230	23631 11123	 * 	182.45	ACR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1ZMB	19VULN|2CDMG|3RCR|4BELT|5LWND|6AART|7ASPD|8SPLARM|aZMB
231	23156 53221	   	182.41	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68LHND|7RCR|8BPWR|9ERES|aMLV
232	23156 53222	   	182.41	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68LHND|7RCR|8BPWR|9ERES|aBEXP
233	43611 13511	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DUR|48VULN|5LWND|6ASPD|7DMG|9RCR|aBEXP
234	53611 13511	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	1FEWX|2CDMG|3DUR|48VULN|5LWND|6ASPD|7DMG|9RCR|aMSE
235	53611 13513	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUR|48VULN|5LWND|6ASPD|7DMG|9RCR|aERES
236	26535 12233	   	182.38	DCR|2VULN|2CDMG|1ASPD|1ZMB|1DUR	19VULN|23MLV|49AELBLL|5ASPD|6DUR|79CDMG|8RCR|9BPWR|aZMB
237	16415 12233	   	182.33	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	14CGEN|24VULN|3RCVC|4BPWR|5ASPD|6DUR|7CDMG|8RCR|9RMIN|aZMB
238	23156 53223	   	182.31	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	18VULN|2CDMG|3RMIN|48DUR|5AART|68LHND|7RCR|8BPWR|9ERES|aMSLFST
239	43611 13513	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DUR|48VULN|5LWND|6ASPD|7DMG|9RCR|aERES
240	43614 32113	 * 	182.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1AAC|1DUR	15DUST|2CDMG|3DUR|45VULN|5BPWR|6DMG|7AAC|8BEXP|9RCR|aNUKE
241	23623 13453	 * 	182.22	ACR|2VULN|2DMG|1AART|1CDMG|1RMIN	1aVULN|2CDMG|3RCR|4aCGEN|5RMIN|6ERES|7AART|8FEWX|9aDMG|aBPWR
242	24613 32613	   	182.18	DCR|2VULN|1AART|1NUKE|1AAC|1ZMB|1DUR	14VULN|2LHND|3AAC|5FEWX|6ZMB|7AART|8RCR|9DUR|aNUKE
243	21415 12233	   	182.13	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	14VULN|24TLV|3RCVC|4BPWR|5ASPD|6DUR|7CDMG|8RCR|9RMIN|aZMB
244	23623 13153	   	182.12	ACR|2VULN|2DMG|1AART|1CDMG|1RMIN	1aVULN|2CDMG|3RCR|4aCGEN|5RMIN|6ERES|7AART|8DUST|9aDMG|aBPWR
245	21411 36135	   	182.09	DCR|4VULN|1DMG|1AAC	1456VULN|24TLV|3RCVC|4BPWR|7RCR|8DMG|9CGEN|aAAC
246	21411 36125	   	181.99	DCR|4VULN|1DMG|1AAC	1456VULN|249TLV|3RCVC|4BPWR|7RCR|8DMG|aAAC
247	21431 63253	   	181.96	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	15VULN|2TLV|3RCVC|4AELBLL|6RCR|7DMG|8DUR|9CDMG|aZMB
248	23611 32423	   	181.84	ACR|3VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	148VULN|2CDMG|3RCR|5DUST|6DMG|7AAC|9ASPD|aZMB
249	23611 51423	   	181.84	ACR|3VULN|1ASPD|1NUKE|1CDMG|1ZMB	148VULN|2CDMG|3RCR|5DUST|6ZMB|7ERES|9ASPD|aNUKE
250	23642 23231	   	181.80	ACR|3VULN|2ASPD|2CDMG|1DUR	159VULN|29CDMG|3RCR|4MLV|6LWND|7DMSP|89ASPD|9BPWR|aDUR
251	23156 23523	 * 	181.80	DCR|1MDPS|1VULN|1AART|1NUKE|1CDMG|2DUR|1RMIN|1SELL	1VULN|2CDMG|3RMIN|48DUR|5AART|6MDPS|7RCR|9SELL|aNUKE
252	15231 32265	 * 	181.78	DCR|2AART|2ASPD|1VULN|1ZMB	1CGEN|2FEWX|3ZMB|48ASPD|5ERES|6VULN|7aAART|9RCR
253	26315 13161	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2MLV|37aLHND|5AART|6ASPD|8DMG|9RCR
254	26315 13163	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2MLV|37LHND|5AART|6ASPD|8DMG|9RCR|aFEWX
255	23226 26241	   	181.66	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	17VULN|2CDMG|3SELL|4LWND|5DUR|6TLV|8RCR|9aDMG
256	21315 13161	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37aLHND|5AART|6ASPD|8DMG|9RCR
257	21315 13163	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37LHND|5AART|6ASPD|8DMG|9RCR|aFEWX
258	21315 13164	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37LHND|5AART|6ASPD|8DMG|9RCR|aLWND
259	21315 13165	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37LHND|5AART|6ASPD|8DMG|9RCR|aBEXP
260	21615 11161	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37FEWX|5AART|6ASPD|8DMG|9RCR|aLHND
261	21615 11162	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37FEWX|5AART|6ASPD|8DMG|9RCR|aCGEN
262	21615 11163	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2TLV|37aFEWX|5AART|6ASPD|8DMG|9RCR
263	21625 13161	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	17VULN|2TLV|3FEWX|4AELBLL|5AART|6ASPD|8DMG|9RCR|aLHND
264	21625 13162	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	17VULN|2TLV|3FEWX|4AELBLL|5AART|6ASPD|8DMG|9RCR|aCGEN
265	21625 13163	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	17VULN|2TLV|3aFEWX|4AELBLL|5AART|6ASPD|8DMG|9RCR
266	16616 12233	   	181.58	DCR|3VULN|1DMG|2DUR|1ZMB	1CGEN|245VULN|3FEWX|6DMG|79DUR|8RCR|aZMB
267	23523 64222	   	181.56	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	15VULN|2CDMG|3TSLFST|4LIT|6ASPD|7DMG|8RCVC|9DUR|aRCR
268	23533 31366	 * 	181.54	DCR|2ASPD|1VULN|2CDMG|1DMG	1VULN|2aCDMG|3TSLFST|4DMSP|5DMG|6RCR|7aLHND|8LWND|9aASPD|aBPWR
269	23421 35236	   	181.44	DCR|3VULN|1ASPD|1CDMG|1AAC	157VULN|2CDMG|3AELBLL|4CGEN|6ASPD|8RCR|9RMIN|aAAC
270	53611 13216	   	181.30	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1FEWX|2CDMG|3DUR|4VULN|5LWND|6ASPD|78DMG|9RCR|aAAC
271	23256 23222	   	181.30	DCR|2VULN|1AART|1ASPD|1CDMG|2SELL	19VULN|2CDMG|35SELL|4LIT|6ERES|7RCR|8ASPD|aAART
272	26411 43222	   	181.26	DCR|4VULN|1DMG|1DUR	1459VULN|24MLV|3RCVC|4BPWR|6LHND|7DMG|8DUR|aRCR
273	43611 13216	   	181.20	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1DUST|2CDMG|3DUR|4VULN|5LWND|6ASPD|78DMG|9RCR|aAAC
274	23632 62431	 * 	181.20	ACR|2VULN|2AART|2CDMG|1DMG	16VULN|26CDMG|3RCR|4BELT|5RPLT|6BPWR|7aAART|8LHND|9DMG
275	23632 62531	   	181.20	ACR|2VULN|2AART|2CDMG|1DMG	16VULN|26CDMG|3RCR|4BELT|5RPLT|6BPWR|7aAART|8LWND|9DMG
276	26412 14222	   	181.16	DCR|4VULN|1DMG|1DUR	1479VULN|24MLV|3RCVC|4BPWR|5DUST|6DMG|8DUR|aRCR
277	21411 61252	   	181.15	DCR|3VULN|1ASPD|1CDMG	145VULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|9CDMG|aLWND
278	23642 22433	 * 	181.06	ACR|4VULN|3ZMB|2CDMG	1589VULN|29CDMG|3RCR|4MLV|6LWND|79aZMB|9BPWR
279	21411 23222	   	181.06	DCR|4VULN|1DMG|1DUR	1459VULN|24TLV|3RCVC|4BPWR|6LHND|7DMG|8DUR|aRCR
280	21415 42222	   	181.06	DCR|4VULN|1ASPD|1DUR	1469VULN|24TLV|3RCVC|4BPWR|5ASPD|7FEWX|8DUR|aRCR
281	21416 14222	   	181.06	DCR|4VULN|1DMG|1DUR	1479VULN|24TLV|3RCVC|4BPWR|5BEXP|6DMG|8DUR|aRCR
282	21411 62263	   	181.05	DCR|3VULN|1DMG|1CDMG	145VULN|24TLV|3RCVC|4BPWR|6RCR|7CDMG|8BEXP|9ERES|aDMG
283	23423 25225	   	180.97	DCR|1SPLARM|2VULN|1ASPD|1CDMG|1ZMB	17VULN|2CDMG|3AELBLL|46CGEN|5ZMB|8RCR|9SPLARM|aASPD
284	21412 14222	   	180.96	DCR|4VULN|1DMG|1DUR	1479VULN|24TLV|3RCVC|4BPWR|5DUST|6DMG|8DUR|aRCR
285	21411 62163	   	180.95	DCR|3VULN|1DMG|1CDMG	145VULN|24TLV|3RCVC|4BPWR|6RCR|7CDMG|8LEGI|9ERES|aDMG
286	26411 61223	   	180.95	DCR|4VULN|1ASPD	1459VULN|24MLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|aLHND
287	26411 63111	   	180.87	DCR|3VULN|1DMG|1ZMB	145VULN|24MLV|3RCVC|4BPWR|6RCR|7DMG|8aRMIN|9ZMB
288	23412 35225	   	180.87	DCR|1SPLARM|2VULN|1ASPD|1CDMG|1ZMB	17VULN|2CDMG|3AELBLL|4ERES|5DMSP|6ZMB|8RCR|9SPLARM|aASPD
289	21411 61223	   	180.75	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|aLHND
290	21411 61224	   	180.75	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|aLWND
291	21411 61225	   	180.75	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|aBEXP
292	21411 61242	   	180.75	DCR|4VULN|1ASPD	145aVULN|24TLV|3RCVC|4BPWR|6RCR|7FEWX|8ASPD|9LWND
293	21411 63411	   	180.75	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8BELT|aLHND
294	21411 63412	   	180.75	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8BELT|aCGEN
295	21411 63523	   	180.75	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8LWND|aLHND
296	21411 63623	   	180.75	DCR|4VULN|1DMG	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8aLHND
297	21411 64223	   	180.75	DCR|4VULN|1ASPD	1459VULN|24TLV|3RCVC|4BPWR|6RCR|7BEXP|8ASPD|aLHND
298	21431 61226	   	180.75	DCR|4VULN|1ASPD	159aVULN|2TLV|3RCVC|4AELBLL|6RCR|7FEWX|8ASPD
299	21411 63111	   	180.67	DCR|3VULN|1DMG|1ZMB	145VULN|24TLV|3RCVC|4BPWR|6RCR|7DMG|8aRMIN|9ZMB
300	21411 63632	   	180.65	DCR|4VULN|1DMG	145aVULN|249TLV|3RCVC|4BPWR|6RCR|7DMG|8LHND
301	26435 12231	   	180.60	DCR|2VULN|2CDMG|1ASPD|2DUR	19VULN|2MLV|3RCVC|49AELBLL|5ASPD|6aDUR|79CDMG|8RCR|9BPWR
302	23623 35125	 * 	180.54	ACR|3VULN|1SPLARM|2CDMG|1DMG|1RMIN	17aVULN|28CDMG|3RCR|4CGEN|5RMIN|6DMG|9SPLARM
303	23631 11126	   	180.42	ACR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2CDMG|3RCR|4BELT|5LWND|6AART|7ASPD|8SPLARM|aDUR
304	21115 46121	   	180.33	DCR|4VULN|1AART	1469VULN|2TLV|3aLWND|5AART|7RCR|8RCVC
305	21115 46122	   	180.33	DCR|4VULN|1AART	1469VULN|2TLV|3LWND|5AART|7RCR|8RCVC|aAME
306	21115 46123	   	180.33	DCR|4VULN|1AART	1469VULN|2TLV|3LWND|5AART|7RCR|8RCVC|aBEXP
307	21315 46121	   	180.33	DCR|4VULN|1AART	1469VULN|2TLV|3LHND|5AART|7RCR|8RCVC|aLWND
308	21315 46123	   	180.33	DCR|4VULN|1AART	1469VULN|2TLV|3LHND|5AART|7RCR|8RCVC|aBEXP
309	26116 14222	   	180.30	DCR|4VULN|1DMG|1DUR	1479VULN|2MLV|3LWND|5RCVC|6DMG|8DUR|aRCR
310	26316 14222	   	180.30	DCR|4VULN|1DMG|1DUR	1479VULN|2MLV|3LHND|5RCVC|6DMG|8DUR|aRCR
311	21116 14222	   	180.20	DCR|4VULN|1DMG|1DUR	1479VULN|2TLV|3LWND|5RCVC|6DMG|8DUR|aRCR
312	21316 14222	   	180.20	DCR|4VULN|1DMG|1DUR	1479VULN|2TLV|3LHND|5RCVC|6DMG|8DUR|aRCR
313	51223 23124	   	180.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1FEWX|2TLV|3ZMB|45VULN|6ASPD|7DUR|8BEXP|9RCR|aAART
314	51223 43124	   	180.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2TLV|3ZMB|45VULN|6DMG|7DUR|8BEXP|9RCR|aAART
315	41223 21624	   	180.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|2TLV|3ZMB|45VULN|6ASPD|7BEXP|8DUR|9RCR|aAART
316	41223 23124	   	180.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|2TLV|3ZMB|45VULN|6ASPD|7DUR|8BEXP|9RCR|aAART
317	41223 23524	   	180.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUST|2TLV|3ZMB|45VULN|6ASPD|7DUR|8FEWX|9RCR|aAART
318	41223 43124	   	180.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2TLV|3ZMB|45VULN|6DMG|7DUR|8BEXP|9RCR|aAART
319	24223 23366	   	180.08	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	18VULN|2LHND|3DUR|4TLV|5AART|6AAC|7ZMB|9RCR|aASPD
320	23533 31362	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1aVULN|2CDMG|3TSLFST|4DMSP|5DMG|6RCR|7LHND|8LWND|9ASPD
321	23612 34251	   	180.02	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	149VULN|2CDMG|3RCR|5BEXP|6DMG|7AELBLL|8ASPD|aDUR
322	53611 13215	   	180.01	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1FEWX|2CDMG|3DUR|4VULN|5LWND|6ASPD|78DMG|9RCR|aRCVC
323	23533 36115	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	19VULN|2CDMG|3TSLFST|48DMSP|5DMG|6RCR|7ERES|aASPD
324	23411 35243	   	179.96	DCR|4VULN|1CDMG|1ZMB	1579VULN|2CDMG|3AELBLL|4ERES|6ZMB|8RCR|aBEXP
325	23611 34251	   	179.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	149VULN|2CDMG|3RCR|5DUST|6DMG|7AELBLL|8ASPD|aDUR
