0	Index      	 *	Score 	Summary	Detail	
1	13111 36216	 * 	221.51	ACR|5VULN|2DMG|1ASPD|1CDMG	1DMSP|2RCR|35679VULN|45DMG|5BPWR|8CDMG|aASPD
164	13111 32523	   	199.71	ACR|3VULN|2DMG|1ASPD|1CDMG|1DUR	1DMSP|2RCR|356VULN|45DMG|5BPWR|7DUR|8ASPD|9RMIN|aCDMG
165	14111 28173	 * 	199.65	DCR|1SPLARM|2VULN|2DMG|1AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7FEWX|8AART|9TLV|aSPLARM
166	14114 23266	 * 	199.61	DCR|2VULN|2DMG|3ZMB|1ASPD	1DMSP|2MBVNT|38VULN|48DMG|568ZMB|7RPLT|8BPWR|9ASPD|aRCR
167	14114 32266	   	199.61	DCR|2VULN|2DMG|3ZMB|1ASPD	1DMSP|2MBVNT|38VULN|48DMG|578ZMB|6RPLT|8BPWR|9ASPD|aRCR
168	16151 32423	 * 	199.59	DCR|3VULN|1MDPS|2ASPD|1AART|1AAC	1DMSP|2RMIN|3aASPD|4AART|5MDPS|6RCR|7AAC|89aVULN|aBPWR
169	13111 56213	   	199.55	ACR|4VULN|2DMG|1CDMG|1ZMB	1DMSP|2RCR|3579VULN|45DMG|5BPWR|6RCVC|8CDMG|aZMB
170	14111 25142	 * 	199.46	DCR|2SPLARM|3VULN|2DMG	1DMSP|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7RPLT|8aSPLARM|9aLIT
171	13113 32542	   	199.40	ACR|4VULN|2DMG|1ASPD|1DUR	1DMSP|2RCR|356aVULN|4aDMG|7DUR|8ASPD|9aMLV|aBPWR
172	13113 32562	   	199.40	ACR|4VULN|2DMG|1ASPD|1DUR	1DMSP|2RCR|356aVULN|4aDMG|7DUR|8ASPD|9aCGEN|aBPWR
173	16353 32231	   	199.40	DCR|2VULN|2AART|2DMG|1AAC	1DMSP|2RMIN|3aDMG|49AART|5AAC|6aVULN|7RCR|8aSPLJET|aBPWR
174	13111 53166	   	199.38	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG	1DMSP|2RCR|35VULN|45DMG|5BPWR|6RCVC|7ASPD|8LIT|9AART|aCDMG
175	14111 21384	   	198.98	DCR|3VULN|1MDPS|2DMG|1ZMB	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7ZMB|8FEWX|aMDPS
176	13111 31551	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aMLV
177	13111 31553	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aFEWX
178	13111 31554	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aLIT
179	13111 31555	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aBELT
180	13111 31556	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aAME
181	13111 33161	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LIT|9AART|aCGEN
182	13111 33162	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8aLIT|9AART
183	13111 33163	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LIT|9AART|aBEXP
184	13111 33165	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LIT|9AART|aFEWX
185	13111 33351	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8FEWX|9AART|aMLV
186	13111 33353	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8aFEWX|9AART
187	13111 33354	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8FEWX|9AART|aLIT
188	13111 33355	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8FEWX|9AART|aBELT
189	13111 33356	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8FEWX|9AART|aAME
190	13111 33551	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LWND|9AART|aMLV
191	13111 33553	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LWND|9AART|aFEWX
192	13111 33554	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LWND|9AART|aLIT
193	13111 33651	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LHND|9AART|aMLV
194	13111 33653	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LHND|9AART|aFEWX
195	13111 33654	   	198.93	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LHND|9AART|aLIT
196	14848 23213	 * 	198.88	DCR|2AART|2DMG|1VULN|1ASPD	1DMSP|2MBVNT|3ASPD|4LIT|59AART|6aDMG|7RCR|8VULN
197	13111 42562	   	198.87	ACR|3VULN|1MDPS|2DMG|1AART	1DMSP|2RCR|359VULN|45DMG|5BPWR|6LIT|7AART|8RCVC|aMDPS
198	13111 31341	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aMLV
199	13111 31342	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aDUST
200	13111 31343	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aFEWX
201	13111 31344	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aLIT
202	13111 31345	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aBELT
203	13111 31346	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8AART|9NUKE|aAME
204	13111 31552	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7BEXP|8ASPD|9AART|aDUST
205	13111 33352	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8FEWX|9AART|aDUST
206	13111 33552	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LWND|9AART|aDUST
207	13111 33556	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LWND|9AART|aLEGI
208	13111 33652	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LHND|9AART|aDUST
209	13111 33656	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|356VULN|45DMG|5BPWR|7ASPD|8LHND|9AART|aLEGI
210	13111 42414	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|358VULN|45DMG|5BPWR|6LIT|7AART|9LEGI|aASPD
211	13111 42415	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|358VULN|45DMG|5BPWR|6LIT|7AART|9LEGI|aNUKE
212	13111 42434	   	198.83	ACR|3VULN|2DMG|1AART|1ASPD	1DMSP|2RCR|358VULN|45DMG|5BPWR|6LIT|7AART|9DUST|aASPD
213	13111 42435	   	198.83	ACR|3VULN|2DMG|1AART|1NUKE	1DMSP|2RCR|358VULN|45DMG|5BPWR|6LIT|7AART|9DUST|aNUKE
214	14116 21118	 * 	198.31	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1DMSP|2MBVNT|3aVULN|4DMG|5LHND|6RCR|7CDMG|8SPLARM|9AART
215	14181 24127	   	198.16	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aRCVC
216	14181 23237	 * 	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9LHND|aAART
217	14181 23246	   	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8CDMG|9RMIN|aAART
218	14181 23834	   	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7LWND|8RPLT|9AART|aCDMG
219	14181 25334	   	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7RPLT|8LWND|9AART|aCDMG
220	14814 22523	   	198.03	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|3aASPD|4BEXP|5aFEWX|6RCR|79AART|8aVULN|aBPWR
221	14113 21123	   	197.94	DCR|2VULN|1AART|1DMG|1NUKE|1ZMB	1DMSP|2MBVNT|35VULN|4DMG|6RCR|7ZMB|8RPLT|9AART|aNUKE
222	14183 21123	   	197.94	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1DMSP|2MBVNT|35VULN|4ASPD|6RCR|7ZMB|8RPLT|9AART|aNUKE
223	14863 21123	   	197.94	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1DMSP|2MBVNT|3ASPD|45VULN|6RCR|7ZMB|8RPLT|9AART|aNUKE
224	14181 28123	   	197.93	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7FEWX|89AART|aBEXP
225	14181 28124	   	197.93	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7FEWX|89AART|aLIT
226	14181 28133	   	197.93	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7FEWX|8aAART|9RMIN
227	14111 21381	   	197.92	DCR|3VULN|2DMG|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7ZMB|8FEWX|aDUR
228	14111 21747	   	197.92	DCR|3VULN|2DMG|1ZMB|1DUR	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7ZMB|8LWND|9DUR
229	14111 21781	   	197.92	DCR|3VULN|2DMG|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7ZMB|8LWND|aDUR
230	14111 23114	   	197.92	DCR|3VULN|2DMG|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7LWND|8DUR|aZMB
231	14113 21648	   	197.84	DCR|2VULN|1AART|1DMG|1NUKE|1ZMB	1DMSP|2MBVNT|35VULN|4DMG|6RCR|7ZMB|8DUST|9AART|aNUKE
232	14183 21642	   	197.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DMSP|2MBVNT|35VULN|4ASPD|6RCR|7ZMB|8DUST|9AART|aDMG
233	14861 24122	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7DUST|89AART|aBEXP
234	14861 24124	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7DUST|89AART|aLIT
235	14861 24133	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7DUST|8aAART|9RMIN
236	14181 24122	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aBEXP
237	14181 24124	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aLIT
238	14181 24126	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aAME
239	14181 24133	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|8aAART|9RMIN
240	14181 28121	   	197.83	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7FEWX|89AART|aERES
241	14181 28122	   	197.83	DCR|2VULN|2AART|2ASPD|1MSE	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7FEWX|89AART|aMSE
242	14111 21681	   	197.82	DCR|3VULN|2DMG|1ZMB|1DUR	1DMSP|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|aDUR
243	14111 23233	 * 	197.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7LWND|8CDMG|9LHND|aASPD
244	14861 24121	   	197.73	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7DUST|89AART|aERES
245	14861 24123	   	197.73	DCR|2VULN|2AART|2ASPD|1MSE	1DMSP|2MBVNT|35ASPD|45VULN|5BPWR|6RCR|7DUST|89AART|aMSE
246	14181 24121	   	197.73	DCR|2VULN|2AART|2ASPD	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aERES
247	14181 24123	   	197.73	DCR|2VULN|2AART|2ASPD|1MSE	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7DUST|89AART|aMSE
248	13111 56216	   	197.52	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3579VULN|45DMG|5BPWR|6RCVC|8CDMG|aDUR
249	13111 32366	   	197.50	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	1DMSP|2RCR|356VULN|45DMG|5BPWR|7DUR|8AART|9RPLT|aZMB
250	13113 33166	   	197.49	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2RCR|356VULN|4DMG|7ASPD|8LIT|9AART|aCDMG
251	13111 33415	   	197.48	ACR|3VULN|3DMG|1ASPD|1AAC	1DMSP|2RCR|356VULN|459DMG|5BPWR|7ASPD|8ERES|aAAC
252	14111 62216	   	197.27	DCR|3VULN|3DMG|1DUR	1DMSP|2MBVNT|358VULN|459DMG|5BPWR|6RCVC|7DUR|aRCR
253	13111 26312	   	197.25	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1AAC	1DMSP|2RCR|35VULN|45DMG|5BPWR|6AAC|7LIT|8AART|9CDMG|aASPD
254	13111 26346	   	197.25	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1AAC	1DMSP|2RCR|35VULN|45DMG|5BPWR|6AAC|7LIT|8AART|9ASPD|aCDMG
255	14848 23442	 * 	197.23	DCR|2DMG|2ASPD|1AART|1VULN	1DMSP|2MBVNT|38ASPD|48LIT|5AART|68DMG|7RCR|8BPWR|9RMIN|aVULN
256	12532 22562	   	197.21	DCR|2DMG|2ASPD|1VULN|2ZMB|1DUR	1DMSP|29ZMB|39DMG|47ERES|5DUR|6RCR|89ASPD|9BPWR|aVULN
257	14848 23414	 * 	197.13	DCR|2DMG|2ASPD|2CDMG|1AART	1DMSP|2MBVNT|38ASPD|48LIT|5AART|68DMG|7RCR|8BPWR|9aCDMG
258	14848 23243	   	197.03	DCR|2DMG|2ASPD|1VULN|1AART	1DMSP|2MBVNT|39ASPD|4LIT|5AART|6aDMG|7RCR|8VULN
259	13111 56621	   	196.93	ACR|4VULN|3DMG|1DUR	1DMSP|2RCR|3579VULN|459DMG|59BPWR|6RCVC|89ERES|aDUR
260	13111 31214	   	196.92	ACR|4VULN|3DMG|1ZMB	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7BEXP|aZMB
261	13111 36414	   	196.92	ACR|4VULN|3DMG|1ZMB	1DMSP|2RCR|3567VULN|459DMG|5BPWR|8BEXP|aZMB
262	12266 22224	   	196.88	DCR|2VULN|2DMG|1AART|2ZMB	1DMSP|2aZMB|3CGEN|4AART|5aDMG|6FEWX|7RCR|8CANARM|9aVULN|aBPWR
263	13111 36115	   	196.82	ACR|4VULN|3DMG|1ZMB	1DMSP|2RCR|3567VULN|459DMG|5BPWR|8MBVNT|aZMB
264	14181 21743	   	196.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DMSP|2MBVNT|35VULN|45ASPD|5BPWR|6RCR|7ZMB|8LWND|9DUR|aDMG
265	14181 31236	   	196.68	DCR|4VULN|3ASPD	1DMSP|2MBVNT|3568VULN|459ASPD|5BPWR|7BEXP|aRCR
266	26551 21333	   	196.68	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB|1DUR	1TLV|25ASPD|3AAC|45VULN|5BPWR|6RCR|7ZMB|8DUR|9FEWX|aDMG
267	12532 21252	   	196.61	DCR|2VULN|2DMG|3ZMB|1DUR	1DMSP|27aZMB|3aDMG|4ERES|5DUR|6RCR|8aVULN|9RCVC|aBPWR
268	13111 42563	   	196.12	ACR|3VULN|2AART|2DMG	1DMSP|2RCR|359VULN|45DMG|5BPWR|6LIT|7aAART|8RCVC
269	14181 25142	 * 	196.10	DCR|2SPLARM|3VULN|2ASPD	1DMSP|2MBVNT|35aVULN|45ASPD|5aBPWR|6RCR|7RPLT|8aSPLARM|9aLIT
270	14111 25154	   	196.03	DCR|1SPLARM|2VULN|2DMG|1ASPD	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7RPLT|8SPLARM|9AME|aASPD
271	14118 31713	 * 	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2MBVNT|36VULN|4DMG|5AART|7ASPD|8BEXP|9CDMG|aRCR
272	12532 21212	   	195.76	DCR|2VULN|2DMG|3ZMB|1DUR	1DMSP|27aZMB|3aDMG|49ERES|5DUR|6RCR|8aVULN|aBPWR
273	14111 21743	   	195.74	DCR|3DMG|2VULN|1ZMB|1DUR	1DMSP|2MBVNT|35VULN|45aDMG|5BPWR|6RCR|7ZMB|8LWND|9DUR
274	14181 21384	   	195.61	DCR|3VULN|1MDPS|2ASPD|1ZMB	1DMSP|2MBVNT|359VULN|45ASPD|5BPWR|6RCR|7ZMB|8FEWX|aMDPS
275	14113 21644	   	195.60	DCR|3VULN|1AART|1DMG|1ZMB	1DMSP|2MBVNT|35aVULN|4DMG|6RCR|7ZMB|8DUST|9AART
276	14111 21121	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aLIT
277	14111 21122	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aAELBLL
278	14111 21124	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aMULARM
279	14111 21125	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aLWND
280	14111 21126	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aCGEN
281	14111 21127	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8RPLT|9AART|aBEXP
282	14111 23831	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7LWND|8RPLT|9AART|aZMB
283	14111 25331	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7RPLT|8LWND|9AART|aZMB
284	14111 25521	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7RPLT|8AART|9FEWX|aZMB
285	14111 23217	   	195.53	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7LWND|8CDMG|9RPLT
286	14111 23243	   	195.53	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7LWND|8CDMG|9RMIN
287	14111 23253	   	195.53	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7LWND|8CDMG|9CGEN
288	14111 23284	   	195.53	DCR|3VULN|2DMG|1CDMG	19DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7LWND|8CDMG
289	13111 31253	   	195.49	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3568VULN|45DMG|5BPWR|7BEXP|9DUR|aCDMG
290	13111 32223	   	195.49	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3568VULN|45DMG|5BPWR|7DUR|9LWND|aCDMG
291	13111 32233	   	195.49	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3568VULN|45DMG|5BPWR|7DUR|9BEXP|aCDMG
292	13111 32263	   	195.49	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3568VULN|45DMG|5BPWR|7DUR|9FEWX|aCDMG
293	13111 36453	   	195.49	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8BEXP|9DUR|aCDMG
294	14113 21157	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|49DMG|6RCR|7ZMB|8RPLT|aAART
295	14111 21643	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|9AART|aLWND
296	14111 21645	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|9AART|aRPLT
297	14111 21646	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|9AART|aBELT
298	14111 21647	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|9AART|aAME
299	14111 24168	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7DUST|8AART|9FEWX|aZMB
300	14111 24851	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7DUST|8RPLT|9AART|aZMB
301	14111 23223	   	195.43	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7LWND|8CDMG|9BASFIG
302	13111 36163	   	195.39	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8MBVNT|9DUR|aCDMG
303	13111 36265	   	195.39	ACR|4VULN|2DMG|1CDMG|1DUR	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8CDMG|9TLV|aDUR
304	14113 21642	   	195.36	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|4aDMG|6RCR|7ZMB|8DUST|9AART
305	14111 21518	   	195.36	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8TLV|9ERES|aAART
306	14111 21641	   	195.36	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6RCR|7ZMB|8DUST|9AART|aTLV
307	13111 36235	   	195.25	ACR|4VULN|2DMG|1CDMG|1DUR|1SELL	1DMSP|2RCR|3567VULN|45DMG|5BPWR|8CDMG|9SELL|aDUR
308	14113 25823	   	195.23	DCR|4VULN|2DMG	1DMSP|2MBVNT|359aVULN|49DMG|6RCR|7RPLT|89MLV|9BPWR
309	13111 26344	 * 	195.21	ACR|2VULN|2DMG|2ASPD|1AART|1AAC	1DMSP|2RCR|35VULN|45DMG|5BPWR|6AAC|7LIT|8AART|9aASPD
310	14111 25822	   	195.13	DCR|3VULN|3DMG	1DMSP|2MBVNT|359VULN|459DMG|59BPWR|6RCR|7RPLT|89MLV|aLIT
311	14111 25824	   	195.13	DCR|3VULN|3DMG	1DMSP|2MBVNT|359VULN|459DMG|59BPWR|6RCR|7RPLT|89MLV|aBELT
312	14111 31312	   	195.06	DCR|3VULN|2DMG|1AART	1DMSP|2MBVNT|356VULN|45DMG|5BPWR|7BEXP|8AART|9MLV|aRCR
313	14111 34112	   	195.06	DCR|3VULN|2DMG|1AART	1DMSP|2MBVNT|356VULN|45DMG|5BPWR|7AART|8FEWX|9MLV|aRCR
314	14111 34212	   	195.06	DCR|3VULN|2DMG|1AART	1DMSP|2MBVNT|356VULN|45DMG|5BPWR|7AART|8BEXP|9MLV|aRCR
315	14111 34412	   	195.06	DCR|3VULN|2DMG|1AART	1DMSP|2MBVNT|356VULN|45DMG|5BPWR|7AART|8LWND|9MLV|aRCR
316	14111 34612	   	194.96	DCR|3VULN|2DMG|1AART	1DMSP|2MBVNT|356VULN|45DMG|5BPWR|7AART|8LEGI|9MLV|aRCR
317	13111 32211	   	194.89	ACR|4VULN|3DMG|1DUR	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7DUR|aCGEN
318	31231 61214	 * 	194.81	DCR|3VULN|2DMG|2CDMG|1SELL	1LHND|2SELL|358VULN|45CDMG|5BPWR|69DMG|7CGEN|aRCR
319	31231 64214	 * 	194.81	DCR|3VULN|2DMG|2CDMG|1SELL	1LHND|2SELL|358VULN|45CDMG|5BPWR|69DMG|7MLV|aRCR
320	41231 61214	 * 	194.81	DCR|3VULN|2DMG|2CDMG|1SELL	1LWND|2SELL|358VULN|45CDMG|5BPWR|69DMG|7CGEN|aRCR
321	13111 32212	   	194.79	ACR|4VULN|3DMG|1DUR	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7DUR|aLEGI
322	13111 32213	   	194.79	ACR|4VULN|3DMG|1DUR	1DMSP|2RCR|3568VULN|459DMG|5BPWR|7DUR|aTLV
