0	Index      	 *	Score 	Summary	Detail	
1	52362 33236	 * 	280.33	DCR|2MLV|3VULN|1LIT|1DMG	179VULN|2BEXP|34MLV|5DMG|6BELT|8RCR|aLIT
167	53443 22333	   	252.62	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|3LWND|47aLIT|5DMG|6MLV|8RCR|9BEXP
168	52125 32112	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	17aVULN|2BEXP|3LIT|4ERES|5CDMG|6MLV|8CGEN|9RCR
169	52125 31114	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	18aVULN|2BEXP|3LIT|4ERES|5CDMG|6MLV|7RMIN|9RCR
170	42123 12162	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1BEXP|2FEWX|37LIT|4ERES|5VULN|6RCR|8DMG|9MLV|aASPD
171	52113 12262	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4DUST|5DMG|6RCR|8CGEN|9MLV|aASPD
172	52113 16121	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4DUST|5DMG|6RCR|7MLV|8RCVC|9ASPD
173	52113 16421	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|28BEXP|3aLIT|4DUST|5DMG|6RCR|7MLV|9ASPD
174	52114 12336	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4DUST|5ASPD|6RCR|8MLV|9DMSP|aDMG
175	52115 12162	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4DUST|5CGEN|6RCR|8DMG|9MLV|aASPD
176	52121 12162	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4ERES|5LHND|6RCR|8DMG|9MLV|aASPD
177	53133 12262	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4LHND|5DMG|6RCR|8CGEN|9MLV|aASPD
178	53135 12162	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4LHND|5CGEN|6RCR|8DMG|9MLV|aASPD
179	56133 12262	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2DUST|37LIT|4LHND|5DMG|6RCR|8CGEN|9MLV|aASPD
180	56133 16131	   	252.57	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2DUST|3aLIT|4LHND|5DMG|6RCR|7MLV|8RCVC|9ASPD
181	52133 16521	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	19VULN|2BEXP|3LIT|4LHND|5DMG|6RCR|78MLV|aTLV
182	52133 16522	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	19VULN|2BEXP|3LIT|4LHND|5DMG|6RCR|78MLV|aRCVC
183	52133 16523	   	252.52	DCR|2MLV|1LIT|2VULN|1DMG	19VULN|2BEXP|3LIT|4LHND|5DMG|6RCR|78MLV|aCGEN
184	52125 32214	   	252.48	DCR|3VULN|1LIT|1MLV|1CDMG	17aVULN|2BEXP|3LIT|4ERES|5CDMG|6MLV|8NUKE|9RCR
185	53125 31114	   	252.48	DCR|3VULN|1LIT|1MLV|1CDMG|1DUR	18aVULN|2DUR|3LIT|4ERES|5CDMG|6MLV|7RMIN|9RCR
186	53125 32112	   	252.48	DCR|3VULN|1LIT|1MLV|1CDMG|1DUR	17aVULN|2DUR|3LIT|4ERES|5CDMG|6MLV|8CGEN|9RCR
187	56125 32112	   	252.48	DCR|3VULN|1LIT|1MLV|1CDMG	17aVULN|2DUST|3LIT|4ERES|5CDMG|6MLV|8CGEN|9RCR
188	46123 12162	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1BEXP|2DUST|37LIT|4ERES|5VULN|6RCR|8DMG|9MLV|aASPD
189	52123 12162	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4ERES|5DUST|6RCR|8DMG|9MLV|aASPD
190	53113 12262	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4DUST|5DMG|6RCR|8CGEN|9MLV|aASPD
191	53115 12162	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4DUST|5CGEN|6RCR|8DMG|9MLV|aASPD
192	53121 12162	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4ERES|5LHND|6RCR|8DMG|9MLV|aASPD
193	56121 12162	   	252.47	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2DUST|37LIT|4ERES|5LHND|6RCR|8DMG|9MLV|aASPD
194	53123 16263	 * 	252.41	DCR|3LIT|3VULN|1DUR	19aVULN|2DUR|389LIT|4ERES|5DUST|6RCR|79BEXP|9BPWR
195	53123 16361	   	252.41	DCR|3LIT|3VULN|1DUR	189VULN|2DUR|39aLIT|4ERES|5DUST|6RCR|79BEXP|9BPWR
196	52121 14263	 * 	252.41	DCR|3LIT|3VULN|2DUR	19aVULN|2BEXP|389LIT|4ERES|5LHND|6RCR|79DUR|9BPWR
197	52121 14361	   	252.41	DCR|3LIT|3VULN|2DUR	189VULN|2BEXP|39aLIT|4ERES|5LHND|6RCR|79DUR|9BPWR
198	54225 22221	   	252.41	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2LIT|3DMG|5BELT|6MLV|7LHND|8RCR|9RMIN|aASPD
199	54225 23221	   	252.41	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2LIT|3DMG|5BELT|6MLV|7BEXP|8RCR|9RMIN|aASPD
200	53125 32214	   	252.38	DCR|3VULN|1LIT|1MLV|1CDMG|1DUR	17aVULN|2DUR|3LIT|4ERES|5CDMG|6MLV|8NUKE|9RCR
201	53123 12162	   	252.37	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD|1DUR	1VULN|2DUR|37LIT|4ERES|5DUST|6RCR|8DMG|9MLV|aASPD
202	52123 14263	   	252.31	DCR|3LIT|3VULN|2DUR	19aVULN|2BEXP|389LIT|4ERES|5DUST|6RCR|79DUR|9BPWR
203	52123 14361	   	252.31	DCR|3LIT|3VULN|2DUR	189VULN|2BEXP|39aLIT|4ERES|5DUST|6RCR|79DUR|9BPWR
204	53121 15361	   	252.31	DCR|3LIT|3VULN|1DUR	189VULN|2DUR|39aLIT|4ERES|5LHND|6RCR|79DUST|9BPWR
205	54225 21221	   	252.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1DUR	14VULN|2LIT|3DMG|5BELT|6MLV|7DUR|8RCR|9RMIN|aASPD
206	22212 41514	   	252.31	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	1BASARM|2BELT|3MLV|4CDMG|59VULN|6LWND|7LIT|8RCR|aDMG
207	33362 33241	 * 	252.27	DCR|3LIT|3DMG|1MLV	18TLV|2CGEN|348LIT|5LHND|6MLV|78aDMG|8BPWR|9RCR
208	54221 12484	   	251.70	ACR|2LIT|3VULN|2DMG	149VULN|29LIT|39DMG|5RCR|6MBVNT|7AART|8RPLT|9BPWR|aZMB
209	52125 36111	   	251.03	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG	18VULN|2BEXP|3LIT|4ERES|5CDMG|6MLV|7ASPD|9RCR|aZMB
210	53355 33111	   	251.03	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD|1DUR	18VULN|2DUR|3MLV|4CDMG|5CGEN|6ASPD|7LIT|9RCR|aZMB
211	52134 12361	   	250.96	DCR|3LIT|2VULN|1ASPD	1aVULN|2BEXP|379LIT|4LHND|5ASPD|6RCR|8ZMB
212	52151 12361	   	250.96	DCR|3LIT|2VULN|1ASPD	1aVULN|2BEXP|379LIT|4ASPD|5LHND|6RCR|8ZMB
213	53125 36111	   	250.93	DCR|1LIT|2VULN|1MLV|1ASPD|1CDMG|1DUR	18VULN|2DUR|3LIT|4ERES|5CDMG|6MLV|7ASPD|9RCR|aZMB
214	53134 12361	   	250.86	DCR|3LIT|2VULN|1ASPD|1DUR	1aVULN|2DUR|379LIT|4LHND|5ASPD|6RCR|8ZMB
215	53151 12361	   	250.86	DCR|3LIT|2VULN|1ASPD|1DUR	1aVULN|2DUR|379LIT|4ASPD|5LHND|6RCR|8ZMB
216	52133 11663	   	250.72	DCR|2LIT|2VULN|2DMG	1aVULN|2BEXP|39LIT|4LHND|58DMG|6RCR|7TLV
217	52133 12226	   	250.72	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4LHND|5aDMG|6RCR|8CGEN
218	52135 12126	   	250.72	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4LHND|5CGEN|6RCR|8aDMG
219	52161 12126	   	250.72	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4TLV|5LHND|6RCR|8aDMG
220	54211 12226	   	250.72	DCR|2LIT|2VULN|2DMG	19VULN|27LIT|3aDMG|4BEXP|5LHND|6RCR|8CGEN
221	54311 12126	   	250.72	DCR|2LIT|2VULN|2DMG	19VULN|27LIT|3RMIN|4BEXP|5LHND|6RCR|8aDMG
222	52113 11663	   	250.62	DCR|2LIT|2VULN|2DMG	1aVULN|2BEXP|39LIT|4DUST|58DMG|6RCR|7TLV
223	42123 12146	   	250.62	DCR|2LIT|2VULN|2DMG	1BEXP|2FEWX|37LIT|4ERES|59VULN|6RCR|8aDMG
224	52113 12246	   	250.62	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4DUST|5aDMG|6RCR|8CGEN
225	52121 12126	   	250.62	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4ERES|5LHND|6RCR|8aDMG
226	53133 12226	   	250.62	DCR|2LIT|2VULN|2DMG|1DUR	19VULN|2DUR|37LIT|4LHND|5aDMG|6RCR|8CGEN
227	53135 12126	   	250.62	DCR|2LIT|2VULN|2DMG|1DUR	19VULN|2DUR|37LIT|4LHND|5CGEN|6RCR|8aDMG
228	53161 12126	   	250.62	DCR|2LIT|2VULN|2DMG|1DUR	19VULN|2DUR|37LIT|4TLV|5LHND|6RCR|8aDMG
229	42153 12126	 * 	250.62	DCR|2LIT|2DMG|1VULN|2ASPD	1BEXP|2FEWX|37LIT|49ASPD|5VULN|6RCR|8aDMG
230	52352 13116	   	250.61	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2BEXP|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aRPLT
231	52356 22333	   	250.61	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2BEXP|3MLV|5RPLT|6CDMG|7DMG|8LIT|9RCR|aRCVC
232	52123 12146	   	250.52	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4ERES|5DUST|6RCR|8aDMG
233	53121 12126	   	250.52	DCR|2LIT|2VULN|2DMG|1DUR	19VULN|2DUR|37LIT|4ERES|5LHND|6RCR|8aDMG
234	52114 12126	   	250.52	DCR|2LIT|2DMG|1VULN|2ASPD	1VULN|2BEXP|37LIT|4DUST|59ASPD|6RCR|8aDMG
235	52352 13112	   	250.51	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2BEXP|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aERES
236	52352 13115	   	250.51	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1DUR	14VULN|2BEXP|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aDUR
237	53113 16261	   	250.43	DCR|3LIT|2VULN|1DMG|1DUR	19VULN|2DUR|39aLIT|4DUST|5DMG|6RCR|7RMIN|89CGEN|9BPWR
238	42163 12161	   	250.43	DCR|3LIT|2VULN|1DMG	1BEXP|2FEWX|379LIT|4TLV|5aVULN|6RCR|8DMG
239	54311 12161	   	250.43	DCR|3LIT|2VULN|1DMG	1aVULN|279LIT|3RMIN|4BEXP|5LHND|6RCR|8DMG
240	52161 12161	   	250.43	DCR|3LIT|2VULN|1DMG	1aVULN|2BEXP|379LIT|4TLV|5LHND|6RCR|8DMG
241	53322 13114	 * 	250.41	DCR|1LIT|2VULN|1MLV|1DMG|2DUR|1CDMG	1aVULN|24DUR|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR
242	56352 13112	   	250.41	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2DUST|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aERES
