0	Index      	 *	Score 	Summary	Detail	
1	24423 11241	 * 	191.74	ACR|3DMG|2VULN|1AART|1CDMG	16DUST|247DMG|3AART|5RCR|89VULN|aCDMG
169	13622 54213	   	168.04	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|4CDMG|5RCR|6DUST|79DMG|8RCVC|aASPD
170	24413 31232	   	168.03	ACR|3DMG|2AART|2ASPD	157DUST|25aDMG|39AART|4RCR|5aBPWR|6aASPD|8aFEWX
171	24413 12432	   	168.03	ACR|3DMG|2AART|2ASPD	156DUST|25aDMG|39AART|4RCR|5aBPWR|7aFEWX|8aASPD
172	24413 16332	   	168.03	ACR|3DMG|2AART|2ASPD	156DUST|25aDMG|39AART|4RCR|5aBPWR|7aBEXP|8aASPD
173	24413 52132	   	168.03	ACR|3DMG|2AART|2ASPD	158DUST|25aDMG|39AART|4RCR|5aBPWR|6aBEXP|7aASPD
174	13115 63533	 * 	168.01	ACR|2DMG|1AART|1VULN|3ASPD	189LIT|2AART|3SNIHEL|4RCR|569ASPD|79DMG|9BPWR|aVULN
175	46216 22332	   	167.99	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1SELL|2RCR|3DMG|4LIT|59VULN|6FEWX|7aAART|8DUR
176	21321 15351	   	167.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DUST|2RCR|35MGNLIT|45DUR|5BPWR|6ZMB|7VULN|8DMG|9AART|aCDMG
177	24415 21133	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2DMG|3AART|4RCR|5CDMG|6LWND|7aVULN|8FEWX|9ASPD
178	24415 21333	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2DMG|3AART|4RCR|5CDMG|6LWND|7aVULN|8BEXP|9ASPD
179	24412 41133	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2DMG|3AART|4RCR|5LWND|6CDMG|7aVULN|8FEWX|9ASPD
180	24412 41333	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2DMG|3AART|4RCR|5LWND|6CDMG|7aVULN|8BEXP|9ASPD
181	13622 33624	   	167.90	ACR|2AART|2VULN|2CDMG|1ZMB	1LIT|27AART|39VULN|48CDMG|5RCR|6TLV|aZMB
182	24413 22163	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	158DUST|25DMG|3AART|4RCR|5BPWR|6LHND|7ASPD|9VULN|aCDMG
183	21223 88426	   	167.81	ACR|2VULN|1AART|1DMG|2CDMG	17DUST|2RCR|3CGEN|4MBVNT|57CDMG|67VULN|7BPWR|8DMG|9TLV|aAART
184	46223 24112	   	167.76	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8LHND|9VULN|aBEXP
185	46223 24113	   	167.76	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8LHND|9VULN|aLIT
186	46223 24221	   	167.76	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8RPLT|9VULN|aLHND
187	46223 24223	   	167.76	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8RPLT|9VULN|aMLV
188	21436 61211	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2RCR|3MLV|4AART|5DUR|6CDMG|789VULN|aLWND
189	46223 24111	   	167.66	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8LHND|9VULN|aERES
190	46223 24222	   	167.66	ACR|3DMG|1AART|1VULN|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8RPLT|9VULN|aDUST
191	24411 51443	   	167.64	ACR|2VULN|2DMG|1AART	1DUST|28DMG|3AART|4RCR|5RCVC|6BEXP|7MBVNT|9aVULN
192	21436 61212	   	167.62	ACR|3VULN|1AART|1CDMG|1DUR	1aDUST|2RCR|3MLV|4AART|5DUR|6CDMG|789VULN
193	21436 61222	   	167.62	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2RCR|3MLV|4AART|5DUR|6CDMG|78aVULN|9CANHEL
194	21436 62313	   	167.62	ACR|3VULN|1AART|1CDMG|1DUR	17DUST|2RCR|3MLV|4AART|5DUR|6CDMG|89aVULN
195	21323 52535	   	167.61	ACR|2VULN|2AART|1CDMG|2DUR	178DUST|2RCR|3MGNLIT|48DUR|58VULN|69AART|8BPWR|aCDMG
196	64423 31414	   	167.54	ACR|3DMG|1AART|1VULN|1DUR	1FEWX|248DMG|3AART|5RCR|6LHND|7MBVNT|9VULN|aDUR
197	13622 35312	   	167.49	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|2DUR	1LIT|2AART|3VULN|4CDMG|5RCR|6TLV|78DUR|9DMG|aFLTHEA
198	13623 14243	   	167.49	DCR|2VULN|1AART|1DMG|2CDMG	1LIT|2AART|39VULN|4aCDMG|5ERES|6BEXP|7RCR|8DMG
199	44123 21141	 * 	167.48	DCR|3VULN|2DMG|2ZMB|1SELL	1SELL|2aZMB|3aDMG|4BEXP|589VULN|6aCANHEL|7RCR|aBPWR
200	24423 11252	   	167.44	ACR|3DMG|1AART|1VULN|1DUR	16DUST|247DMG|3AART|5RCR|8VULN|9DUR|aLIT
201	24423 21274	   	167.44	ACR|3DMG|1AART|1VULN|1DUR	1DUST|249DMG|3AART|5RCR|6LHND|7MBVNT|8VULN|aDUR
202	24423 21414	   	167.44	ACR|3DMG|1AART|1VULN|1DUR	1DUST|248DMG|3AART|5RCR|6LHND|7MBVNT|9VULN|aDUR
203	24423 21417	   	167.44	ACR|3DMG|1AART|1VULN|1ASPD	1DUST|248DMG|3AART|5RCR|6LHND|7MBVNT|9VULN|aASPD
204	24423 51414	   	167.44	ACR|3DMG|1AART|1VULN|1DUR	1DUST|248DMG|3AART|5RCR|6BEXP|7MBVNT|9VULN|aDUR
205	64423 11414	   	167.44	ACR|3DMG|1AART|1VULN|1DUR	1FEWX|248DMG|3AART|5RCR|6DUST|7MBVNT|9VULN|aDUR
206	24423 11251	   	167.34	ACR|3DMG|1AART|1VULN|1DUR	16DUST|247DMG|3AART|5RCR|8VULN|9DUR|aAIRHEA
207	24423 11253	   	167.34	ACR|3DMG|1AART|1VULN|1DUR	16DUST|247DMG|3AART|5RCR|8VULN|9DUR|aERES
208	13624 15211	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1LIT|2AART|3VULN|45CDMG|6DUR|7BEXP|89DMG|aRCR
209	13624 26211	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1LIT|2AART|3VULN|45CDMG|69DMG|7DUR|8BEXP|aRCR
210	21223 88484	 * 	167.30	ACR|3VULN|1DMG|2CDMG|1ASPD	17DUST|2RCR|3CGEN|4MBVNT|57CDMG|679VULN|7BPWR|8DMG|aASPD
211	46223 23623	   	167.28	ACR|3DMG|2VULN|1DUR|1SELL	1SELL|2RCR|345DMG|6RCVC|7RPLT|8aVULN|9DUR
212	46233 42111	   	167.28	ACR|3VULN|2DMG|1DUR|1SELL	1SELL|2RCR|38DMG|4RMIN|589VULN|6RCVC|78DUST|8BPWR|aDUR
213	61232 61523	   	167.20	ACR|3VULN|1AART|2CDMG	1FEWX|2RCR|3CGEN|4AART|5LWND|69CDMG|78aVULN
214	24422 22612	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|24DMG|3AART|5ERES|6RCR|7RPLT|8ASPD|9VULN|aZMB
215	24422 23324	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|24DMG|3AART|5ERES|6RCR|7DUR|8LWND|9ZMB|aVULN
216	21232 61523	   	167.10	ACR|3VULN|1AART|2CDMG	1DUST|2RCR|3CGEN|4AART|5LWND|69CDMG|78aVULN
217	21533 15135	   	167.01	ACR|2DMG|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1DUST|2RCR|3ASPD|4DMSP|5DUR|6ZMB|7aDMG|8FLTHEA|9AART
218	21521 44255	   	166.88	ACR|4VULN|1AART|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|579aVULN|6AART|8LHND
219	24422 24113	   	166.81	DCR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5ERES|6RCR|7aVULN|8RMIN|9BEXP
220	24413 13124	   	166.74	ACR|2VULN|2DMG|1AART	156DUST|25DMG|3AART|4RCR|5BPWR|7CGEN|8RCVC|9aVULN
221	24422 24231	   	166.71	DCR|2VULN|2DMG|1AART	18DUST|24DMG|3AART|5ERES|6RCR|79VULN|aMLV
222	24422 24233	   	166.71	DCR|2VULN|2DMG|1AART	18DUST|24DMG|3AART|5ERES|6RCR|79VULN|aLHND
223	13622 33212	   	166.71	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	1LIT|27AART|3VULN|4CDMG|5RCR|6TLV|8BEXP|9DMG|aFLTHEA
224	52356 33434	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LHND|3MGNLIT|4ZMB|59AART|6RCR|7CDMG|8VULN|aDMG
225	24422 21235	   	166.61	DCR|2DMG|2VULN|1AART	17DUST|24DMG|3AART|5ERES|6RCR|8LEGI|9aVULN
226	13622 54132	   	166.61	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA	1LIT|29AART|3VULN|4CDMG|5RCR|6DUST|7DMG|8ERES|aFLTHEA
227	21132 33462	   	166.60	ACR|3DMG|1AART|1VULN	1DUST|2RCR|3LIT|4CGEN|5AART|69aDMG|7VULN|8FEWX
228	61331 43421	   	166.55	ACR|3VULN|1AART|2CDMG|1SELL	18FEWX|2RCR|3MGNLIT|4SELL|5AART|689VULN|78CDMG|8BPWR|aLWND
229	52456 33434	   	166.54	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1MBVNT|2LHND|3LSRREG|4ZMB|59AART|6RCR|7CDMG|8VULN|aDMG
230	24413 24213	   	166.54	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3AART|4RCR|5BPWR|6LHND|7BEXP|8aVULN|9RCVC
231	21523 82533	   	166.53	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|5CDMG|67aVULN|8RCVC|9AART
232	21112 33462	   	166.50	ACR|3DMG|1AART|1VULN	1DUST|2RCR|3LIT|4ERES|5AART|69aDMG|7VULN|8FEWX
233	21112 15562	   	166.50	ACR|3DMG|1AART|1VULN	1DUST|2RCR|3LIT|4ERES|5AART|6FEWX|79aDMG|8VULN
234	24413 21215	   	166.44	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|8aVULN|9RCVC
235	24413 51213	   	166.44	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3AART|4RCR|5BPWR|6BEXP|7MBVNT|8aVULN|9RCVC
236	21331 43421	   	166.35	ACR|3VULN|1AART|2CDMG|1SELL	18DUST|2RCR|3MGNLIT|4SELL|5AART|689VULN|78CDMG|8BPWR|aLWND
237	21331 43462	   	166.35	ACR|3VULN|1AART|2CDMG|1SELL	18DUST|2RCR|3MGNLIT|4SELL|5AART|68aVULN|78CDMG|8BPWR|9RPLT
238	21521 44172	   	166.32	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|57aVULN|6AART|8BASICY|9CDMG
239	53121 58121	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BELT|3DMG|4BEXP|5AART|6CDMG|7RCR|8aVULN|9DUR
240	24132 65211	   	166.31	DCR|2VULN|2DMG|1AART	1DUST|2aDMG|3LWND|4AART|5LHND|6RCR|7aVULN|8CGEN|9aERES|aBPWR
241	21345 23522	   	166.31	ACR|2VULN|3ZMB|1AART|1DUR	18DUST|2RCR|3MGNLIT|489ZMB|5AART|6RMIN|78VULN|8BPWR|aDUR
242	21345 32422	   	166.31	ACR|2VULN|3ZMB|1AART|1DUR	18DUST|2RCR|3MGNLIT|468ZMB|5AART|78VULN|8BPWR|9RMIN|aDUR
243	13622 54312	   	166.31	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1LIT|2aAART|3VULN|49CDMG|5RCR|6DUST|7DMG|8DUR
244	13622 33313	   	166.31	ACR|2AART|1VULN|2CDMG|1DMG|1DUR	1LIT|27AART|3VULN|4aCDMG|5RCR|6TLV|8DUR|9DMG
245	46222 13512	 * 	166.23	ACR|3DMG|1VULN|2ASPD|2DUR|1SELL	1SELL|2RCR|348DMG|5BEXP|68DUR|78ASPD|8BPWR|9VULN|aRMIN
246	13331 31636	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3RPLT|4BEXP|5RCR|67DMG|8ASPD|9CDMG|aVULN
247	13331 31643	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3RPLT|4BEXP|5RCR|67DMG|8ASPD|9VULN|aCDMG
248	13622 13266	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17LIT|2AART|3VULN|4CDMG|5RCR|6LHND|8aDMG|9DUR
249	13622 14336	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	19LIT|2AART|3VULN|4CDMG|5RCR|6LHND|7aDMG|8DUR
250	13622 11252	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4CDMG|5RCR|6LHND|7FEWX|8DMG|aDUR
251	13622 12252	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4CDMG|5RCR|6LHND|7LWND|8DMG|aDUR
252	13622 13213	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	17LIT|2AART|3VULN|4CDMG|5RCR|6LHND|89DMG|aASPD
253	13622 14433	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19LIT|2AART|3VULN|4CDMG|5RCR|6LHND|78DMG|aASPD
254	13622 14513	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|4CDMG|5RCR|68LHND|79DMG|aASPD
255	13622 14613	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	18LIT|2AART|3VULN|4CDMG|5RCR|6LHND|79DMG|aASPD
256	13622 15213	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|4CDMG|5RCR|67LHND|89DMG|aASPD
257	13622 52142	 * 	166.23	ACR|3VULN|2AART|1CDMG	1LIT|2aAART|389VULN|4CDMG|5RCR|6DUST|7LWND
258	21513 15136	   	166.18	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1DUST|2RCR|3ASPD|4RCVC|5DUR|6ZMB|7DMG|8FLTHEA|9AART|aCDMG
259	44142 23223	 * 	166.17	DCR|2DMG|3ZMB|1AART|2CDMG|1SELL	1SELL|257ZMB|37DMG|47CDMG|6AART|7BPWR|8TLV|9CGEN|aRCR
260	44142 23323	 * 	166.17	DCR|2DMG|3ZMB|1AART|2CDMG|1SELL	1SELL|257ZMB|37DMG|47CDMG|6AART|7BPWR|8ERES|9CGEN|aRCR
261	46221 12512	   	166.13	ACR|3DMG|1VULN|1CDMG|2DUR|1SELL	1SELL|2RCR|348DMG|5CGEN|68DUR|78DUST|8BPWR|9VULN|aCDMG
262	46222 13513	 * 	166.13	ACR|3DMG|1VULN|2ASPD|2DUR|1SELL	1SELL|2RCR|348DMG|5BEXP|68DUR|78ASPD|8BPWR|9VULN|aTLV
263	13622 52252	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4CDMG|5RCR|6DUST|7LWND|8DMG|aDUR
264	13622 53213	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	17LIT|2AART|3VULN|4CDMG|5RCR|6DUST|89DMG|aASPD
265	21513 63132	   	165.91	ACR|3VULN|1AART|2DUR|1ASPD	18DUST|2RCR|3ASPD|4RCVC|58DUR|678VULN|8BPWR|9LHND|aAART
266	21221 54774	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2RCR|3CGEN|4MBVNT|57aVULN|6AART|8BEXP|9DMG
267	13114 84723	   	165.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	19LIT|2AART|39SNIHEL|4RCR|5MBVNT|6ASPD|7VULN|89DMG|9BPWR|aZMB
268	13115 12643	   	165.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LIT|2AART|3SNIHEL|4RCR|5ASPD|6BEXP|7VULN|89DMG|aZMB
269	53454 15322	   	165.84	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MBVNT|2BELT|3CDMG|4ZMB|5FLTHEA|6RCR|7VULN|8DMG|9MLV|aAART
270	61321 15352	   	165.84	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1FEWX|2RCR|35MGNLIT|45DUR|5BPWR|6ZMB|7VULN|8DMG|9aAART
271	64413 32333	 * 	165.83	ACR|2AART|2DMG|2CDMG|1ASPD	15FEWX|25DMG|39AART|4RCR|5BPWR|6LHND|7ASPD|8aCDMG
272	24413 33221	   	165.81	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	15DUST|25DMG|3AART|4RCR|5BPWR|6ASPD|7DUR|8LWND|9ZMB|aCDMG
273	24413 33321	   	165.81	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	15DUST|25DMG|3AART|4RCR|5BPWR|6ASPD|7DUR|8BEXP|9ZMB|aCDMG
274	21221 54523	   	165.80	ACR|3VULN|1AART|2CDMG	1DUST|2RCR|3CGEN|4MBVNT|57aVULN|6AART|89CDMG
275	33641 21316	   	165.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCVC|2DUR|3MLV|4ZMB|5RCR|6CDMG|7DMG|8ASPD|9VULN|aAART
276	13222 14412	   	165.79	ACR|3DMG|1AART|1CDMG|1ZMB	1LIT|2AART|3DUST|4CDMG|5RCR|6LHND|789DMG|aZMB
277	21321 15352	   	165.74	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1DUST|2RCR|35MGNLIT|45DUR|5BPWR|6ZMB|7VULN|8DMG|9aAART
278	24126 48414	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	17DUST|278DMG|37LWND|4MBVNT|5RCR|6AART|7BPWR|9VULN|aDUR
279	24416 21232	   	165.73	ACR|2AART|2DMG|1VULN|1DUR	1DUST|27DMG|3aAART|4RCR|5RPLT|6LIT|8DUR|9VULN
280	21513 66333	 * 	165.73	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUST|2RCR|38ASPD|4RCVC|5DUR|6aVULN|7CDMG|9AART
281	46223 23531	   	165.71	ACR|3DMG|1AART|1VULN|2SELL	18SELL|2RCR|345DMG|6RCVC|7RPLT|9VULN|aAART
282	21421 63484	   	165.68	ACR|4VULN|1AART|1DUR	1DUST|2RCR|3MLV|4MBVNT|5679VULN|8AART|aDUR
283	46223 24132	   	165.64	ACR|3DMG|1AART|1ZMB|1ASPD|1SELL	1SELL|2RCR|345DMG|6RCVC|7AART|8LHND|9ASPD|aZMB
284	24413 31233	   	165.63	ACR|2AART|2DMG|1VULN|1ASPD	157DUST|25DMG|39AART|4RCR|5BPWR|6ASPD|8FEWX|aVULN
285	24413 12433	   	165.63	ACR|2AART|2DMG|1VULN|1ASPD	156DUST|25DMG|39AART|4RCR|5BPWR|7FEWX|8ASPD|aVULN
286	24413 16333	   	165.63	ACR|2AART|2DMG|1VULN|1ASPD	156DUST|25DMG|39AART|4RCR|5BPWR|7BEXP|8ASPD|aVULN
287	24413 52133	   	165.63	ACR|2AART|2DMG|1VULN|1ASPD	158DUST|25DMG|39AART|4RCR|5BPWR|6BEXP|7ASPD|aVULN
288	13622 14423	   	165.61	ACR|2DMG|1AART|1VULN|2CDMG	1LIT|2AART|3VULN|4aCDMG|5RCR|6LHND|78DMG|9RMIN
289	33532 42235	 * 	165.55	DCR|2DMG|1AART|2CDMG|3DUR|2RCVC	13RCVC|25aDUR|45CDMG|5BPWR|69DMG|7AART|8RCR
290	14153 22263	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2RPLT|3ERES|4RCR|56VULN|7AART|8DMG|9DUR|aCDMG
291	15353 22263	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2ERES|3RPLT|4RCR|56VULN|7AART|8DMG|9DUR|aCDMG
292	13622 14143	   	165.51	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|2AART|39VULN|4aCDMG|5RCR|6LHND|7DMG|8ERES
293	13622 45121	   	165.51	ACR|2VULN|1AART|2CDMG|1DMG	1LIT|2AART|37VULN|48CDMG|5RCR|6MGNSTR|9TLV|aDMG
294	24126 44534	   	165.50	ACR|2VULN|2AART|1DMG|1ZMB	1DUST|2DMG|3LWND|4MBVNT|5RCR|6aAART|79VULN|8ZMB
295	21234 42621	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2RCR|3CGEN|4AART|5ERES|6DMG|7ASPD|8VULN|9ZMB|aCDMG
296	25242 35221	 * 	165.42	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|23AART|4CDMG|56VULN|7DMG|8CGEN|9BELT|aRCR
297	25242 42111	 * 	165.42	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|23AART|4CDMG|5VULN|69DMG|7LWND|8LIT|aRCR
298	13622 32626	   	165.41	ACR|2VULN|1AART|2CDMG|1DMG	1LIT|2AART|39VULN|48CDMG|5RCR|67TLV|aDMG
299	13622 33652	 * 	165.41	ACR|2AART|3CDMG|1VULN|1DMG	1LIT|27AART|3VULN|489CDMG|5RCR|6TLV|aDMG
300	21532 23425	   	165.39	ACR|2AART|1DMG|1VULN|1FLTHEA|1ASPD	1DUST|2RCR|3ASPD|4DMSP|57AART|6LHND|8FLTHEA|9VULN|aDMG
301	46233 32126	   	165.39	ACR|2VULN|2DMG|1AART|1SELL	1SELL|2RCR|38DMG|46RMIN|58VULN|78DUST|8BPWR|9LWND|aAART
302	25423 31226	 * 	165.22	DCR|3DMG|1AART|2CDMG|1DUR	1aDUST|2AART|3TLV|48aDMG|5MGNSTR|6DUR|7aCDMG|9RCR|aBPWR
303	24413 32112	   	165.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DUST|25DMG|3AART|4RCR|5BPWR|6ASPD|7RPLT|8ERES|9VULN|aZMB
304	21142 51231	   	165.12	ACR|3VULN|2AART|1DUR	189DUST|2RCR|389LIT|4RMIN|57AART|689VULN|89BPWR|aDUR
305	21521 41548	   	165.11	ACR|3VULN|1AART|2DUR|1ASPD	1aDUST|2RCR|3ASPD|4MBVNT|58aVULN|6AART|7RMIN|9aDUR|aBPWR
306	44224 22231	 * 	165.09	DCR|2VULN|2DMG|3ZMB|1DUR|1SELL	1SELL|279ZMB|35VULN|47DMG|67CANHEL|7BPWR|8DUR|aRCR
307	24423 11121	   	165.09	ACR|3DMG|1AART|1CDMG|1ZMB	16DUST|247DMG|3AART|5RCR|8MLV|9ZMB|aCDMG
308	24423 14232	   	165.09	ACR|3DMG|1AART|1CDMG|1ZMB	16DUST|249DMG|3AART|5RCR|7CDMG|8CGEN|aZMB
309	13626 14211	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2AART|3VULN|4CDMG|5ZMB|6BEXP|7RMIN|89DMG|aRCR
310	61221 33636	   	165.02	ACR|3VULN|2DMG|1DUR	1FEWX|2RCR|36CGEN|4MBVNT|569VULN|6BPWR|7DUR|8aDMG
311	21521 43465	   	165.01	ACR|3VULN|1AART|2DUR|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|58aVULN|6AART|79DUR
312	21521 44365	   	165.01	ACR|3VULN|1AART|2DUR|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|57aVULN|6AART|89DUR
313	13626 12211	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2AART|3VULN|4CDMG|5ZMB|6BEXP|7TLV|89DMG|aRCR
314	46233 35111	   	164.98	ACR|3VULN|2DMG|1DUR|1SELL	1SELL|2RCR|38DMG|46RMIN|589VULN|78FEWX|8BPWR|aDUR
315	21323 52532	   	164.96	ACR|2VULN|2AART|2DUR|1ZMB	178DUST|2RCR|3MGNLIT|48DUR|58VULN|69AART|8BPWR|aZMB
316	24412 35211	   	164.93	ACR|2VULN|2DMG|1AART	1DUST|2aDMG|3AART|4RCR|5LWND|6FEWX|7aVULN|8CGEN|9aERES|aBPWR
317	21123 46215	   	164.92	ACR|3VULN|2DMG|1ASPD	1DUST|2RCR|3LIT|46aVULN|5RPLT|78DMG|9ASPD
318	21251 33535	   	164.92	ACR|3VULN|2DMG|1DUR	16DUST|2RCR|3CGEN|4FEWX|569VULN|6BPWR|7DUR|8aDMG
319	53134 34643	   	164.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BELT|3DMG|4ZMB|5AIRHEL|6AART|7aVULN|8CDMG|9RCR
320	46214 11131	   	164.88	ACR|3DMG|2VULN|1DUR|1SELL	1SELL|2RCR|35aDMG|4aLIT|6RPLT|7TLV|8DUR|9aVULN|aBPWR
321	53162 33742	   	164.86	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1SELL	1MBVNT|2BELT|35DMG|45DUR|5BPWR|6VULN|7SELL|8AART|9RCR|aCDMG
322	24413 21252	   	164.83	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|89VULN|aBEXP
323	24413 21253	   	164.83	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|89VULN|aDMSP
324	24414 11123	   	164.83	ACR|2VULN|2DMG|1AART	17aDUST|2aDMG|3AART|4RCR|5ERES|6LIT|8DMSP|9aVULN|aBPWR
325	46223 33162	   	164.80	ACR|3DMG|1VULN|1CDMG|1ZMB|1SELL	1SELL|2RCR|345DMG|6LSRREG|7ZMB|8VULN|9MLV|aCDMG
326	46233 32111	   	164.78	ACR|3VULN|2DMG|1DUR|1SELL	1SELL|2RCR|38DMG|46RMIN|589VULN|78DUST|8BPWR|aDUR
327	46233 32116	   	164.78	ACR|3VULN|2DMG|1ASPD|1SELL	1SELL|2RCR|38DMG|46RMIN|589VULN|78DUST|8BPWR|aASPD
328	24413 21254	   	164.73	ACR|2VULN|2DMG|1AART	15aDUST|25DMG|3AART|4RCR|5BPWR|6LHND|7MBVNT|89VULN
329	46233 23143	   	164.68	ACR|3VULN|2DMG|1DUR|1SELL	1SELL|2RCR|38DMG|4RMIN|58aVULN|678DUST|8BPWR|9DUR
330	46253 23113	   	164.68	ACR|3DMG|2VULN|1ASPD|1SELL	1SELL|2RCR|38aDMG|4ASPD|58VULN|678DUST|8BPWR|9LHND
331	46253 23123	   	164.68	ACR|3DMG|2VULN|1ASPD|1SELL	1SELL|2RCR|38aDMG|4ASPD|58VULN|678DUST|8BPWR|9LIT
332	33133 32636	   	164.61	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1RCVC|2DUR|3FEWX|4CDMG|5aVULN|6RCR|7LWND|8AART|9FLTHEA
333	21132 31446	   	164.59	ACR|2DMG|1AART|1VULN|1CDMG	178DUST|2RCR|3LIT|48CGEN|5AART|68DMG|8BPWR|9VULN|aCDMG
