0	Index      	 *	Score 	Summary	Detail	
1	22211 43251	 * 	192.39	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
164	22145 13431	   	170.34	ACR|3DMG|2AART|1CDMG	1RCVC|278DMG|37ERES|4RCR|57CGEN|69AART|7BPWR|aCDMG
165	22353 53621	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3aLHND|4AART|5CDMG|67VULN|8ZMB|9RCR
166	22353 53622	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LHND|4AART|5CDMG|67VULN|8ZMB|9RCR|aCGEN
167	22353 53623	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3LHND|4AART|5CDMG|67VULN|8ZMB|9RCR|aBELT
168	21143 13214	   	170.23	ACR|3VULN|1AART|3ASPD|3RCVC	129RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|aMLV
169	21143 13215	   	170.23	ACR|3VULN|1AART|3ASPD|3RCVC	129RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|aRMIN
170	22143 16223	   	170.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|29DMG|3ERES|4RCR|5ASPD|6AART|7CDMG|8LHND|aVULN
171	22143 11223	   	170.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|29DMG|3ERES|4RCR|5ASPD|6AART|7LHND|8CDMG|aVULN
172	22143 12223	   	170.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|29DMG|3ERES|4RCR|5ASPD|6AART|7BEXP|8CDMG|aVULN
173	22143 15223	   	170.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|29DMG|3ERES|4RCR|5ASPD|6AART|7FEWX|8CDMG|aVULN
174	22353 52231	 * 	170.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCVC|2DMG|3LHND|4AART|59CDMG|68VULN|7DUR|aRCR
175	22316 21422	   	170.02	DCR|2VULN|2DMG|2DUR|1ZMB|2RCVC	14RCVC|29DMG|39LHND|5ZMB|6RCR|7aVULN|89DUR|9BPWR
176	34331 21231	   	170.01	DCR|4VULN|1AART|1CDMG|1ASPD	1DUST|2569VULN|3AART|4ASPD|7LHND|8CDMG|aRCR
177	34331 26231	   	170.01	DCR|4VULN|1AART|1CDMG|1ASPD	1DUST|2569VULN|3AART|4ASPD|7CDMG|8LHND|aRCR
178	34333 23231	   	170.01	DCR|4VULN|1AART|1CDMG|1ASPD	1DUST|2689VULN|3AART|4ASPD|5CDMG|7LHND|aRCR
179	21143 13226	   	169.93	ACR|3VULN|1AART|3ASPD|3RCVC	12aRCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9CGEN
180	21143 13262	   	169.93	ACR|3VULN|1AART|3ASPD|3RCVC	12aRCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LWND
181	21143 13236	   	169.83	ACR|3VULN|1AART|3ASPD|3RCVC	12aRCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9ERES
182	34331 26123	   	169.75	DCR|3VULN|2AART|1CDMG|1ASPD	1DUST|256VULN|3aAART|4ASPD|7CDMG|8RMIN|9RCR
183	13531 32453	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1BELT|2LWND|3DMG|4DUR|56CDMG|7RCR|89VULN|aAART
184	22364 31421	   	169.70	DCR|2VULN|2DMG|1CDMG|2DUR	1RCVC|29DMG|34LHND|5RMIN|6RCR|79VULN|89DUR|9BPWR|aCDMG
185	54311 26322	   	169.58	DCR|4VULN|1AART|1DMG	1BEXP|2678VULN|3AART|4LWND|5DMG|9CGEN|aRCR
186	34332 26162	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	19DUST|268VULN|3AART|4ASPD|5LIT|7RCR|aDMG
187	21143 16233	   	169.40	ACR|3VULN|1AART|1CDMG|2RCVC|1ASPD	12RCVC|39aVULN|4RCR|5ASPD|6AART|7CDMG|8LHND
188	21143 13113	   	169.40	ACR|3VULN|1AART|2ASPD|2RCVC|1DUR	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8BEXP|aDUR
189	21143 11233	   	169.40	ACR|3VULN|1AART|1CDMG|2RCVC|1ASPD	12RCVC|39aVULN|4RCR|5ASPD|6AART|7LHND|8CDMG
190	51633 53122	   	169.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14BEXP|24MLV|3AART|4BPWR|5CDMG|67VULN|8RCR|9DMG|aZMB
191	32623 41322	   	169.34	ACR|2VULN|2DMG|1AART|1ZMB	17DUST|2TLV|3BELT|47VULN|5RCR|67DMG|7BPWR|8ZMB|9FEWX|aAART
192	34331 26621	   	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8ZMB|9RCR|aLHND
193	34331 26623	   	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8ZMB|9RCR|aFEWX
194	34331 26122	   	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8RMIN|9RCR|aZMB
195	34331 26522	   	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8MLV|9RCR|aZMB
196	21143 13313	   	169.30	ACR|3VULN|1AART|2ASPD|2RCVC|1DUR	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8DUST|aDUR
197	51613 13122	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16BEXP|2MLV|3AART|47VULN|5CDMG|8RCR|9DMG|aZMB
198	54322 33122	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14BEXP|27VULN|3AART|5CDMG|6CGEN|8RCR|9DMG|aZMB
199	54333 13122	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16BEXP|27VULN|3AART|4CGEN|5CDMG|8RCR|9DMG|aZMB
200	56613 13122	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16BEXP|2CGEN|3AART|47VULN|5CDMG|8RCR|9DMG|aZMB
201	22211 43252	   	169.19	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aCGEN
202	22211 43256	   	169.19	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aLHND
203	52613 13122	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16BEXP|2TLV|3AART|47VULN|5CDMG|8RCR|9DMG|aZMB
204	52633 53122	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14BEXP|24TLV|3AART|4BPWR|5CDMG|67VULN|8RCR|9DMG|aZMB
205	54322 23122	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14BEXP|27VULN|3AART|5CDMG|6ERES|8RCR|9DMG|aZMB
206	54353 13122	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16BEXP|27VULN|3AART|4ERES|5CDMG|8RCR|9DMG|aZMB
207	22233 43251	   	169.16	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|39BEXP|4LWND|5RMIN|6ASPD|79VULN|8RCR|9BPWR|aAART
208	22343 43251	   	169.16	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|39LHND|4BEXP|5RMIN|6ASPD|79VULN|8RCR|9BPWR|aAART
209	13123 42145	 * 	169.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1BELT|29LWND|3VULN|4RMIN|5RCR|69DMG|79CDMG|8AART|9BPWR|aDUR
210	14123 42143	   	169.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1BELT|29LHND|3VULN|4RMIN|5RCR|69DMG|79CDMG|8AART|9BPWR|aDUR
211	51611 43231	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2MLV|3AART|459VULN|6DMG|7CGEN|8CDMG|aRCR
212	54311 16231	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	16BEXP|279VULN|3AART|4LWND|5DMG|8CDMG|aRCR
213	54311 21231	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|269VULN|3AART|47LWND|5DMG|8CDMG|aRCR
214	54311 22231	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	17BEXP|269VULN|3AART|4LWND|5DMG|8CDMG|aRCR
215	22353 52211	   	169.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCVC|2DMG|3LHND|4AART|5CDMG|68VULN|79DUR|aRCR
216	13162 23362	   	169.11	DCR|3VULN|1AART|1DMG|2DUR	1BELT|248LWND|378VULN|5AART|68DUR|8BPWR|9RCR|aDMG
217	22211 43254	   	169.09	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aDUST
218	22333 43251	   	169.06	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|39LHND|4DUST|5RMIN|6ASPD|79VULN|8RCR|9BPWR|aAART
219	52611 43231	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TLV|3AART|459VULN|6DMG|7CGEN|8CDMG|aRCR
220	34311 26231	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|289VULN|3AART|46LWND|5DMG|7CDMG|aRCR
221	34353 21122	   	168.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17DUST|26VULN|3AART|4ERES|5CDMG|8RCR|9DMG|aZMB
222	25316 21622	 * 	168.97	DCR|3VULN|1DMG|2ZMB|2DUR	1RCVC|29FEWX|39ZMB|47DUR|5DMG|6RCR|89aVULN|9BPWR
223	34311 46231	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	16DUST|289VULN|3AART|4LWND|5DMG|7CDMG|aRCR
224	34321 64321	 * 	168.93	DCR|3DMG|1AART|1VULN|1CDMG	1DUST|2VULN|3AART|4BEXP|589DMG|6CDMG|7LSRREG|aRCR
225	34351 43231	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|259VULN|3AART|4ERES|6DMG|7CGEN|8CDMG|aRCR
226	21143 13221	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9CGEN|aLIT
227	21143 13225	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9CGEN|aLWND
228	21143 13241	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LHND|aLWND
229	21143 13242	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LHND|aCGEN
230	21143 13244	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LHND|aRMIN
231	21143 13261	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9aLWND
232	21143 13263	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LWND|aDMSP
233	21143 13264	   	168.88	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LWND|aRMIN
234	21525 11323	   	168.88	ACR|3VULN|1AART|1DMG|2RCVC	12RCVC|3DMG|4RCR|5LWND|6AART|7LHND|89aVULN
235	34311 53323	   	168.86	DCR|2AART|2DMG|2VULN	17DUST|28VULN|36AART|47LWND|57DMG|7BPWR|9CGEN|aRCR
236	34331 13313	   	168.83	DCR|3VULN|1AART|1DMG|2ASPD	167DUST|257VULN|3AART|47ASPD|7BPWR|8ERES|9DMG|aRCR
237	21143 13222	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9CGEN|aTLV
238	21143 13231	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9ERES|aLIT
239	21143 13235	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9ERES|aLWND
240	21143 13243	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LHND|aERES
241	21143 13246	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LHND|aNUKE
242	21143 13266	   	168.78	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9LWND|aNUKE
243	21145 13216	   	168.78	ACR|3VULN|1AART|1DMG|2RCVC	12RCVC|378VULN|4RCR|5NUKE|6AART|78BPWR|9CGEN|aDMG
244	25253 53113	   	168.72	DCR|3VULN|2AART|1CDMG	1RCVC|2FEWX|3CGEN|49AART|5CDMG|67aVULN|8RCR
245	26453 23113	   	168.72	DCR|3VULN|2AART|1CDMG	1RCVC|2CGEN|37aVULN|49AART|5CDMG|6BEXP|8RCR
246	21143 13232	   	168.68	ACR|3VULN|1AART|3ASPD|2RCVC	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9ERES|aTLV
247	21145 13226	   	168.68	ACR|3VULN|1AART|1DMG|2RCVC	12RCVC|378VULN|4RCR|5NUKE|6AART|78BPWR|9ERES|aDMG
248	25253 53123	   	168.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2FEWX|3CGEN|4AART|5CDMG|67VULN|8RCR|9DMG|aDUR
249	26453 23123	   	168.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CGEN|37VULN|4AART|5CDMG|6BEXP|8RCR|9DMG|aDUR
250	22353 13131	   	168.33	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|2DMG|3LHND|48AART|5CDMG|6LWND|79VULN|aRCR
251	22353 51631	   	168.23	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|2DMG|3LHND|48AART|5CDMG|69VULN|7DUST|aRCR
252	22643 16213	 * 	168.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3MLV|4RCR|5ZMB|69AART|7CDMG|8LHND|aVULN
253	22643 11213	   	168.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3MLV|4RCR|5ZMB|69AART|7LHND|8CDMG|aVULN
254	22643 12213	   	168.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3MLV|4RCR|5ZMB|69AART|7BEXP|8CDMG|aVULN
255	22643 15213	   	168.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3MLV|4RCR|5ZMB|69AART|7FEWX|8CDMG|aVULN
256	41633 53133	   	168.07	DCR|4VULN|1AART|1CDMG	14LWND|24MLV|3AART|4BPWR|5CDMG|679aVULN|8RCR
257	21524 12622	   	168.00	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79LHND|89aVULN|9BPWR
258	41613 23124	   	167.97	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|467aVULN|5CDMG|8RCR|9RPLT
259	41613 23131	   	167.97	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4679VULN|5CDMG|8RCR|aRMIN
260	41613 23132	   	167.97	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4679VULN|5CDMG|8RCR|aLIT
261	41613 23134	   	167.87	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4679VULN|5CDMG|8RCR|aTLV
262	42613 23124	   	167.87	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|467aVULN|5CDMG|8RCR|9RPLT
263	42613 23131	   	167.87	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4679VULN|5CDMG|8RCR|aRMIN
264	42613 23132	   	167.87	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4679VULN|5CDMG|8RCR|aLIT
265	42613 23136	   	167.87	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4679VULN|5CDMG|8RCR|aFEWX
266	42633 53133	   	167.87	DCR|4VULN|1AART|1CDMG	14LWND|24TLV|3AART|4BPWR|5CDMG|679aVULN|8RCR
267	21144 23222	   	167.83	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|3VULN|4RCR|5AART|6DUR|7CGEN|8CDMG|9DMG|aZMB
268	21524 11122	   	167.80	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79aVULN|89DUST|9BPWR
269	21524 13622	   	167.80	ACR|3VULN|2DMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|5RMIN|6DUR|79DUST|89aVULN|9BPWR
270	42613 23134	   	167.77	DCR|4VULN|1AART|1CDMG	1LWND|2aTLV|3AART|4679VULN|5CDMG|8RCR
271	22323 43253	   	167.75	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1RCVC|29DMG|3LHND|49ZMB|5ASPD|6BEXP|79VULN|8RCR|9BPWR|aDUR
272	22145 13432	   	167.69	ACR|3DMG|2AART|1ZMB	1RCVC|278DMG|37ERES|4RCR|57CGEN|69AART|7BPWR|aZMB
273	21143 12223	   	167.67	ACR|2AART|1VULN|1DMG|1CDMG|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6aAART|7BEXP|8CDMG|9DMG
274	21143 15223	   	167.67	ACR|2AART|1VULN|1DMG|1CDMG|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6aAART|7FEWX|8CDMG|9DMG
275	22643 11325	   	167.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2DMG|3MLV|4RCR|5ZMB|6AART|7LHND|89VULN|aDUR
276	22143 11325	   	167.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|6AART|7LHND|89VULN|aZMB
277	21143 21611	   	167.45	ACR|4VULN|1AART|2RCVC|1ASPD	12RCVC|3789VULN|4RCR|5ASPD|6CGEN|aAART
278	44134 43424	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	137LWND|27VULN|47DMG|5MBVNT|6AART|7BPWR|8RCR|9BEXP|aDUR
279	44134 43444	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	137LWND|27VULN|47DMG|5MBVNT|6AART|7BPWR|8RCR|9FEWX|aDUR
280	21143 13635	   	167.40	ACR|2VULN|1AART|2ASPD|1CDMG|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9CGEN|aDUR
281	21144 25213	   	167.36	ACR|3VULN|1AART|1ZMB|2RCVC|1DUR	12RCVC|379VULN|4RCR|5AART|6DUR|8ZMB|aDMSP
282	21143 31611	   	167.35	ACR|4VULN|1AART|2RCVC|1ASPD	12RCVC|3789VULN|4RCR|5ASPD|6ERES|aAART
283	34331 22211	   	167.35	DCR|3VULN|2AART|1CDMG|1ASPD	1DUST|256VULN|39AART|4ASPD|7BEXP|8CDMG|aRCR
284	34331 25211	   	167.35	DCR|3VULN|2AART|1CDMG|1ASPD	1DUST|256VULN|39AART|4ASPD|7FEWX|8CDMG|aRCR
285	34333 23631	   	167.35	DCR|3VULN|2AART|1CDMG|1ASPD	1DUST|269VULN|38AART|4ASPD|5CDMG|7LHND|aRCR
286	21143 13627	   	167.30	ACR|2VULN|1AART|2ASPD|1CDMG|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9MBVNT|aDUR
287	21144 25111	   	167.26	ACR|3VULN|1AART|1ZMB|2RCVC|1DUR	12RCVC|379VULN|4RCR|5AART|6DUR|8TLV|aZMB
288	22145 13116	   	167.24	ACR|2VULN|2DMG|1AART	1RCVC|27DMG|37ERES|4RCR|57CGEN|6AART|7BPWR|8BEXP|9aVULN
289	21143 12222	   	167.23	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6AART|7BEXP|8CDMG|9DMG|aZMB
290	21143 15222	   	167.23	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6AART|7FEWX|8CDMG|9DMG|aZMB
291	21526 12623	   	167.20	ACR|2VULN|2DMG|2ZMB|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7LHND|89VULN|9BPWR|aBEXP
292	22145 13316	   	167.14	ACR|2VULN|2DMG|1AART	1RCVC|27DMG|37ERES|4RCR|57CGEN|6AART|7BPWR|8DUST|9aVULN
293	21143 16311	   	167.13	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6AART|7CDMG|8LSRHEA|9ZMB|aDMG
294	34331 41521	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3AART|4ASPD|6DMG|7LWND|8RCR|aLIT
295	34331 44213	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25aVULN|3AART|4ASPD|6DMG|7DMSP|8RCR|9LIT
296	34331 45222	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9CGEN|aLWND
297	34331 45223	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9CGEN|aBEXP
298	34331 45231	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9LWND|aLIT
299	51611 13533	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MLV|3AART|459VULN|6DUST|7DMG|8RCR|aDUR
300	52621 23533	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2TLV|3AART|4LHND|569VULN|7DMG|8RCR|aDUR
301	54331 13533	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|259VULN|3AART|4CGEN|6DUST|7DMG|8RCR|aDUR
302	21526 13623	   	167.10	ACR|2VULN|2DMG|2ZMB|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7DUST|89VULN|9BPWR|aBEXP
303	22322 21422	   	167.05	DCR|2VULN|2DMG|2DUR|1ZMB	1RCVC|29DMG|39LHND|4ZMB|5DMSP|6RCR|7aVULN|89DUR|9BPWR
304	22326 21422	   	167.05	DCR|2VULN|2DMG|2DUR|1ZMB	1RCVC|29DMG|359LHND|4ZMB|6RCR|7aVULN|89DUR|9BPWR
305	22366 21422	   	167.05	DCR|2VULN|2DMG|2DUR|1ZMB	1RCVC|29DMG|349LHND|5ZMB|6RCR|7aVULN|89DUR|9BPWR
306	11323 41214	   	167.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1BELT|27CGEN|3FEWX|47VULN|5RCR|67DMG|7BPWR|8CDMG|9DUR|aZMB
307	34331 41522	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3AART|4ASPD|6DMG|7LWND|8RCR|aTLV
308	34331 45212	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9LIT|aERES
309	34331 45232	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9LWND|aTLV
310	52611 13533	   	167.02	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2TLV|3AART|459VULN|6DUST|7DMG|8RCR|aDUR
311	21526 11122	   	167.00	ACR|2VULN|2DMG|2ZMB|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7aVULN|89DUST|9BPWR
312	54341 22213	   	166.97	DCR|4VULN|1AART|2ZMB	178BEXP|2568VULN|3AART|48ZMB|8BPWR|9RCR|aFEWX
313	25316 21621	 * 	166.97	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1RCVC|29FEWX|39ZMB|47DUR|5DMG|6RCR|89VULN|9BPWR|aCDMG
314	54341 22212	   	166.87	DCR|4VULN|1AART|2ZMB	178BEXP|2568VULN|3AART|48ZMB|8BPWR|9RCR|aTLV
315	21143 13412	   	166.87	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LHND|aRMIN
316	21143 13421	   	166.87	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9RPLT|aLHND
317	21143 13432	   	166.87	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LWND|aRMIN
318	21525 12223	   	166.87	ACR|2DMG|1AART|1VULN|1CDMG|2RCVC	12RCVC|39DMG|4RCR|5LWND|6AART|7BEXP|8CDMG|aVULN
319	21525 15223	   	166.87	ACR|2DMG|1AART|1VULN|1CDMG|2RCVC	12RCVC|39DMG|4RCR|5LWND|6AART|7FEWX|8CDMG|aVULN
320	31623 41214	   	166.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DUST|2MLV|3BELT|47VULN|5RCR|67DMG|7BPWR|8CDMG|9DUR|aZMB
321	34343 22225	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|26VULN|3AART|4ZMB|5CDMG|7RMIN|8DMSP|9RCR|aDMG
322	21143 13411	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LHND|aDUST
323	21143 13424	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9RPLT|aDUST
324	21143 13426	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9RPLT|aMBVNT
325	21143 13431	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LWND|aDUST
326	21143 13451	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9NUKE|aRMIN
327	21143 13452	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9NUKE|aFEWX
328	21143 13461	   	166.77	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9ERES|aRMIN
