0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
162	23322 62532	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2aTLV|3AART|4BEXP|5aDUST|6CDMG|7DMG|8RCR|9aVULN|aBPWR
163	23332 62532	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2aTLV|3AART|4LHND|5aDUST|6CDMG|7DMG|8RCR|9aVULN|aBPWR
164	25221 11175	   	158.00	DCR|3DMG|2VULN|2DUR	1RMIN|2MBVNT|38DUR|468DMG|5BELT|78VULN|8BPWR|9LHND|aRCR
165	12232 41153	   	157.80	DCR|2VULN|2DMG|2ASPD|1DUR	19LHND|2BEXP|39ASPD|4NUKE|5DUR|6aVULN|7RCR|89DMG|9BPWR
166	53251 31153	   	157.78	DCR|3VULN|1DMG|2ASPD|1CDMG	1DMSP|2MLV|35ASPD|458VULN|5BPWR|6LWND|7DMG|9RCR|aCDMG
167	25215 81124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4LHND|59VULN|68DMG|7RCR|aCDMG
168	25223 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5LWND|69VULN|7RCR|aCDMG
169	25227 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5LHND|69VULN|7RCR|aCDMG
170	25228 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5FEWX|69VULN|7RCR|aCDMG
171	25253 81124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5BEXP|68DMG|7RCR|aCDMG
172	25254 81124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5LWND|68DMG|7RCR|aCDMG
173	25372 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|38DMG|4LHND|5DUR|69VULN|7RCR|aCDMG
174	15232 41153	   	157.70	DCR|2VULN|2DMG|2ASPD|1DUR	19LHND|2DUST|39ASPD|4NUKE|5DUR|6aVULN|7RCR|89DMG|9BPWR
175	25252 81124	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5DUST|68DMG|7RCR|aCDMG
176	25332 47136	 * 	157.60	DCR|2VULN|2DMG|1CDMG|2DUR	1RMIN|2MBVNT|37DMG|4RPLT|57DUR|67VULN|7BPWR|8CDMG|9RCVC|aRCR
177	25323 21134	   	157.58	DCR|3VULN|1DMG|2ASPD|1CDMG	1RMIN|2MBVNT|3DMG|46ASPD|578VULN|9RCR|aCDMG
178	62151 11214	   	157.52	DCR|2VULN|2DMG|1AART	1ERES|2RCVC|35DMG|45VULN|5BPWR|6RPLT|7FEWX|8RMIN|9AART|aRCR
179	16325 22621	 * 	157.48	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|24ASPD|3ERES|5aDMG|6FEWX|7RCR|8AART|9VULN
180	16325 32621	   	157.48	DCR|2DMG|1AART|1VULN|2ASPD	1LHND|24ASPD|3ERES|5aDMG|6BEXP|7RCR|8AART|9VULN
181	62114 62331	   	157.45	DCR|2DMG|2AART|1VULN|2RCVC	14ERES|27RCVC|35DMG|6aAART|8VULN|9RCR
182	25215 71124	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4LHND|5VULN|6ZMB|7RCR|8DMG|9AART|aCDMG
183	25253 71124	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5BEXP|6ZMB|7RCR|8DMG|9AART|aCDMG
184	25254 71124	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5LWND|6ZMB|7RCR|8DMG|9AART|aCDMG
185	36123 41523	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4DMG|5LWND|6aVULN|7RCR|8RMIN|9AART
186	25323 61644	   	157.30	DCR|3VULN|2DMG|1ASPD	1RMIN|2MBVNT|3aDMG|4ASPD|567VULN|8RCR|9LIT
187	53615 21131	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	14DMSP|2MLV|3RCR|5ZMB|6FEWX|7DMG|8aVULN|9AART
188	25252 71124	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5DUST|6ZMB|7RCR|8DMG|9AART|aCDMG
189	25258 31124	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5ZMB|6DUST|7RCR|8DMG|9AART|aCDMG
190	12232 41123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2BEXP|3ASPD|4NUKE|5DUR|6aVULN|7RCR|8DMG|9AART
191	16232 41123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2ASPD|3BEXP|4NUKE|5DUR|6aVULN|7RCR|8DMG|9AART
192	33114 11123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4LHND|5aVULN|6ASPD|7RCR|8DMG|9AART
193	33362 41123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2NUKE|3ASPD|4LHND|5DUR|6aVULN|7RCR|8DMG|9AART
194	33534 11123	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2NUKE|3LWND|4DUR|5aVULN|6ASPD|7RCR|8DMG|9AART
195	33541 11123	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2NUKE|3LWND|4aVULN|5DUR|6ASPD|7RCR|8DMG|9AART
196	33641 11123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2NUKE|3LHND|4aVULN|5DUR|6ASPD|7RCR|8DMG|9AART
197	36123 41123	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4DMG|5LWND|6aVULN|7RCR|8NUKE|9AART
198	36522 41123	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3LWND|4DMG|5DUR|6aVULN|7RCR|8NUKE|9AART
199	36632 41123	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2ASPD|3LHND|4NUKE|5DUR|6aVULN|7RCR|8DMG|9AART
200	53642 31131	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2MLV|3RCR|4ZMB|56DUST|7DMG|8aVULN|9AART
201	24242 63313	 * 	157.02	ACR|2VULN|2DMG|2ZMB|1DUR	1RMIN|2aCANSTR|36VULN|4aZMB|5RCR|7DUR|8LHND|9aDMG|aBPWR
202	62421 15322	   	156.94	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2RCVC|3VULN|4CDMG|5DMSP|6RCR|7DMG|8CGEN|9aAART
203	16642 31233	   	156.93	DCR|3VULN|1DMG|2ASPD|1ZMB	1LHND|2aASPD|347VULN|5DMG|6ZMB|8RCVC|9RCR
204	25425 46444	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2MBVNT|37AART|4LHND|5VULN|6RCR|8DUST|9DMG|aCDMG
205	25312 53362	   	156.68	DCR|3VULN|1AART|1DMG	1RMIN|2MBVNT|3DMG|4FEWX|568VULN|7AART|9RCR|aRCVC
206	62151 32153	   	156.60	DCR|2VULN|2DMG|1CDMG|1ASPD	17ERES|2RCVC|35DMG|45VULN|5BPWR|6LWND|8ASPD|9RCR|aCDMG
207	53351 21135	   	156.56	DCR|3VULN|3ZMB|1DMG	1DMSP|2MLV|359ZMB|458VULN|5BPWR|6FEWX|7DMG|aRCR
208	53351 31135	   	156.56	DCR|3VULN|3ZMB|1DMG	1DMSP|2MLV|359ZMB|458VULN|5BPWR|6LWND|7DMG|aRCR
209	25243 51161	 * 	156.51	DCR|2DMG|1VULN|2ASPD|2DUR|1ZMB	1RMIN|2MBVNT|39DUR|49ASPD|5LWND|6VULN|7RCR|89DMG|9BPWR|aZMB
210	25215 11163	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49LHND|5aVULN|6ASPD|7RCR|89DMG|9BPWR
211	25253 11162	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5BEXP|6ASPD|7RCR|89DMG|9BPWR|aLWND
212	25253 11164	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5BEXP|6ASPD|7RCR|89DMG|9BPWR|aCGEN
213	25253 11223	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|3aDUR|4aVULN|5BEXP|6ASPD|7RCR|8BELT|9aDMG|aBPWR
214	25254 11162	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5aLWND|6ASPD|7RCR|89DMG|9BPWR
215	25254 11163	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5LWND|6ASPD|7RCR|89DMG|9BPWR|aLIT
216	25254 11164	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5LWND|6ASPD|7RCR|89DMG|9BPWR|aMLV
217	62124 32134	   	156.45	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	1ERES|24RCVC|35DMG|6VULN|7CDMG|8CGEN|9AART|aRCR
218	25225 22142	   	156.42	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6CGEN|7AART|8ASPD|9VULN
219	25245 22342	   	156.42	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6CGEN|7AART|8VULN|9aDMG
220	25245 22371	   	156.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6CGEN|7AART|89VULN|aDMG
221	25252 11162	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aLWND
222	25252 11164	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2MBVNT|39DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aCGEN
223	25425 48141	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8ASPD|9CGEN|aDMG
224	25225 82142	   	156.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6NUKE|7AART|8ASPD|9VULN
225	25245 82342	   	156.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6NUKE|7AART|8VULN|9aDMG
226	25245 12371	   	156.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6ERES|7AART|89VULN|aDMG
227	21126 22144	 * 	156.28	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1RMIN|2LWND|3RCVC|4CDMG|5VULN|6ASPD|7FLTHEA|8DMG|9AART|aRCR
228	25312 31551	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|39DMG|4FEWX|5VULN|6DUST|7RCR|8CDMG|aAART
229	25425 48131	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8ASPD|9ERES|aDMG
230	25425 43742	   	156.26	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8DUR|9aDMG
231	25425 44442	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7ASPD|8LWND|aDMG
232	62151 32235	   	156.21	DCR|3DMG|2VULN|1ASPD	17ERES|2RCVC|358DMG|45VULN|5BPWR|6LWND|9ASPD|aRCR
233	23364 68221	   	156.16	DCR|2DMG|1AART|1VULN|1DUR	15RMIN|2TLV|3AART|4MBVNT|6RCR|7aDMG|8DUR|9VULN
234	25425 44342	   	156.16	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7ASPD|8DUST|aDMG
235	25364 31841	   	156.05	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2MBVNT|3aDMG|4RCVC|5RCR|6ZMB|7VULN|8AART|9FEWX
236	25364 33821	   	156.05	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2MBVNT|3aDMG|4RCVC|5RCR|6ZMB|7FEWX|8AART|9VULN
237	22141 61351	   	156.01	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2FEWX|36DUR|4VULN|5AART|7ASPD|8RCR|9ZMB|aDMG
238	36141 31312	   	156.01	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|4VULN|5AART|6ZMB|8RCR|9LHND|aDMG
239	23335 14622	   	155.95	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2TLV|3AART|4LHND|5RCR|6VULN|7FEWX|89DMG|aZMB
240	35233 41126	   	155.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1BEXP|2DUST|3ASPD|4aDUR|5ZMB|6VULN|7RCR|8DMG|9AART
241	42233 41126	   	155.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DUST|2BEXP|3ASPD|4aDUR|5ZMB|6VULN|7RCR|8DMG|9AART
242	33141 61351	   	155.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1BEXP|2NUKE|36DUR|4VULN|5AART|7ASPD|8RCR|9ZMB|aDMG
243	36141 31322	   	155.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|4VULN|5AART|6ZMB|8RCR|9LEGI|aDMG
244	36141 31331	   	155.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|4VULN|5AART|6ZMB|8RCR|9TLV|aDMG
245	25428 33471	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67VULN|8DMG|9RCR|aLIT
246	25428 33473	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2MBVNT|3AART|4aLHND|5CDMG|67VULN|8DMG|9RCR
247	25428 42471	   	155.78	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67DMG|8VULN|9RCR|aLIT
248	25428 42473	   	155.78	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|3AART|4aLHND|5CDMG|67DMG|8VULN|9RCR
249	25215 81424	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4LHND|589VULN|6DMG|7RCR|aCDMG
250	25227 51424	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5LHND|689VULN|7RCR|aCDMG
251	25372 51424	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DMG|4LHND|5DUR|689VULN|7RCR|aCDMG
252	25332 47122	   	155.75	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1RMIN|2MBVNT|37DMG|4RPLT|57DUR|67VULN|7BPWR|8CDMG|9SELL|aRCR
253	53633 31343	   	155.68	ACR|3VULN|2DMG	1DMSP|2MLV|3RCR|45FEWX|67aVULN|89DMG
254	25428 33474	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67VULN|8DMG|9RCR|aERES
255	25428 42474	   	155.68	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|3AART|4LHND|5CDMG|67DMG|8VULN|9RCR|aERES
256	12315 26423	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2BEXP|3aVULN|4LIT|56DUR|7RCR|8DMG|9AART
257	25322 61642	   	155.65	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2MBVNT|35DMG|4ASPD|6DUR|7VULN|8RCR|9CDMG|aZMB
258	25323 64642	   	155.65	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2MBVNT|3DMG|4ASPD|56VULN|7DUR|8RCR|9CDMG|aZMB
259	32532 32435	   	155.61	DCR|2VULN|2DMG|1AART	128BEXP|35VULN|4RPLT|6AART|79DMG|aRCR
260	22232 52461	 * 	155.56	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|2FEWX|3ERES|45DMG|68DUR|7RCR|9AART|aVULN
261	32346 11623	   	155.53	DCR|2VULN|1AART|2CDMG|1ZMB	12BEXP|3AART|4ZMB|56CDMG|7aVULN|8RCR|9MLV
262	25312 53361	   	155.38	DCR|3VULN|1AART|1DMG	1RMIN|2MBVNT|3DMG|4FEWX|568VULN|7AART|9RCR|aLHND
263	25312 53364	   	155.38	DCR|3VULN|1AART|1DMG	1aRMIN|2MBVNT|3DMG|4FEWX|568VULN|7AART|9RCR
264	25312 53363	   	155.28	DCR|3VULN|1AART|1DMG	1RMIN|2MBVNT|3DMG|4FEWX|568VULN|7AART|9RCR|aDUST
265	33114 61153	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	19BEXP|2NUKE|3DUR|49LHND|5aVULN|6ZMB|7RCR|89DMG|9BPWR
266	25251 32624	 * 	155.25	DCR|2VULN|1AART|2ZMB|2DUR	1RMIN|2MBVNT|3aDUR|4aVULN|5AART|6RCR|7BELT|8LEGI|9aZMB|aBPWR
267	62151 61132	   	155.23	DCR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2aRCVC|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR
268	25323 64614	   	155.20	DCR|2VULN|2DMG|2ASPD|1DUR	1RMIN|2MBVNT|39DMG|4aASPD|56VULN|7DUR|8RCR
269	33142 61151	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ZMB|7RCR|89DMG|9BPWR|aRPLT
270	33142 61152	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ZMB|7RCR|89DMG|9BPWR|aLWND
271	33142 61223	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1aBEXP|2NUKE|3DUR|4aVULN|5DUST|6ZMB|7RCR|8BELT|9aDMG|aBPWR
272	25251 32211	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4aVULN|5AART|6RCR|78BELT|9DMG
273	25251 32215	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|78BELT|9aDMG
274	25251 32325	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7BELT|8MLV|aDMG
275	25251 38242	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LHND|8CGEN|aDMG
276	25251 38322	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LHND|9MLV|aDMG
277	25251 38343	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LHND|9DMG|aFEWX
278	25251 38442	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LHND|8MLV|aDMG
279	25751 33112	   	155.06	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8ASPD|9LHND|aDMG
280	25751 33342	   	155.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8CGEN|9DUR|aDMG
281	25215 81123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4LHND|59VULN|68DMG|7RCR|aZMB
282	25223 51123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5LWND|69VULN|7RCR|aZMB
283	25227 51123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5LHND|69VULN|7RCR|aZMB
284	25228 51123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5FEWX|69VULN|7RCR|aZMB
285	25253 81123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5BEXP|68DMG|7RCR|aZMB
286	25254 81123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5LWND|68DMG|7RCR|aZMB
287	25372 51123	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2MBVNT|38DMG|4LHND|5DUR|69VULN|7RCR|aZMB
288	43222 12265	   	155.05	DCR|2VULN|2DMG|1ZMB|1ASPD	1DUST|29CGEN|3ERES|4ASPD|59DMG|6TLV|7RCR|89VULN|9BPWR|aZMB
289	16612 31133	   	155.03	DCR|3VULN|1DMG|2ASPD|1ZMB	14LHND|2aASPD|378VULN|5DMG|6ZMB|9RCR
290	56522 31133	   	155.03	DCR|3VULN|1DMG|2ASPD|1ZMB	1DMSP|2LHND|378VULN|4aASPD|5DMG|6ZMB|9RCR
291	13233 42621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|26CGEN|3BEXP|4aDMG|5ZMB|7RCR|8AART|9VULN
292	13233 42625	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|26CGEN|3BEXP|4DMG|5ZMB|7RCR|8AART|9aVULN
293	21223 12621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|26LWND|3BEXP|4aDMG|5ZMB|7RCR|8AART|9VULN
294	21223 12625	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|26LWND|3BEXP|4DMG|5ZMB|7RCR|8AART|9aVULN
295	22523 12621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2FEWX|36LWND|4aDMG|5ZMB|7RCR|8AART|9VULN
296	22523 12625	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2FEWX|36LWND|4DMG|5ZMB|7RCR|8AART|9aVULN
297	22523 32621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|26FEWX|3LWND|4aDMG|5ZMB|7RCR|8AART|9VULN
298	22523 32625	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|26FEWX|3LWND|4DMG|5ZMB|7RCR|8AART|9aVULN
299	53333 42621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|4aDMG|5BEXP|6LHND|7RCR|8AART|9VULN
300	53336 22621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|4aDMG|5LHND|6FEWX|7RCR|8AART|9VULN
301	53336 32621	   	155.03	DCR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|4aDMG|5LHND|6BEXP|7RCR|8AART|9VULN
302	53235 36231	 * 	154.99	ACR|2VULN|1AART|1DMG|2ASPD	1DMSP|2MLV|37ASPD|4DMG|5RCR|6BELT|8aVULN|9AART
303	25251 32125	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7BELT|8ERES|aDMG
304	25251 32812	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7BELT|8LSRHEA|aDMG
305	25251 33242	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LEGI|8CGEN|aDMG
306	25251 33322	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9MLV|aDMG
307	25251 33343	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9DMG|aFEWX
308	25251 33345	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9DMG|aBEXP
309	25251 33346	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9DMG|aLIT
310	25251 33442	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LEGI|8MLV|aDMG
311	25251 33742	   	154.96	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7LEGI|8DMSP|9aDMG
312	25251 34242	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7DUST|8CGEN|aDMG
313	25251 34322	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9MLV|aDMG
314	25251 34338	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9LIT|aDMG
315	25251 34343	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9DMG|aFEWX
316	25251 34345	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9DMG|aBEXP
317	25251 34346	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9DMG|aLIT
318	25251 34442	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7DUST|8MLV|aDMG
319	25251 36442	   	154.96	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7DMSP|8DUST|9aDMG
320	25251 38312	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LHND|9TLV|aDMG
321	25251 38341	   	154.96	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LHND|9DMG|aERES
