0	Index      	 *	Score 	Summary	Detail	
1	11131 53615	 * 	198.03	DCR|2VULN|2DMG|1AART|2CDMG|3DUR	17aDUR|27LHND|3aCDMG|4AART|5FEWX|67DMG|7aBPWR|8RCR|9aVULN
158	26133 33616	   	168.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1SELL|27LHND|3DUR|4AART|57DMG|67LWND|7BPWR|8RCR|9aVULN
159	15283 64341	   	168.45	DCR|2VULN|2DMG|1AART|2DUR	18DUR|2LIT|3MBVNT|48DMG|5AART|6RMIN|78VULN|8BPWR|9LEGI|aRCR
160	12652 32421	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4TLV|5aDMG|6AART|7VULN|8CDMG|9FEWX
161	12632 32411	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aTLV
162	12632 32415	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aMBVNT
163	12632 32441	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5aDMG|6AART|7VULN|8CDMG|9LEGI
164	12632 36311	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5aDMG|6AART|7CDMG|8DUST|9VULN
165	12632 36431	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|58DMG|6AART|7CDMG|9VULN|aTLV
166	12652 31411	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4TLV|5aDMG|6AART|7LHND|8CDMG|9VULN
167	12652 33411	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4TLV|5aDMG|6AART|7RPLT|8CDMG|9VULN
168	32642 32512	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|29ERES|3RCR|48VULN|5ASPD|6AART|7CDMG|aDMG
169	32652 36111	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2ERES|3RCR|4TLV|5aDMG|6AART|7CDMG|8DUR|9VULN
170	12611 31561	   	168.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2ERES|3RCR|4ASPD|5LHND|6AART|789VULN|aZMB
171	12642 31161	   	168.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2ERES|3RCR|479VULN|5ASPD|6AART|8BEXP|aZMB
172	12642 31261	   	168.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2ERES|3RCR|479VULN|5ASPD|6AART|8LHND|aZMB
173	12642 31511	   	168.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2ERES|3RCR|478VULN|5ASPD|6AART|9LHND|aZMB
174	12643 32352	   	168.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2ERES|3RCR|479VULN|5DMSP|6AART|8ASPD|aZMB
175	12652 32411	   	168.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4aTLV|5DMG|6AART|79VULN|8CDMG
176	12652 36311	   	168.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4TLV|5aDMG|6AART|7CDMG|8DUST|9VULN
177	12642 31522	   	168.32	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|29ERES|3RCR|478VULN|5ASPD|6AART|aZMB
178	12612 33145	   	168.27	ACR|3DMG|1VULN|2DUR|1ZMB|1ASPD	16DUR|2ERES|3RCR|4ASPD|568DMG|6BPWR|7ZMB|9CGEN|aVULN
179	32612 36261	   	168.24	ACR|3DMG|1AART|1VULN|1ASPD	169BEXP|2ERES|3RCR|4ASPD|567DMG|6BPWR|8VULN|aAART
180	12626 21232	   	168.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2ERES|3RCR|4DUST|58AART|6DMG|7VULN|aCDMG
181	62214 31352	   	168.13	ACR|3VULN|2AART|1ZMB|1ASPD	1FEWX|2ERES|379VULN|4ASPD|5RCR|68AART|aZMB
182	34612 36221	   	168.09	ACR|3DMG|1AART|1VULN|1ASPD|1SELL	16BEXP|2CGEN|3RCR|4ASPD|567DMG|6BPWR|8VULN|9SELL|aAART
183	53612 36221	   	168.09	ACR|3DMG|1AART|1VULN|1ASPD|1SELL	16CGEN|2FEWX|3RCR|4ASPD|567DMG|6BPWR|8VULN|9SELL|aAART
184	33646 31132	   	168.08	DCR|3VULN|1AART|1DMG	19BEXP|29LSRICY|3AART|479VULN|5RCVC|6RCR|8BELT|9BPWR|aDMG
