0	Index      	 *	Score 	Summary	Detail	
1	16251 31134	 * 	201.38	ACR|3DMG|2VULN|1AART|2ZMB|1DUR	18VULN|25ZMB|3RCR|45aDMG|5BPWR|6LIT|7DUR|9AART
159	16253 22322	   	180.34	ACR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2ZMB|3RCR|4aDMG|6BEXP|7CGEN|8FLTHEA
160	16253 22332	   	180.34	ACR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3RCR|49aDMG|6BEXP|7CGEN|8FLTHEA
161	16253 42322	   	180.34	ACR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2ZMB|3RCR|4aDMG|6LHND|7CGEN|8FLTHEA
162	16253 42332	   	180.34	ACR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3RCR|49aDMG|6LHND|7CGEN|8FLTHEA
163	33254 11251	   	180.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19BEXP|2ASPD|3RCR|49DMG|5AART|6DUR|7aLWND|89VULN|9BPWR
164	16251 12332	   	180.25	ACR|3DMG|1VULN|2ZMB|1CDMG|1FLTHEA	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|aCDMG
165	16253 11632	   	180.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7DUST|8AART|aASPD
166	16221 52611	   	180.24	ACR|3VULN|2DMG|1CDMG|1ZMB	149VULN|2ZMB|3RCR|5DUST|6CDMG|78DMG|aLWND
167	16221 52612	   	180.24	ACR|3VULN|2DMG|1CDMG|1ZMB	149VULN|2ZMB|3RCR|5DUST|6CDMG|78DMG|aBEXP
168	16253 12322	   	180.24	ACR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2ZMB|3RCR|4aDMG|6MBVNT|7CGEN|8FLTHEA
169	16253 12332	   	180.24	ACR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3RCR|49aDMG|6MBVNT|7CGEN|8FLTHEA
170	33254 11253	   	180.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19BEXP|2ASPD|3RCR|49DMG|5AART|6DUR|7LWND|89VULN|9BPWR|aTLV
171	16221 52613	   	180.14	ACR|3VULN|2DMG|1CDMG|1ZMB	149VULN|2ZMB|3RCR|5aDUST|6CDMG|78DMG
172	55123 32122	   	180.14	ACR|2VULN|2DMG|1AART|1ZMB	1ERES|2RCR|3LIT|4AART|57VULN|6LWND|89DMG|aZMB
173	55123 22122	   	180.04	ACR|2VULN|2DMG|1AART|1ZMB	1ERES|2RCR|3LIT|4AART|57VULN|6DUST|89DMG|aZMB
174	55123 51422	   	180.04	ACR|2VULN|2DMG|1AART|1ZMB	1ERES|2RCR|3LIT|4AART|58VULN|6MBVNT|79DMG|aZMB
175	55123 52122	   	180.04	ACR|2VULN|2DMG|1AART|1ZMB	1ERES|2RCR|3LIT|4AART|57VULN|6MBVNT|89DMG|aZMB
176	11451 52312	   	180.02	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2BEXP|3ZMB|45aDMG|5BPWR|6RCR|79CGEN|8FLTHEA
177	11451 52323	   	180.02	DCR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2BEXP|3ZMB|45DMG|5BPWR|6RCR|7CGEN|8FLTHEA|aRCVC
178	11451 52333	   	180.02	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2BEXP|3ZMB|459DMG|5BPWR|6RCR|7CGEN|8FLTHEA|aMLV
179	16351 52312	   	180.02	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3BEXP|45aDMG|5BPWR|6RCR|79CGEN|8FLTHEA
180	16351 52323	   	180.02	DCR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2ZMB|3BEXP|45DMG|5BPWR|6RCR|7CGEN|8FLTHEA|aRCVC
181	16351 52333	   	180.02	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3BEXP|459DMG|5BPWR|6RCR|7CGEN|8FLTHEA|aMLV
182	11453 52322	   	179.92	DCR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2BEXP|3ZMB|4aDMG|6RCR|7CGEN|8FLTHEA
183	11453 52332	   	179.92	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2BEXP|3ZMB|49aDMG|6RCR|7CGEN|8FLTHEA
184	16353 52322	   	179.92	DCR|3VULN|2DMG|1FLTHEA|1ZMB	159VULN|2ZMB|3BEXP|4aDMG|6RCR|7CGEN|8FLTHEA
185	16353 52332	   	179.92	DCR|3DMG|2VULN|1FLTHEA|1ZMB	15VULN|2ZMB|3BEXP|49aDMG|6RCR|7CGEN|8FLTHEA
186	16226 31134	   	179.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2ZMB|3RCR|5RMIN|6LIT|7DUR|9AART|aDMG
187	16253 31131	   	179.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	158VULN|2ZMB|3RCR|4DMG|6LIT|7DUR|9AART|aDUST
188	16253 31133	   	179.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	158VULN|2ZMB|3RCR|4DMG|6LIT|7DUR|9AART|aERES
189	16351 23413	   	179.56	DCR|3VULN|3DMG|1ZMB|1DUR	157VULN|2ZMB|367BEXP|457DMG|57BPWR|8DUR|9LWND|aRCR
190	16251 35222	   	179.39	ACR|2VULN|2DMG|1AART|2ZMB	1aVULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7RPLT|8AART|9RCVC
191	33251 13526	 * 	179.38	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	1BEXP|2ASPD|3RCR|46DMG|5AIRHEL|7aAART|8CDMG|9VULN
192	16251 14633	   	179.29	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7BEXP|8AART|aLHND
193	16253 25333	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	159VULN|2ZMB|3RCR|4DMG|6BEXP|7RPLT|8DUR|aAART
194	16251 11633	   	179.19	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7DUST|8AART|aLHND
195	16251 14631	   	179.19	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7BEXP|8AART|aERES
196	33222 53722	 * 	179.16	ACR|2VULN|1AART|3ASPD|1DMG|1CDMG	1BEXP|258ASPD|3RCR|45VULN|5BPWR|6CDMG|7MBVNT|9DMG|aAART
197	16251 11631	   	179.09	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7DUST|8AART|aERES
198	33222 42325	 * 	179.05	ACR|3VULN|1DMG|2ASPD|1CDMG|1FLTHEA	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6DMG|7CGEN|8FLTHEA|aCDMG
199	33251 13525	   	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1BEXP|2ASPD|3RCR|46DMG|5AIRHEL|7AART|8CDMG|9VULN|aZMB
200	16251 33243	   	178.79	ACR|2VULN|2DMG|1AART|2ZMB	1aVULN|25ZMB|3RCR|45DMG|5BPWR|67LIT|8RMIN|9AART
201	16225 53231	 * 	178.74	ACR|3VULN|3CDMG|1AART|1ZMB	14aVULN|2ZMB|3RCR|5LEGI|67aCDMG|8aLSRREG|9AART|aBPWR
202	16253 32432	   	178.69	ACR|2VULN|2DMG|1AART|2ZMB	15VULN|2aZMB|3RCR|48DMG|6LIT|7FEWX|9AART
203	16251 32131	   	178.69	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7FEWX|9AART|aDUST
204	16251 32133	   	178.69	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7FEWX|9AART|aERES
205	55123 31224	 * 	178.65	ACR|3DMG|2AART|1VULN	1ERES|2RCR|3LIT|48AART|5VULN|6LWND|79aDMG
206	16251 18133	   	178.59	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7LIT|9AART|aERES
207	55123 21224	   	178.55	ACR|3DMG|2AART|1VULN	1ERES|2RCR|3LIT|48AART|5VULN|6DUST|79aDMG
208	16223 52311	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9ASPD|aLIT
209	16223 52313	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9ASPD|aMLV
210	16223 52315	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9ASPD|aLWND
211	16223 52316	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9ASPD|aBEXP
212	16223 52324	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9DUR|aRCVC
213	16223 52363	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9BEXP|aASPD
214	16213 52312	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RCR|4RCVC|5LHND|6CDMG|7DMG|8AART|9ASPD
215	16211 52312	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RCR|4RCVC|5DUST|6CDMG|7DMG|8AART|9ASPD
216	16215 52312	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RCR|4RCVC|5LEGI|6CDMG|7DMG|8AART|9ASPD
217	16221 52311	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9ASPD|aLIT
218	16221 52313	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9ASPD|aMLV
219	16221 52334	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9LIT|aDUR
220	16221 52363	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9BEXP|aASPD
221	16225 52311	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LEGI|6CDMG|7DMG|8AART|9ASPD|aLIT
222	16225 52313	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LEGI|6CDMG|7DMG|8AART|9ASPD|aMLV
223	16223 52314	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9ASPD|aDUST
224	16223 52321	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9DUR|aLSRHEA
225	16223 52322	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9DUR|aERES
226	16223 52326	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9DUR|aTLV
227	16253 22335	   	178.33	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	15VULN|2ZMB|3RCR|49DMG|6BEXP|7CGEN|8FLTHEA|aCDMG
228	33222 42331	   	178.33	ACR|2VULN|2DMG|2ASPD|1FLTHEA|1ZMB	1BEXP|25ASPD|3RCR|45VULN|5BPWR|69DMG|7CGEN|8FLTHEA|aZMB
229	33222 52165	   	178.33	ACR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	1BEXP|25ASPD|3RCR|45VULN|5BPWR|6CDMG|7aDMG|8ZMB|9LIT
230	16221 52314	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5aDUST|6CDMG|7DMG|8AART|9ASPD
231	16221 52316	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6CDMG|7DMG|8AART|9ASPD|aERES
232	16225 52321	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LEGI|6CDMG|7DMG|8AART|9DUR|aLSRHEA
233	16225 52322	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3RCR|5LEGI|6CDMG|7DMG|8AART|9DUR|aERES
234	16253 12336	   	178.23	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	15VULN|2ZMB|3RCR|49DMG|6MBVNT|7CGEN|8FLTHEA|aCDMG
235	55123 31121	   	178.20	ACR|3DMG|1AART|1VULN|1ZMB	1ERES|2RCR|3LIT|4AART|5VULN|6LWND|789DMG|aZMB
236	55123 21121	   	178.10	ACR|3DMG|1AART|1VULN|1ZMB	1ERES|2RCR|3LIT|4AART|5VULN|6DUST|789DMG|aZMB
237	55123 51121	   	178.10	ACR|3DMG|1AART|1VULN|1ZMB	1ERES|2RCR|3LIT|4AART|5VULN|6MBVNT|789DMG|aZMB
238	33254 21622	 * 	178.05	ACR|3DMG|1AART|1VULN|2ASPD	167BEXP|27ASPD|3RCR|479DMG|5AART|7BPWR|8VULN|aLWND
239	16251 22622	 * 	178.03	ACR|2DMG|3ZMB|1VULN|2CDMG|1ASPD	1VULN|25aZMB|3RCR|45DMG|5aBPWR|6BEXP|7aCGEN|8ASPD|9aCDMG
240	33254 21621	   	177.95	ACR|3DMG|1AART|1VULN|2ASPD	167BEXP|27ASPD|3RCR|479DMG|5AART|7BPWR|8VULN|aERES
241	52621 13213	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	138ERES|2CDMG|4RCR|58aVULN|6RMIN|78DMG|8BPWR|9ZMB
242	16223 52341	 * 	177.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14VULN|2ZMB|3RCR|5LHND|69CDMG|7DMG|8AART|aCGEN
243	16223 52342	   	177.81	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	14VULN|2ZMB|3RCR|5LHND|69CDMG|7DMG|8AART|aBEXP
244	33254 21623	   	177.80	ACR|3DMG|1AART|1VULN|2ASPD|1SELL	167BEXP|27ASPD|3RCR|479DMG|5AART|7BPWR|8VULN|aSELL
245	16221 14433	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5DUST|6LHND|7DMG|8CDMG|9AART|aASPD
246	16253 13533	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	15VULN|2ZMB|3RCR|4DMG|6MBVNT|7LHND|8CDMG|9AART|aASPD
247	16221 52335	   	177.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|6aCDMG|7DMG|8AART|9LIT
248	16221 52341	   	177.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|69CDMG|7DMG|8AART|aCGEN
249	16221 52342	   	177.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|69CDMG|7DMG|8AART|aBEXP
250	16221 52343	   	177.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14VULN|2ZMB|3RCR|5DUST|69CDMG|7DMG|8AART|aFEWX
251	33254 32132	   	177.66	ACR|2DMG|3ZMB|1AART|1CDMG|1ASPD	19BEXP|2ASPD|3RCR|49DMG|5AART|6LSRREG|7CDMG|89aZMB|9BPWR
252	16251 33633	   	177.58	ACR|3VULN|2DMG|2ZMB|1DUR	18aVULN|25ZMB|3RCR|45DMG|5BPWR|67LIT|9DUR
253	16251 31114	   	177.48	ACR|3VULN|2DMG|2ZMB|1DUR	18aVULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7DUR|9TLV
254	16251 31124	   	177.48	ACR|3VULN|2DMG|2ZMB|1DUR	18aVULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7DUR|9ERES
255	16251 14611	   	177.35	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7BEXP|8AART|aRPLT
256	16251 14612	   	177.35	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7BEXP|8AART|aFEWX
257	16251 14614	   	177.35	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7aBEXP|8AART
258	16251 11611	   	177.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7DUST|8AART|aRPLT
259	16251 11612	   	177.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7DUST|8AART|aFEWX
260	16251 11614	   	177.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7DUST|8AART|aBEXP
261	16251 14613	   	177.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7BEXP|8AART|aERES
262	16223 52613	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8ASPD|9MLV|aAART
263	33222 45236	   	177.24	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1BEXP|25ASPD|3RCR|45VULN|5BPWR|6DMG|7ZMB|8DUR|9MLV|aAART
264	33222 45242	   	177.24	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	19BEXP|25ASPD|3RCR|45VULN|5BPWR|6DMG|7ZMB|8DUR|aAART
265	16251 11613	   	177.15	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|6MBVNT|7DUST|8AART|aERES
266	16223 52623	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|3RCR|5LHND|6CDMG|7DMG|8ASPD|9ERES|aAART
267	16241 52112	   	177.03	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1VULN|258ZMB|3RCR|4FEWX|6CDMG|7DMG|9DUR|aAART
268	16251 32422	   	176.85	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|458DMG|5BPWR|6LIT|7FEWX|9AART|aRMIN
269	16251 32423	   	176.85	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|458DMG|5BPWR|6LIT|7aFEWX|9AART
270	16253 53231	 * 	176.85	ACR|4VULN|1DMG|1CDMG|1ZMB	1579VULN|2ZMB|3RCR|4DMG|6RMIN|8CDMG|aFEWX
271	16253 53232	   	176.85	ACR|4VULN|1DMG|1CDMG|1ZMB	1579VULN|2ZMB|3RCR|4DMG|6RMIN|8CDMG|aBEXP
272	16253 53233	   	176.85	ACR|4VULN|1DMG|1CDMG|1ZMB	1579VULN|2ZMB|3RCR|4DMG|6RMIN|8CDMG|aLHND
273	16253 32132	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|2aZMB|3RCR|4DMG|6LIT|7FEWX|9AART
274	11453 23121	 * 	176.67	DCR|3VULN|2DMG|2ZMB|1CDMG	157VULN|26BEXP|37ZMB|47DMG|7BPWR|8ERES|9RCR|aCDMG
275	16253 18132	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|2aZMB|3RCR|4DMG|6MBVNT|7LIT|9AART
276	16223 53231	 * 	176.65	ACR|3VULN|1AART|2CDMG|2ZMB	14aVULN|2aZMB|3RCR|5LHND|67CDMG|8aLSRREG|9AART|aBPWR
277	16253 22325	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	159VULN|2ZMB|3RCR|4DMG|6BEXP|7CGEN|8FLTHEA|aCDMG
278	33222 42321	   	176.40	ACR|3VULN|1DMG|2ASPD|1FLTHEA|1ZMB	1BEXP|25ASPD|3RCR|459VULN|5BPWR|6DMG|7CGEN|8FLTHEA|aZMB
279	33222 52163	   	176.40	ACR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	1BEXP|25ASPD|3RCR|45aVULN|5BPWR|6CDMG|7DMG|8ZMB|9LIT
280	33223 15514	   	176.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3RCR|47aVULN|5DUR|6MLV|8AART|9DMG
281	33255 43112	   	176.37	ACR|3DMG|2VULN|1CDMG|1ASPD	1aBEXP|2ASPD|3RCR|46aDMG|5ERES|7RMIN|8CDMG|9aVULN|aBPWR
282	16253 12326	   	176.30	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	159VULN|2ZMB|3RCR|4DMG|6MBVNT|7CGEN|8FLTHEA|aCDMG
283	33223 25514	   	176.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3RCR|47aVULN|5DUR|6TLV|8AART|9DMG
284	16251 33122	   	176.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|67LIT|8CGEN|aAART
285	16251 33222	   	176.25	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|67LIT|8RMIN|aAART
286	16251 33322	   	176.15	ACR|3DMG|1AART|1VULN|2ZMB	1VULN|25ZMB|3RCR|459DMG|5BPWR|67LIT|8TLV|aAART
287	16253 53132	   	176.05	ACR|3VULN|1AART|1DMG|2ZMB	157VULN|28ZMB|3RCR|4DMG|6RMIN|9BASHEA|aAART
288	33254 21331	   	176.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	167BEXP|27ASPD|3RCR|47DMG|5AART|7BPWR|8CDMG|9VULN|aFEWX
289	33254 21333	   	176.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	167BEXP|27ASPD|3RCR|47DMG|5AART|7BPWR|8CDMG|9VULN|aLWND
290	33254 21336	   	176.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	167BEXP|27ASPD|3RCR|47DMG|5AART|7BPWR|8CDMG|9VULN|aRMIN
291	33254 21332	   	175.95	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	167BEXP|27ASPD|3RCR|47DMG|5AART|7BPWR|8CDMG|9VULN|aAIRHEA
292	33222 15435	   	175.93	ACR|2VULN|2AART|2ASPD|1CDMG|1ZMB	1BEXP|25ASPD|3RCR|45VULN|5BPWR|6LHND|7ZMB|8CDMG|9aAART
293	33234 63132	   	175.83	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2ASPD|3RCR|4RMIN|5AART|6CDMG|79aVULN|8ZMB
294	16223 52612	   	175.67	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	14VULN|2aZMB|3RCR|5LHND|6CDMG|7aDMG|8ASPD|9aMLV|aBPWR
295	16251 14642	   	175.58	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7BEXP|8AART|9DUR|aASPD
296	16251 11642	   	175.48	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7DUST|8AART|9DUR|aASPD
297	16251 12328	   	175.47	ACR|2VULN|2DMG|2ZMB|1FLTHEA|1ASPD	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7CGEN|8FLTHEA|aASPD
298	16251 14534	   	175.47	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7BEXP|8CDMG|aDUR
299	16251 34113	   	175.47	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19VULN|25ZMB|3RCR|45DMG|5BPWR|6LIT|7CDMG|8ERES|aDUR
300	16223 52622	   	175.47	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	14VULN|2aZMB|3RCR|5LHND|6CDMG|7aDMG|8ASPD|9aERES|aBPWR
301	33222 13635	 * 	175.45	ACR|3VULN|1AART|1DMG|2ASPD	1BEXP|25ASPD|3RCR|458VULN|5BPWR|6LHND|7TLV|9AART|aDMG
302	16251 11534	   	175.37	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19VULN|25ZMB|3RCR|45DMG|5BPWR|6MBVNT|7DUST|8CDMG|aDUR
303	16241 52332	   	175.35	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|25ZMB|3RCR|4FEWX|6CDMG|7DMG|8AART|9LIT
304	16221 34513	   	175.34	ACR|2VULN|2DMG|1AART|1ZMB	14VULN|2ZMB|3RCR|5DUST|6BEXP|79DMG|8AART|aLHND
305	16253 14613	   	175.34	ACR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3RCR|49DMG|6MBVNT|7BEXP|8AART|aLHND
306	52221 12224	   	175.33	DCR|3VULN|2DMG|2CDMG	158ERES|2aCDMG|378LHND|48aVULN|6RCR|8aBPWR|9aDMG
307	52221 13224	   	175.33	DCR|3VULN|2DMG|2CDMG	158ERES|2aCDMG|38LHND|48aVULN|6RCR|7RCVC|8aBPWR|9aDMG
308	52222 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|38LHND|48aVULN|5RCVC|6RCR|8aBPWR|9aDMG
309	52231 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|348LHND|58aVULN|6RCR|8aBPWR|9aDMG
310	52313 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|358VULN|48aLWND|6RCR|8aBPWR|9aDMG
311	52322 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|348VULN|58aBEXP|6RCR|8aBPWR|9aDMG
312	52323 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|348VULN|58aLWND|6RCR|8aBPWR|9aDMG
313	52363 11224	   	175.33	DCR|3VULN|2DMG|2CDMG	178ERES|2aCDMG|358VULN|48aLHND|6RCR|8aBPWR|9aDMG
314	16223 52335	   	175.25	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	14VULN|2aZMB|3RCR|5LHND|6CDMG|7DMG|8AART|9AIRHEA
315	16221 34511	   	175.24	ACR|2VULN|2DMG|1AART|1ZMB	14VULN|2ZMB|3RCR|5DUST|6BEXP|79DMG|8AART|aERES
