0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
161	13343 36111	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2ASPD|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9AART|aDMG
162	13358 36111	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2ASPD|38VULN|4MBVNT|5CDMG|6DUR|7RCR|9AART|aDMG
163	51333 24111	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2TLV|3RCR|4ZMB|5FEWX|6BEXP|78VULN|9AART|aDMG
164	13526 63111	   	170.77	ACR|2VULN|2DMG|1AART|1ASPD	1CGEN|2ASPD|3RCR|48VULN|5RMIN|6aDMG|7RPLT|9AART
165	33521 16613	   	170.77	ACR|2VULN|2DMG|1AART|1ASPD	1aTLV|2ASPD|3RCR|4aVULN|5MLV|6BEXP|7aDMG|8RPLT|9AART|aBPWR
166	33343 38111	   	170.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9AART|aDMG
167	33358 38111	   	170.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|38VULN|4MBVNT|5CDMG|6DUR|7RCR|9AART|aDMG
168	51312 16211	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2TLV|3RCR|46VULN|5BEXP|7ZMB|8DUST|9AART|aDMG
169	51312 13632	   	170.69	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4689VULN|5BEXP|7AART|aLHND
170	51312 13635	   	170.69	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4689VULN|5BEXP|7AART|aLWND
171	51316 23632	   	170.69	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4589VULN|6LWND|7AART|aLHND
172	51346 13332	   	170.69	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4aLHND|5689VULN|7AART
173	54311 11311	 * 	170.67	ACR|2DMG|1VULN|2CDMG|2ZMB|2ASPD|1SELL	19CDMG|29ASPD|3RCR|4VULN|5SELL|6aDMG|7MBVNT|89ZMB|9BPWR
174	51312 13631	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4689VULN|5BEXP|7AART|aDUST
175	51312 13633	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4689VULN|5BEXP|7AART|aMBVNT
176	51316 23631	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4589VULN|6LWND|7AART|aDUST
177	51316 23633	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4589VULN|6LWND|7AART|aMBVNT
178	51346 13331	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4LHND|5689VULN|7AART|aDUST
179	51346 13333	   	170.59	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4LHND|5689VULN|7AART|aERES
180	51312 13624	   	170.44	ACR|4VULN|1AART|1CDMG|1SELL	1CDMG|2TLV|3RCR|468aVULN|5BEXP|7AART|9SELL
181	54321 32613	   	170.31	ACR|3CDMG|1AART|3ASPD|1VULN|3DUR	178CDMG|278ASPD|3RCR|4CGEN|5LHND|678DUR|78BPWR|9VULN|aAART
182	51611 36211	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2TLV|34VULN|5BEXP|6RCR|7ZMB|8DUST|9AART|aDMG
183	51621 36211	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7ZMB|8DUST|9AART|aDMG
184	51416 33332	 * 	170.27	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3aLHND|4589VULN|6RCR|7AART
185	51611 33632	   	170.27	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3489VULN|5BEXP|6RCR|7AART|aLHND
186	51621 33632	   	170.27	DCR|4VULN|1AART|1CDMG	1CDMG|24TLV|3489VULN|4BPWR|5BEXP|6RCR|7AART|aLHND
187	62323 32443	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8LHND|9ZMB
188	22233 62131	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|79VULN|8LIT|aDMG
189	22233 62631	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|78VULN|9CGEN|aDMG
190	22133 56231	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|3LWND|4ZMB|5RCR|6ERES|78VULN|9CDMG|aDMG
191	42321 13131	   	170.19	ACR|2AART|1DMG|1VULN|1CDMG|2DUR	1LWND|28AART|3RCR|4LHND|5VULN|67DUR|9CDMG|aDMG
192	42321 41431	   	170.19	ACR|2AART|1DMG|1VULN|1CDMG|2DUR	1LWND|26AART|3RCR|4LHND|5VULN|78DUR|9CDMG|aDMG
193	42331 13331	   	170.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1LWND|27AART|3RCR|4FEWX|5VULN|68DUR|9CDMG|aDMG
194	42331 41331	   	170.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1LWND|26AART|3RCR|4FEWX|5VULN|78DUR|9CDMG|aDMG
195	51416 33331	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3LHND|4589VULN|6RCR|7AART|aDUST
196	51416 33333	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3LHND|4589VULN|6RCR|7AART|aERES
197	51611 33631	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3489VULN|5BEXP|6RCR|7AART|aDUST
198	51611 33633	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3489VULN|5BEXP|6RCR|7AART|aMBVNT
199	51621 33631	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|24TLV|3489VULN|4BPWR|5BEXP|6RCR|7AART|aDUST
200	51621 33633	   	170.17	DCR|4VULN|1AART|1CDMG	1CDMG|24TLV|3489VULN|4BPWR|5BEXP|6RCR|7AART|aMBVNT
201	62323 32143	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8DUST|9ZMB
202	62323 32352	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8ERES|9ZMB
203	22233 62641	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6CDMG|78VULN|9ERES|aDMG
204	22441 16313	 * 	169.98	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|25AART|3ZMB|4ERES|6aDMG|7RCR|8VULN|9CGEN
205	54312 23232	   	169.94	ACR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|489VULN|6LWND|7AART|aLHND
206	54312 23233	   	169.94	ACR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|489VULN|6LWND|7AART|aRPLT
207	54312 23235	   	169.94	ACR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|489VULN|6aLWND|7AART
208	54312 23231	   	169.84	ACR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2ASPD|3RCR|489VULN|6LWND|7AART|aDUST
209	54312 23224	   	169.69	ACR|3VULN|1AART|2CDMG|1ASPD|1SELL	15CDMG|2ASPD|3RCR|48aVULN|6LWND|7AART|9SELL
210	15361 12112	   	169.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2DLOT|3RCR|4DMG|5AART|6DUR|7VULN|8CDMG|9ZMB|aASPD
211	54311 13621	   	169.44	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2ASPD|3RCR|479VULN|5SELL|6DMG|8ZMB|aLWND
212	54311 63232	   	169.44	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6MLV|9DMG|aZMB
213	54314 11233	   	169.41	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	19CDMG|2ASPD|3RCR|4VULN|57AART|6RPLT|8BEXP|aDMG
214	54311 13262	   	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9TLV|aZMB
215	54314 32331	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|47VULN|5AART|6BEXP|8LWND|9CGEN|aDMG
216	62343 38113	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|2DMG|38VULN|4CDMG|5MBVNT|6aDUR|7RCR|9AART
217	15361 12136	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DLOT|3RCR|4aDMG|5AART|6DUR|7VULN|8CDMG|9LWND
218	15361 12233	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6DUR|79VULN|8DMSP|aCDMG
219	15361 24131	 * 	169.13	ACR|2DMG|1AART|2CDMG|2ASPD|1DUR	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|89CDMG|aDUR
220	54314 32121	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|47VULN|5AART|6BEXP|8NUKE|9FEWX|aDMG
221	15361 12153	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DLOT|3RCR|4aDMG|5AART|6DUR|7VULN|8CDMG|9DUST
222	51316 51232	 * 	168.99	ACR|3VULN|2DMG|1CDMG|1SELL	1CDMG|2TLV|3RCR|458VULN|69DMG|7SELL|aLWND
223	51316 51233	 * 	168.99	ACR|3VULN|2DMG|1CDMG|1SELL	1CDMG|2TLV|3RCR|458VULN|69DMG|7SELL|aFEWX
224	42332 31116	   	168.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|9RPLT|aVULN
225	42332 31125	   	168.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|49FEWX|5CDMG|7ZMB|8DMG|aVULN
226	42332 31132	   	168.96	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|9VULN|aCGEN
227	42332 31135	   	168.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|9VULN|aLIT
228	42332 31136	   	168.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|9VULN|aBEXP
229	42332 31155	   	168.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	19LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|aVULN
230	15365 22112	   	168.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2DLOT|3RCR|4DMG|5DUR|6AART|7VULN|8CDMG|9ZMB|aASPD
231	51342 11131	   	168.89	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4LHND|5BEXP|6789VULN|aAART
232	42332 31134	   	168.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8DMG|9VULN|aDUST
233	42332 31641	   	168.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8VULN|9ERES|aDMG
234	22153 22651	 * 	168.84	ACR|4VULN|1AART|2ASPD|1SELL	1aLHND|2AART|3LWND|4aASPD|5RCR|6SELL|789aVULN|aBPWR
235	51346 11131	   	168.79	ACR|4VULN|1AART|1CDMG	1CDMG|2TLV|3RCR|4LHND|5689VULN|7DUST|aAART
236	51342 22511	 * 	168.74	ACR|3DMG|1AART|2CDMG|1DUR	17CDMG|27TLV|3RCR|4LHND|5BEXP|67aDMG|7BPWR|8DUR|9AART
237	42332 31623	   	168.71	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LWND|26AART|3RCR|4FEWX|5CDMG|7ZMB|8VULN|9SELL|aDMG
238	42332 32453	   	168.71	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LWND|26AART|3RCR|4FEWX|5CDMG|7SELL|8VULN|9ZMB|aDMG
239	42322 43353	   	168.71	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1LWND|27AART|3RCR|4LHND|5CDMG|6SELL|8VULN|9ZMB|aDMG
240	62323 13323	 * 	168.65	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|26DMG|347VULN|5DUR|8LIT|9RCR|aCDMG
241	51344 22211	   	168.64	ACR|3DMG|1AART|2CDMG|1DUR	17CDMG|27TLV|3RCR|4LHND|5DUR|67aDMG|7BPWR|8DUST|9AART
242	22133 61131	   	168.62	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1LHND|28AART|3LWND|4ZMB|5RCR|6aDMG|7DUR|9CDMG
243	42433 61131	   	168.62	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1LWND|28AART|3ZMB|4LHND|5RCR|6aDMG|7DUR|9CDMG
244	42633 61131	   	168.62	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1LWND|28AART|3LHND|4ZMB|5RCR|6aDMG|7DUR|9CDMG
245	51314 13622	   	168.57	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	1CDMG|2TLV|3RCR|468VULN|5aDUR|7AART|9SELL
246	15365 22233	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DLOT|3RCR|4DMG|5DUR|6AART|79VULN|8DMSP|aCDMG
247	54353 11344	 * 	168.51	ACR|2VULN|3CDMG|3ASPD|1DMG	14aCDMG|24aASPD|3RCR|4aBPWR|5RPLT|6DMG|7MBVNT|8FEWX|9aVULN
248	15362 22162	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DLOT|3RCR|49DMG|5DUST|6AART|7VULN|8CDMG|aDUR
249	51416 31131	   	168.37	DCR|4VULN|1AART|1CDMG	1CDMG|2TLV|3LHND|4589VULN|6RCR|7DUST|aAART
250	62321 33113	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2DMG|348VULN|5DUST|6RCR|7RPLT|9AART|aDUR
251	13321 43111	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2ASPD|348VULN|5DUST|6RCR|7RPLT|9AART|aDMG
252	62343 35414	   	168.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DMG|37VULN|4CDMG|5MBVNT|6DUR|8AART|9ZMB|aRCR
253	62323 13643	 * 	168.16	DCR|3VULN|3DMG|1DUR	1MLV|269DMG|347VULN|5DUR|8MBVNT|aRCR
254	62321 36261	 * 	168.12	DCR|2VULN|2DMG|2ZMB|2ASPD	1MLV|2aDMG|34VULN|5DUST|6RCR|7aZMB|8FEWX|9aASPD|aBPWR
255	51316 13141	   	168.04	ACR|3VULN|1AART|2CDMG|1DUR	16CDMG|2TLV|3RCR|458VULN|7DUR|9MGNSTR|aAART
256	54315 13331	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|46VULN|5LHND|7AART|8LWND|9CGEN|aDMG
257	51312 13652	   	168.03	ACR|3VULN|2AART|1CDMG	1CDMG|2TLV|3RCR|468VULN|5BEXP|79AART|aLHND
258	51316 23252	   	168.03	ACR|3VULN|2AART|1CDMG	1CDMG|2TLV|3RCR|459VULN|6LWND|7aAART|8LHND
259	42321 55123	   	168.03	ACR|2VULN|2DMG|1AART	1LWND|2AART|3RCR|4LHND|57VULN|69CGEN|8aDMG
260	26233 51623	 * 	167.98	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1LHND|2FLTHEA|3ERES|4DMG|5CDMG|6VULN|7ZMB|8RCR|9DUR|aAART
261	54332 33431	   	167.94	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9AART|aLHND
262	54332 33432	   	167.94	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9AART|aCGEN
263	54332 33433	   	167.94	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9AART|aBEXP
264	51312 13123	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aDUR
265	51312 13136	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RCVC|aASPD
266	51312 13153	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aDUR
267	51314 13111	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9aRPLT
268	51314 13122	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9FEWX|aCGEN
269	51314 13125	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9FEWX|aLIT
270	51314 13126	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9FEWX|aBEXP
271	51314 13132	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RCVC|aDMSP
272	51314 13133	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RCVC|aLIT
273	51314 13134	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RCVC|aCGEN
274	51314 13152	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9LWND|aCGEN
275	51314 13231	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8LHND|9CGEN|aDMG
276	51316 23123	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9FEWX|aDUR
277	51316 23136	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9RCVC|aASPD
278	51316 23153	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9LHND|aDUR
279	51346 13123	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|4LHND|56VULN|7AART|8DMG|9FEWX|aDUR
280	51356 13123	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|4LWND|56VULN|7AART|8DMG|9FEWX|aDUR
281	54315 13121	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|46VULN|5LHND|7AART|8NUKE|9FEWX|aDMG
282	51312 13651	   	167.93	ACR|3VULN|2AART|1CDMG	1CDMG|2TLV|3RCR|468VULN|5BEXP|79AART|aDUST
283	51312 13653	   	167.93	ACR|3VULN|2AART|1CDMG	1CDMG|2TLV|3RCR|468VULN|5BEXP|79AART|aMBVNT
284	33524 52331	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4VULN|5LHND|6aDMG|7AART|8ERES|9CDMG
285	51314 53121	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|26TLV|3RCR|4VULN|5DUR|7AART|8aDMG|9FEWX
286	51314 13113	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RPLT|aMBVNT
287	51314 13114	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RPLT|aDUST
288	51314 13115	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9RPLT|aERES
289	51314 13124	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DMG|9FEWX|aDUST
290	51314 13241	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8LHND|9ERES|aDMG
291	51314 13531	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8DUST|9CGEN|aDMG
292	15433 23411	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2DLOT|3LSRICY|4RCR|5CDMG|6DMG|7ZMB|89VULN|aAART
293	22231 61642	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5BEXP|6CDMG|7RCR|89aVULN
294	54332 31224	   	167.72	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|45ZMB|68VULN|7SELL|9DUR|aAART
295	62323 32432	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9CDMG|aCGEN
296	62323 32435	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9CDMG|aLIT
297	62323 32436	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9CDMG|aBEXP
298	51362 32226	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2TLV|3RCR|4RPLT|5LWND|6ZMB|7AART|89aVULN
299	42141 12136	 * 	167.53	DCR|3VULN|2AART|1DMG	13LWND|25AART|479VULN|6DMG|8RPLT|aRCR
300	51416 33123	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|3LHND|45VULN|6RCR|7AART|8DMG|9FEWX|aDUR
301	51611 33123	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9FEWX|aDUR
302	51611 33136	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aASPD
303	51611 33153	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9LWND|aDUR
304	51621 33123	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9FEWX|aDUR
305	51621 33136	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aASPD
306	51621 33153	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9LWND|aDUR
307	62323 32434	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9CDMG|aDUST
308	62323 32641	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9RCVC|aCDMG
309	62323 32661	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|aCDMG
310	36323 42431	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2NUKE|34VULN|5DUR|6RCR|7AART|8LHND|9CDMG|aDMG
311	62323 32611	 * 	167.41	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9aASPD
312	51312 13625	   	167.34	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	1CDMG|2TLV|3RCR|468VULN|5BEXP|7AART|9SELL|aZMB
313	33545 13332	   	167.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5BELT|6VULN|7RCVC|8AART|9aDMG
314	51312 13162	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|aDMSP
315	51312 13163	   	167.31	ACR|2VULN|1AART|2CDMG|1DMG	19CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|aLIT
316	51312 13164	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|aCGEN
317	51313 23116	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|2TLV|3RCR|4aVULN|6LWND|7AART|8DMG|9RPLT
318	51313 23121	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3RCR|4VULN|6LWND|7AART|8aDMG|9FEWX
319	51313 23133	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3RCR|4VULN|6LWND|7AART|8aDMG|9RCVC
320	51313 23135	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|2TLV|3RCR|4aVULN|6LWND|7AART|8DMG|9RCVC
321	51313 23151	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3RCR|4VULN|6LWND|7AART|8aDMG|9LHND
322	51315 23163	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	19CDMG|2TLV|3RCR|4VULN|5DMSP|6LWND|7AART|8aDMG
323	51353 33131	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2TLV|3RCR|4LWND|6FEWX|7AART|8aDMG|9VULN
