0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
167	44131 51332	   	167.48	ACR|4VULN|2DMG	17BEXP|27DMG|3RCVC|4RCR|5LEGI|679aVULN|7BPWR|8CGEN
168	13225 21425	   	167.47	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	1LWND|2ASPD|3TLV|459DMG|6RCR|7SELL|8VULN|aAART
169	33226 43143	 * 	167.26	ACR|4VULN|1DMG|2CDMG	1RMIN|2aCDMG|3SNIHEL|4DMG|5RCR|6789VULN
170	11411 51153	   	167.22	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2LHND|3AART|459VULN|6BEXP|7ASPD|8RCR|aDMG
171	25411 31153	   	167.22	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2BEXP|3AART|459VULN|6LWND|7ASPD|8RCR|aDMG
172	41411 31153	   	167.22	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|2LHND|3AART|459VULN|6LWND|7ASPD|8RCR|aDMG
173	53344 33121	   	167.22	DCR|3DMG|1AART|1VULN|1DUR	1aMLV|29aDMG|3AART|4VULN|5RMIN|6DUR|7aDUST|8RCR|aBPWR
174	53314 11236	   	167.21	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aFEWX|6RCR|7aVULN|8NUKE|9BELT
175	31325 44121	   	167.21	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5LWND|6RCR|78VULN|9aDMG|aBPWR
176	11411 21153	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2LHND|3AART|459VULN|6DUST|7ASPD|8RCR|aDMG
177	31321 44121	   	167.11	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5DUST|6RCR|78VULN|9aDMG|aBPWR
178	31321 44251	   	167.11	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aLHND|5DUST|6RCR|79VULN|8aDMG|aBPWR
179	31341 43121	   	167.11	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|5DUST|6RCR|7RCVC|8LWND|9aDMG|aBPWR
180	53312 11436	   	167.11	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aDUST|6RCR|7aVULN|8RMIN|9BELT
181	53314 11122	   	167.11	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7aVULN|89LWND
182	53314 11142	   	167.11	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|59FEWX|6RCR|7aVULN|8LWND
183	53314 11251	   	167.11	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aFEWX|6RCR|7aVULN|8NUKE|9MBVNT
184	53314 11312	   	167.11	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7aVULN|8BEXP|9CGEN
185	53314 11362	   	167.11	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7aVULN|89BEXP
186	53314 13226	   	167.11	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|57FEWX|6RCR|8CGEN|9aVULN
187	25411 43223	   	167.01	DCR|2VULN|2DMG|1AART	1LHND|2BEXP|3AART|45VULN|6RCR|7RCVC|8aDMG|9LWND
188	31341 46211	   	167.01	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|59DUST|6RCR|7FEWX|8aDMG|aBPWR
189	31341 46321	   	167.01	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|58DUST|6RCR|7FEWX|9aDMG|aBPWR
190	31362 44121	   	167.01	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aDUST|5LHND|6RCR|78VULN|9aDMG|aBPWR
191	31363 44121	   	167.01	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aDUST|5BEXP|6RCR|78VULN|9aDMG|aBPWR
192	41411 43223	   	167.01	DCR|2VULN|2DMG|1AART	1BEXP|2LHND|3AART|45VULN|6RCR|7RCVC|8aDMG|9LWND
193	53312 11122	   	167.01	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7aVULN|89LWND
194	53312 11236	   	167.01	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aDUST|6RCR|7aVULN|8NUKE|9BELT
195	53312 11312	   	167.01	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7aVULN|8BEXP|9CGEN
196	53312 11362	   	167.01	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7aVULN|89BEXP
197	53312 11451	   	167.01	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aDUST|6RCR|7aVULN|8RMIN|9MBVNT
198	53312 14226	   	167.01	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7DMSP|8CGEN|9aVULN
199	14525 13222	   	167.01	DCR|2VULN|2DMG|2CDMG|2DUR	1LWND|29DMG|3aCDMG|46DUR|57VULN|8RCR
200	24525 13222	   	167.01	DCR|2VULN|2DMG|2CDMG|2DUR	1LHND|29DMG|3aCDMG|46DUR|57VULN|8RCR
201	53312 11152	   	166.91	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|59DUST|6RCR|7aVULN|8LWND
202	53312 11251	   	166.91	DCR|2VULN|2DMG|1AART	14aMLV|24DMG|3AART|4aBPWR|5aDUST|6RCR|7aVULN|8NUKE|9MBVNT
203	53341 31225	 * 	166.83	DCR|3VULN|2AART|1DMG	1MLV|2DMG|36AART|479VULN|5DUST|8CGEN|aRCR
204	53312 11266	   	166.81	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|59DUST|6RCR|7aVULN|8NUKE
205	13525 43223	 * 	166.72	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1LWND|2ASPD|3aCDMG|4DUR|567VULN|8RCR|9DMG
206	53332 11636	   	166.67	DCR|2VULN|2DMG|1AART|1SELL	1MLV|29DMG|3AART|4RCVC|5DUST|6RCR|7aVULN|8SELL
207	53312 11616	   	166.67	DCR|2VULN|2DMG|1AART|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7aVULN|8SELL|9TLV
208	53312 11626	   	166.67	DCR|2VULN|2DMG|1AART|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7aVULN|8SELL|9ERES
209	44112 11351	   	166.61	DCR|2VULN|2DMG|1AART	189BEXP|29DMG|3RCVC|4AART|5RMIN|6RCR|79VULN|9BPWR|aCGEN
210	44112 11353	   	166.61	DCR|2VULN|2DMG|1AART	189BEXP|29DMG|3RCVC|4AART|5RMIN|6RCR|79VULN|9BPWR|aRPLT
211	53111 25511	   	166.57	DCR|3DMG|2VULN|1ZMB	13aMLV|23aDMG|3aBPWR|4BEXP|5ZMB|6RCR|7RMIN|8DMSP|9aVULN
212	24223 11131	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	1LHND|24DMG|3TLV|59AART|6RCR|7VULN|8LWND|aDUR
213	24223 14224	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9VULN|aDUR
214	24223 14262	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9DUR|aVULN
215	24323 14324	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9VULN|aDUR
216	35321 25411	   	166.47	DCR|3DMG|2VULN|1ZMB	17RMIN|24aDMG|3aFEWX|5ZMB|6RCR|8CGEN|9aVULN|aBPWR
217	44321 25311	   	166.47	DCR|3DMG|2VULN|1ZMB	1aBEXP|24aDMG|38CGEN|5ZMB|6RCR|7RMIN|9aVULN|aBPWR
218	53111 21511	   	166.47	DCR|3DMG|2VULN|1ZMB	13aMLV|23aDMG|3aBPWR|4BEXP|5ZMB|6RCR|7NUKE|8DMSP|9aVULN
219	53141 21211	   	166.47	DCR|3DMG|2VULN|1ZMB	13aMLV|23aDMG|3aBPWR|48LWND|5ZMB|6RCR|7NUKE|9aVULN
220	53141 21311	   	166.47	DCR|3DMG|2VULN|1ZMB	13aMLV|23aDMG|3aBPWR|4LWND|5ZMB|6RCR|7NUKE|8RCVC|9aVULN
221	53151 21511	   	166.47	DCR|3DMG|2VULN|1ZMB	13aMLV|23aDMG|3aBPWR|4FEWX|5ZMB|6RCR|7NUKE|8DMSP|9aVULN
222	43325 24212	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2ASPD|3CGEN|45DMG|6RCR|7BELT|8CDMG|9AART|aVULN
223	14321 21211	   	166.37	DCR|3DMG|2VULN|1ZMB	18aLWND|24aDMG|3CGEN|5ZMB|6RCR|7NUKE|9aVULN|aBPWR
224	14321 21311	   	166.37	DCR|3DMG|2VULN|1ZMB	1aLWND|24aDMG|3CGEN|5ZMB|6RCR|7NUKE|8RCVC|9aVULN|aBPWR
225	24321 21311	   	166.37	DCR|3DMG|2VULN|1ZMB	1aLHND|24aDMG|38CGEN|5ZMB|6RCR|7NUKE|9aVULN|aBPWR
226	44321 21311	   	166.37	DCR|3DMG|2VULN|1ZMB	1aBEXP|24aDMG|38CGEN|5ZMB|6RCR|7NUKE|9aVULN|aBPWR
227	44321 21511	   	166.37	DCR|3DMG|2VULN|1ZMB	1aBEXP|24aDMG|3CGEN|5ZMB|6RCR|7NUKE|8DMSP|9aVULN|aBPWR
228	53621 51231	   	166.37	DCR|3DMG|2VULN|1ZMB	1aMLV|24aDMG|39VULN|5ZMB|6RCR|7NUKE|8aLWND|aBPWR
229	35321 21236	   	166.37	DCR|3DMG|2VULN|1ZMB	1RMIN|24aDMG|3aFEWX|5ZMB|6RCR|7NUKE|8LWND|9aVULN|aBPWR
230	35321 22511	   	166.37	DCR|3DMG|2VULN|1ZMB	1RMIN|24aDMG|3aFEWX|5ZMB|6RCR|7ERES|8DMSP|9aVULN|aBPWR
231	23363 24361	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LIT|3DMG|4aVULN|5ERES|6RCR|7DUR|8CDMG|9AART
232	43225 24212	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2ASPD|3TLV|45DMG|6RCR|7BELT|8CDMG|9AART|aVULN
233	14221 21211	   	166.27	DCR|3DMG|2VULN|1ZMB	18aLWND|24aDMG|3TLV|5ZMB|6RCR|7NUKE|9aVULN|aBPWR
234	14221 21311	   	166.27	DCR|3DMG|2VULN|1ZMB	1aLWND|24aDMG|3TLV|5ZMB|6RCR|7NUKE|8RCVC|9aVULN|aBPWR
235	24223 14313	   	166.27	DCR|3DMG|2AART|1ZMB	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9CGEN|aZMB
236	24223 14333	   	166.27	DCR|3DMG|2AART|1ZMB	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9MLV|aZMB
237	24223 14343	   	166.27	DCR|3DMG|2AART|1ZMB	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9BELT|aZMB
238	44221 21511	   	166.27	DCR|3DMG|2VULN|1ZMB	1aBEXP|24aDMG|3TLV|5ZMB|6RCR|7NUKE|8DMSP|9aVULN|aBPWR
239	35521 21236	   	166.27	DCR|3DMG|2VULN|1ZMB	1RMIN|24aDMG|3LEGI|5ZMB|6RCR|7NUKE|8aLWND|9aVULN|aBPWR
240	11411 44311	   	166.26	DCR|4VULN|1AART|1DUR	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9BEXP|aDUR
241	11411 44333	   	166.26	DCR|4VULN|1AART|1ASPD	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9ASPD|aBEXP
242	33226 11227	   	166.20	ACR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|2aCDMG|3SNIHEL|4aDMG|5RCR|6ZMB|7LHND|8aVULN|9MBVNT|aBPWR
243	53621 51232	   	166.17	DCR|3VULN|2DMG|1ZMB	1MLV|24DMG|39aVULN|5ZMB|6RCR|7NUKE|8LWND
244	11411 44332	   	166.16	DCR|4VULN|1AART|1ASPD	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9ASPD|aTLV
245	33226 14227	   	166.10	ACR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|2aCDMG|3SNIHEL|4aDMG|5RCR|6ZMB|7DUST|8aVULN|9MBVNT|aBPWR
246	31346 51321	 * 	166.08	ACR|4VULN|2AART	1RMIN|2CGEN|3aAART|4679VULN|5RCR|8ERES
247	31346 52321	   	166.08	ACR|4VULN|2AART	1RMIN|2CGEN|3aAART|4689VULN|5RCR|7ERES
248	24323 11451	   	165.91	DCR|2VULN|2DMG|1AART	1aLHND|24DMG|3aCGEN|5AART|6RCR|7aVULN|8RMIN|9MBVNT|aBPWR
249	23112 12635	   	165.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LHND|2LIT|36DUR|4DMG|5RCR|7AART|89VULN|aZMB
250	24323 11112	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|39CGEN|5AART|6RCR|7aVULN|8LWND
251	24323 11251	   	165.81	DCR|2VULN|2DMG|1AART	1aLHND|24DMG|3aCGEN|5AART|6RCR|7aVULN|8NUKE|9MBVNT|aBPWR
252	24323 11312	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|39CGEN|5AART|6RCR|7aVULN|8BEXP
253	24323 13531	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|89VULN|aBELT
254	24323 13532	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3aCGEN|5AART|6RCR|7LIT|89VULN
255	24323 13534	   	165.81	DCR|2VULN|2DMG|1AART	1aLHND|24DMG|3CGEN|5AART|6RCR|7LIT|89VULN
256	24323 13535	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|89VULN|aLWND
257	24323 16342	   	165.81	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3CGEN|5AART|6RCR|78BEXP|9aVULN
258	24223 11122	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|6RCR|7aVULN|89LWND
259	24223 11312	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|6RCR|7aVULN|8BEXP|9CGEN
260	24223 11332	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|6RCR|7aVULN|8BEXP|9MLV
261	24223 11451	   	165.71	DCR|2VULN|2DMG|1AART	1aLHND|24DMG|3aTLV|5AART|6RCR|7aVULN|8RMIN|9MBVNT|aBPWR
262	24223 16342	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|6RCR|78BEXP|9aVULN
263	24323 15142	   	165.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3CGEN|5AART|6RCR|7RMIN|8ERES|9aVULN
264	33511 21611	   	165.71	DCR|2VULN|2DMG|3CDMG	1RMIN|28aCDMG|3ERES|4RPLT|5DMSP|6RCR|7aDMG|9aVULN|aBPWR
265	24223 11251	   	165.61	DCR|2VULN|2DMG|1AART	1aLHND|24DMG|3aTLV|5AART|6RCR|7aVULN|8NUKE|9MBVNT|aBPWR
266	24223 15142	   	165.61	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|6RCR|7RMIN|8ERES|9aVULN
267	23361 24432	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|3aDMG|4aVULN|5TLV|6RCR|7aDUR|8CGEN|9CDMG|aBPWR
268	23363 24432	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|3aDMG|4aVULN|5ERES|6RCR|7aDUR|8CGEN|9CDMG|aBPWR
269	23363 24332	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|3aDMG|4aVULN|5ERES|6RCR|7aDUR|8CDMG|9MLV|aBPWR
270	24323 11616	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7aVULN|8SELL|9MLV
271	23361 24132	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|3aDMG|4aVULN|5TLV|6RCR|7aDUR|8ERES|9CDMG|aBPWR
272	24223 11616	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7aVULN|8SELL|9MLV
273	24323 11626	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7aVULN|8SELL|9ERES
274	53352 15113	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1MLV|2DMG|3aAART|4DUR|5LHND|6BEXP|7RCR|89VULN
275	53352 35113	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1MLV|2DMG|3aAART|4DUR|5LHND|6LWND|7RCR|89VULN
276	53314 11421	   	165.38	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5FEWX|6RCR|7VULN|8RMIN|9aLWND
277	24223 11626	   	165.37	DCR|2VULN|2DMG|1AART|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7aVULN|8SELL|9ERES
278	53352 25113	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1MLV|2DMG|3aAART|4DUR|5LHND|6DUST|7RCR|89VULN
279	35225 21253	   	165.29	DCR|2DMG|1AART|1VULN|2CDMG	1RMIN|29DMG|39CDMG|4LIT|5TLV|6AART|7RCR|89MLV|9BPWR|aVULN
280	31342 44221	   	165.28	DCR|3VULN|1AART|1DMG	1RMIN|2aCGEN|3AART|47aVULN|5LHND|6RCR|8DMG|9aLWND|aBPWR
281	31342 44231	   	165.28	DCR|3VULN|1AART|1DMG	1RMIN|2aCGEN|3AART|47aVULN|5LHND|6RCR|8DMG|9aFEWX|aBPWR
282	53312 11421	   	165.28	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5DUST|6RCR|7VULN|8RMIN|9aLWND
283	53314 11221	   	165.28	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5FEWX|6RCR|7VULN|8NUKE|9aLWND
284	53314 14312	   	165.28	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58FEWX|6RCR|7DMSP|9DUST|aVULN
285	35621 23236	   	165.25	DCR|3DMG|1AART|2DUR|1ZMB	1RMIN|249DMG|3aDUR|5ZMB|6RCR|7LWND|8AART
286	13325 26422	   	165.20	DCR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|459DMG|6RCR|7CDMG|8VULN|aDUR
287	35223 21533	   	165.19	DCR|2VULN|1AART|2CDMG|1DMG	1RMIN|2DMG|38CDMG|4LIT|5MLV|6AART|7RCR|9aVULN
288	31321 44221	   	165.18	DCR|3DMG|1AART|1VULN	1RMIN|2aCGEN|3AART|4aLHND|5DUST|6RCR|7VULN|89aDMG|aBPWR
289	31341 44221	   	165.18	DCR|3VULN|1AART|1DMG	1RMIN|2aCGEN|3AART|47aVULN|5DUST|6RCR|8DMG|9aLWND|aBPWR
290	53312 11221	   	165.18	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5DUST|6RCR|7VULN|8NUKE|9aLWND
291	53312 14331	   	165.18	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58DUST|6RCR|7DMSP|9VULN|aCGEN
292	53312 14334	   	165.18	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58DUST|6RCR|7DMSP|9VULN|aRMIN
293	53312 14342	   	165.18	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58DUST|6RCR|7DMSP|9FEWX|aVULN
294	13225 26422	   	165.10	DCR|3DMG|1VULN|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|459DMG|6RCR|7CDMG|8VULN|aDUR
295	35225 21533	   	165.09	DCR|2VULN|1AART|2CDMG|1DMG	1RMIN|2DMG|38CDMG|4LIT|5TLV|6AART|7RCR|9aVULN
296	35225 21363	   	165.09	DCR|2VULN|1AART|2CDMG|1DMG	1RMIN|2DMG|39CDMG|4LIT|5TLV|6AART|7RCR|8aVULN
297	15411 43232	   	165.08	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|45aVULN|6RCR|7RCVC|8CGEN|9DMG
298	31362 44221	   	165.08	DCR|3DMG|1AART|1VULN	1RMIN|2aCGEN|3AART|4aDUST|5LHND|6RCR|7VULN|89aDMG|aBPWR
299	31363 44221	   	165.08	DCR|3DMG|1AART|1VULN	1RMIN|2aCGEN|3AART|4aDUST|5BEXP|6RCR|7VULN|89aDMG|aBPWR
300	53312 11414	   	165.08	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5DUST|6RCR|7VULN|8RMIN|9aLSRHEA
301	53312 14335	   	165.08	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58DUST|6RCR|7DMSP|9VULN|aERES
302	53314 11214	   	165.08	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5FEWX|6RCR|7VULN|8NUKE|9aLSRHEA
303	53314 11261	   	165.08	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5FEWX|6RCR|7VULN|8NUKE|9aDUST
304	11411 42232	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|28LHND|3AART|45aVULN|6RCR|7ERES|9DMG
305	11411 46212	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2LHND|3AART|45aVULN|6RCR|7BEXP|8DMG|9DUST
306	53312 11214	   	164.98	DCR|3DMG|1AART|1VULN	14aMLV|24aDMG|3AART|4aBPWR|5DUST|6RCR|7VULN|8NUKE|9aLSRHEA
307	53352 15112	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3AART|4DUR|5LHND|6BEXP|7RCR|89VULN|aZMB
308	53352 35112	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3AART|4DUR|5LHND|6LWND|7RCR|89VULN|aZMB
309	11411 31312	   	164.95	DCR|5VULN|1AART	168LWND|28LHND|3AART|4578aVULN|8BPWR|9RCR
310	15411 31312	   	164.95	DCR|5VULN|1AART	168LWND|28BEXP|3AART|4578aVULN|8BPWR|9RCR
311	53314 11631	   	164.94	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8SELL|aCGEN
312	53314 11633	   	164.94	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8SELL|aLWND
313	53312 14351	   	164.94	DCR|3DMG|1AART|1VULN|1SELL	148MLV|248DMG|3AART|48BPWR|58DUST|6RCR|7DMSP|9SELL|aVULN
314	35621 23242	   	164.89	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
315	15411 42332	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|45aVULN|6RCR|78ERES|9DMG
316	53351 15112	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3AART|4DUR|5DUST|6BEXP|7RCR|89VULN|aZMB
317	53352 25112	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3AART|4DUR|5LHND|6DUST|7RCR|89VULN|aZMB
318	53312 11631	   	164.84	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|aCGEN
319	53312 11633	   	164.84	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|aLWND
320	53314 11632	   	164.84	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8SELL|aERES
321	11411 44233	   	164.84	DCR|3VULN|1AART|1DMG|1SELL	1LWND|2LHND|3AART|457VULN|6RCR|8CGEN|9DMG|aSELL
322	53312 11632	   	164.74	DCR|3DMG|1AART|1VULN|1SELL	14MLV|249DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|aERES
323	31341 25121	   	164.61	DCR|2VULN|2DMG|1AART	1RMIN|2aCGEN|3AART|4aVULN|56DUST|7RCR|8LWND|9aDMG|aBPWR
324	53141 16222	   	164.57	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	13MLV|239DMG|3BPWR|4LWND|5ZMB|6VULN|7CDMG|8RCR|aDUR
325	53111 16263	   	164.57	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	13MLV|23aDMG|3BPWR|4BEXP|5ZMB|6VULN|7CDMG|8RCR|9DUR
326	44111 11352	   	164.48	DCR|3VULN|1AART|1DMG	189BEXP|2DMG|3RCVC|4AART|59ERES|6RCR|79aVULN|9BPWR
327	35621 16213	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RMIN|24aDMG|3DUR|5ZMB|6VULN|7CDMG|8RCR|9BEXP
328	35621 16221	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RMIN|249DMG|3DUR|5ZMB|6VULN|7CDMG|8RCR|aFEWX
329	35621 16223	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RMIN|249DMG|3DUR|5ZMB|6VULN|7CDMG|8RCR|aMLV
330	14321 16222	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aDUR
331	24321 16222	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aDUR
332	53621 26222	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|249DMG|3VULN|5ZMB|6LHND|7CDMG|8RCR|aDUR
333	14221 16222	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aDUR
334	24221 16222	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aDUR
335	35521 16222	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RMIN|249DMG|3LEGI|5ZMB|6VULN|7CDMG|8RCR|aDUR
336	35621 23222	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|79LWND|8AART|aVULN
337	35661 23232	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|29DMG|3DUR|4RCVC|5ZMB|6RCR|7LWND|8AART|aVULN
338	23321 25216	   	164.36	DCR|2VULN|2DMG|1CDMG|1ZMB	18LHND|2LIT|38DMG|4LWND|5TLV|6RCR|78VULN|8BPWR|9ZMB|aCDMG
