0	Index      	 *	Score 	Summary	Detail	
1	63325 61332	 * 	201.16	DCR|4VULN|2DMG|2ASPD|1ZMB|1DUR	139aVULN|23ASPD|3aBPWR|4aDMG|5DUR|6RCR|7ZMB|8aBEXP
161	63321 62113	   	176.23	DCR|4VULN|1DMG|2ASPD|1ZMB	1379VULN|23ASPD|3BPWR|4DMG|58DUST|6RCR|aZMB
162	63321 63263	   	176.23	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|89LIT
163	63321 63132	   	176.13	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|8TLV|9LIT
164	63321 63223	   	176.13	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|59DUST|6RCR|7AART|8LIT
165	63321 63232	   	176.13	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|8LIT|9TLV
166	63321 63532	   	176.03	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|8AIRHEL|9LEGI
167	31256 32842	   	175.95	DCR|3VULN|3DMG|2DUR	1aDUR|2MBVNT|37aVULN|48aDMG|5RMIN|6NUKE|9RCR|aBPWR
168	15363 12151	   	175.87	DCR|3VULN|2DMG|2ZMB|1CDMG	13ZMB|236VULN|3BPWR|4CDMG|58DMG|7LHND|9RCVC|aRCR
169	15313 63312	   	175.86	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aLWND
170	15313 63314	   	175.86	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aRMIN
171	15313 63316	   	175.86	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8aLHND|9DMG
172	15313 63321	   	175.86	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9CGEN|aDMG
173	15313 63331	   	175.86	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9RMIN|aDMG
174	63325 62213	   	175.85	DCR|3VULN|2DMG|2ASPD|1DUR	137VULN|23ASPD|3BPWR|4aDMG|5DUR|6RCR|8LHND|9LIT
175	63325 62313	   	175.85	DCR|3VULN|2DMG|2ASPD|1DUR	137VULN|23ASPD|3BPWR|4aDMG|5DUR|6RCR|8LWND|9LIT
176	63333 13336	 * 	175.84	DCR|2VULN|1AART|3ASPD|1DMG|1CDMG	13VULN|235ASPD|3BPWR|4LWND|6CGEN|7AART|8RCR|9DMG|aCDMG
177	15313 63151	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8TLV|9LHND|aDMG
178	15313 63313	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aERES
179	15313 63315	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8LHND|9DMG|aDUST
180	15313 63412	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8DUST|9DMG|aLWND
181	15313 63421	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8DUST|9CGEN|aDMG
182	15313 63431	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8DUST|9RMIN|aDMG
183	15313 63631	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8CGEN|9DUST|aDMG
184	63321 62513	   	175.75	DCR|3VULN|2DMG|2ASPD|1DUR	137VULN|23ASPD|3BPWR|4aDMG|5DUST|6RCR|8DUR|9LIT
185	63325 62113	   	175.75	DCR|3VULN|2DMG|2ASPD|1DUR	137VULN|23ASPD|3BPWR|4aDMG|5DUR|6RCR|8DUST|9LIT
186	15313 63141	   	175.66	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8TLV|9DUST|aDMG
187	15313 63413	   	175.66	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6RCR|7AART|8DUST|9DMG|aERES
188	63322 34334	   	175.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13VULN|23ASPD|3BPWR|4DMG|5ZMB|6LWND|7RCR|8AART|9LIT|aDUR
189	65213 63311	   	175.61	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ZMB|4DUR|5ASPD|6RCR|7AART|8LHND|9aDMG
190	15363 11611	   	175.58	DCR|4VULN|1DMG|2ZMB|1CDMG	13ZMB|2369VULN|3BPWR|4CDMG|5DMG|7CGEN|8RCR|aBELT
191	21253 41734	   	175.54	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2MBVNT|39aVULN|4DMG|5RCR|6ASPD|7ZMB|8AART
192	61523 41734	   	175.54	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	19aVULN|2MBVNT|3ASPD|4LWND|5RCR|6DMG|7ZMB|8AART
193	63321 65223	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|59DUST|6RCR|7LIT|8AART
194	63321 65232	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7LIT|8AART|9TLV
195	63321 62611	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9FEWX|aERES
196	63321 62613	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9FEWX|aDLOT
197	63321 62621	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9TLV|aLHND
198	63321 62631	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9BEXP|aERES
199	63321 62633	   	175.53	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9BEXP|aDLOT
200	16212 31526	 * 	175.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4CGEN|5VULN|6aDMG|7RCR|8AART|9CDMG
201	16212 31536	 * 	175.52	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1ZMB|2DUR|3DUST|4CGEN|59VULN|6DMG|7RCR|8AART|aFLTHEA
202	15363 11612	   	175.48	DCR|4VULN|1DMG|2ZMB|1CDMG	13ZMB|2369VULN|3BPWR|4CDMG|5DMG|7CGEN|8RCR|aTLV
203	63321 62623	   	175.43	DCR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|8AART|9aTLV
204	21253 62342	 * 	175.29	ACR|3VULN|2DMG|1AART	169LWND|2MBVNT|37aVULN|4aDMG|5RCR|8AART|aBPWR
205	15325 33522	   	175.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	13ZMB|23VULN|3BPWR|4DMG|5DUR|6FEWX|7AART|8AIRHEL|9RCR|aCDMG
206	15322 42511	   	175.21	DCR|3VULN|3ZMB|1DMG|1FLTHEA	139ZMB|239VULN|39BPWR|4DMG|5RPLT|6FLTHEA|79LHND|8RCR|aBELT
207	15322 42512	   	175.21	DCR|3VULN|3ZMB|1DMG|1FLTHEA	139ZMB|239VULN|39BPWR|4DMG|5RPLT|6FLTHEA|79LHND|8RCR|aFEWX
208	63311 15522	   	175.16	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	13VULN|23ASPD|3BPWR|4DUR|5AART|6BEXP|7DMG|8AIRHEL|9RCR|aCDMG
209	63331 42522	   	175.16	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	13VULN|23ASPD|3BPWR|4LWND|5AART|6DMG|7DUR|8AIRHEL|9RCR|aCDMG
210	63354 12322	   	175.16	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	13VULN|23ASPD|3BPWR|4AIRHEA|5AART|6DMG|7DUR|8LHND|9RCR|aCDMG
211	31254 32842	   	175.15	DCR|3DMG|2VULN|2ZMB|2DUR	1aDUR|2MBVNT|37VULN|48aDMG|5aZMB|6NUKE|9RCR|aBPWR
212	63311 21333	   	175.12	DCR|4VULN|1AART|3ASPD|1DUR	1379VULN|238ASPD|3BPWR|4DUR|5AART|6DUST|aRCR
213	63313 11324	   	175.12	DCR|2VULN|2DMG|3ASPD|1ZMB|1DUR	13VULN|235ASPD|3BPWR|4DUR|6CGEN|7RCR|89DMG|aZMB
214	15322 42513	   	175.11	DCR|3VULN|3ZMB|1DMG|1FLTHEA	139ZMB|239VULN|39BPWR|4DMG|5RPLT|6FLTHEA|79LHND|8RCR|aDUST
215	63325 51321	   	175.02	DCR|2VULN|1AART|3ASPD|1DMG|2DUR	13VULN|236ASPD|3BPWR|4DMG|58DUR|7RCR|9LWND|aAART
216	63325 51331	   	175.02	DCR|2VULN|1AART|3ASPD|1DMG|2DUR	13VULN|236ASPD|3BPWR|4DMG|58DUR|7RCR|9LHND|aAART
217	63322 34335	   	174.99	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	13VULN|23aASPD|3BPWR|4DMG|5ZMB|6LWND|7RCR|8AART|9LIT
218	15322 26113	   	174.97	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|238VULN|3BPWR|4DMG|5RPLT|6CGEN|7AART|9DUR|aRCR
219	63322 34326	   	174.89	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	13VULN|23aASPD|3BPWR|4DMG|5ZMB|6LWND|7RCR|8AART|9DLOT
220	34251 11622	 * 	174.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|237VULN|4DMG|5AART|6BEXP|8CDMG|9FEWX|aRCR
221	34251 11632	   	174.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|237VULN|4DMG|5AART|6BEXP|8CDMG|9LHND|aRCR
222	24251 11612	   	174.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LWND|237VULN|4DMG|5AART|6BEXP|8CDMG|9DUR|aRCR
223	62251 11612	   	174.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2LWND|4DMG|5AART|6BEXP|8CDMG|9DUR|aRCR
224	15313 62533	   	174.84	DCR|3VULN|1AART|2ZMB|2DUR|1ASPD	13ZMB|237VULN|3BPWR|48DUR|5ASPD|6RCR|9TLV|aAART
225	31253 54183	 * 	174.84	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDUR|2MBVNT|3VULN|4aDMG|5RCR|6DMSP|7AART|8aCDMG|9NUKE|aBPWR
226	61222 82472	 * 	174.79	DCR|3VULN|1AART|2CDMG|2ASPD|1SELL	13aVULN|2MBVNT|4SELL|5CGEN|6RCR|7aCDMG|8aASPD|9AART|aBPWR
227	24251 21612	   	174.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LWND|237VULN|4DMG|5AART|6DUST|8CDMG|9DUR|aRCR
228	62251 21612	   	174.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2LWND|4DMG|5AART|6DUST|8CDMG|9DUR|aRCR
229	34251 21622	   	174.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|237VULN|4DMG|5AART|6DUST|8CDMG|9FEWX|aRCR
230	34251 21632	   	174.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|237VULN|4DMG|5AART|6DUST|8CDMG|9LHND|aRCR
231	61221 72472	 * 	174.69	DCR|3VULN|1AART|2CDMG|2ASPD|1SELL	13aVULN|2MBVNT|4SELL|5ERES|6RCR|7aCDMG|8aASPD|9AART|aBPWR
232	15325 14843	   	174.68	DCR|2VULN|2DMG|3ZMB|1DUR|1ASPD	13aZMB|23VULN|3BPWR|48DMG|5DUR|6MBVNT|7ASPD|9RCR
233	15323 16613	   	174.63	DCR|3VULN|1DMG|2CDMG|2ZMB|1DUR	13ZMB|239VULN|3BPWR|4DMG|5ERES|67CDMG|8RCR|aDUR
234	15324 34332	   	174.54	DCR|3VULN|1AART|1DMG|2ZMB	13ZMB|23aVULN|3BPWR|4DMG|5NUKE|6LWND|7RCR|8AART|9LIT
235	15321 54312	   	174.34	DCR|2VULN|2DMG|3ZMB|1ASPD	13aZMB|23VULN|3aBPWR|4aDMG|5DUST|6ASPD|7RCR|8aBEXP|9RCVC
236	31253 82622	   	174.34	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDUR|2MBVNT|3VULN|4aDMG|5RCR|6MLV|7CGEN|8AART|9aCDMG|aBPWR
237	31253 46173	   	174.32	ACR|2VULN|2DMG|2ASPD|2DUR|1ZMB	19DUR|2MBVNT|38VULN|49DMG|5RCR|69ASPD|7RCVC|9BPWR|aZMB
238	15313 62243	   	174.28	DCR|4VULN|3ZMB|1DUR|1ASPD	13aZMB|237aVULN|3aBPWR|4DUR|5ASPD|6RCR|89aLHND
239	15313 62362	   	174.28	DCR|4VULN|3ZMB|1DUR|1ASPD	139ZMB|2379VULN|39BPWR|4DUR|5ASPD|6RCR|89LWND|aLIT
240	15313 62363	   	174.28	DCR|4VULN|3ZMB|1DUR|1ASPD	139ZMB|2379VULN|39BPWR|4DUR|5ASPD|6RCR|89LWND|aBEXP
241	15363 12141	   	174.27	DCR|3VULN|2DMG|2ZMB|1CDMG	13ZMB|236VULN|3BPWR|4CDMG|58DMG|79LHND|aRCR
242	15363 25121	   	174.27	DCR|3VULN|2DMG|2ZMB|1CDMG	13ZMB|239VULN|3BPWR|4CDMG|58DMG|6RMIN|7MLV|aRCR
243	31253 72622	   	174.24	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1aDUR|2MBVNT|3VULN|4aDMG|5RCR|6ERES|7CGEN|8AART|9aCDMG|aBPWR
244	63321 63215	   	174.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	13VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|7AART|8LIT|9RPLT|aCDMG
245	34343 41332	   	174.20	DCR|2VULN|2DMG|2ASPD|2DUR|1ZMB	1aDUR|29VULN|3aFEWX|48DMG|5ZMB|6aASPD|7RCR|aBPWR
246	21253 61174	   	174.19	ACR|3VULN|2DMG|1AART	169LWND|2MBVNT|389VULN|49DMG|5RCR|7RMIN|9BPWR|aAART
247	21253 62474	   	174.19	ACR|3VULN|2DMG|1AART	169LWND|2MBVNT|379VULN|49DMG|5RCR|8RMIN|9BPWR|aAART
248	61353 31172	   	174.19	ACR|3VULN|2DMG|1AART	189VULN|2MBVNT|369FEWX|49DMG|5RCR|7RMIN|9BPWR|aAART
249	15363 24121	   	174.17	DCR|3VULN|2DMG|2ZMB|1CDMG	13ZMB|239VULN|3BPWR|4CDMG|58DMG|6RMIN|7TLV|aRCR
250	15313 62161	   	174.08	DCR|4VULN|3ZMB|1DUR|1ASPD	139ZMB|2379VULN|39BPWR|4DUR|5ASPD|6RCR|89DUST|aDMSP
251	63322 34214	   	174.03	DCR|4VULN|1DMG|2ASPD|1ZMB	139aVULN|23ASPD|3BPWR|4DMG|5ZMB|68LWND|7RCR
252	65263 12121	   	174.02	DCR|3VULN|2DMG|1CDMG|1ZMB	169VULN|2RCVC|3ZMB|4CDMG|58DMG|7LHND|aRCR
253	21253 52813	   	173.99	ACR|3VULN|2DMG|1AART	1LWND|2MBVNT|379VULN|48DMG|5RCR|6DMSP|aAART
254	21253 62813	   	173.99	ACR|3VULN|2DMG|1AART	16LWND|2MBVNT|379VULN|48DMG|5RCR|aAART
255	15313 62133	   	173.98	DCR|4VULN|3ZMB|1DUR|1ASPD	13aZMB|237aVULN|3aBPWR|4DUR|5ASPD|6RCR|89aDUST
256	15313 62162	   	173.98	DCR|4VULN|3ZMB|1DUR|1ASPD	139ZMB|2379VULN|39BPWR|4DUR|5ASPD|6RCR|89DUST|aERES
257	63325 33522	   	173.96	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	13VULN|23ASPD|3BPWR|4DMG|5DUR|6FEWX|7AART|8AIRHEL|9RCR|aCDMG
258	63322 34113	   	173.93	DCR|4VULN|1DMG|2ASPD|1ZMB	139aVULN|23ASPD|3BPWR|4DMG|5ZMB|6LWND|7RCR|8BASICY
259	15361 11323	   	173.85	DCR|3VULN|3ZMB|1AART|1CDMG	138ZMB|236VULN|3BPWR|4CDMG|5ERES|7CGEN|9AART|aRCR
260	63322 54113	   	173.83	DCR|4VULN|1DMG|2ASPD|1ZMB	139aVULN|23ASPD|3BPWR|4DMG|5ZMB|6DUST|7RCR|8BASICY
261	53222 15153	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	13DUST|2ASPD|4DMG|5ZMB|6CDMG|7AART|8RCR|9aVULN
262	61471 81331	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	19VULN|2MBVNT|3CGEN|4AART|5ZMB|6RCR|7DUR|8ASPD|aDMG
263	31253 11734	 * 	173.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|39VULN|4DMG|5RCR|6CGEN|7ZMB|8AART|aCDMG
264	31253 81734	   	173.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|39VULN|4DMG|5RCR|6MLV|7ZMB|8AART|aCDMG
265	31248 31631	   	173.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|359VULN|4FEWX|6DMG|7RCR|8AART|aASPD
266	31278 31631	   	173.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|359VULN|4BEXP|6DMG|7RCR|8AART|aASPD
267	31248 51631	   	173.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|359VULN|4FEWX|6ASPD|7RCR|8AART|aDMG
268	31253 71734	   	173.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|39VULN|4DMG|5RCR|6ERES|7ZMB|8AART|aCDMG
269	31354 81542	 * 	173.42	DCR|3VULN|1AART|3DUR|2ASPD	137DUR|2MBVNT|48aVULN|5AART|6RCR|9aASPD|aBPWR
270	31253 42731	   	173.41	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2MBVNT|39VULN|4aDMG|5RCR|6ASPD|7CGEN|8AART
271	15324 34213	   	173.34	DCR|3VULN|1AART|1DMG|2ZMB	13ZMB|239VULN|3BPWR|4DMG|5NUKE|68LWND|7RCR|aAART
272	63323 16613	 * 	173.33	DCR|3VULN|1DMG|2CDMG|2ASPD|1DUR	139VULN|23ASPD|3BPWR|4DMG|5ERES|67CDMG|8RCR|aDUR
273	61212 31634	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	139VULN|2MBVNT|4FEWX|5BEXP|6DMG|7RCR|8AART|aCDMG
274	63362 41631	   	173.23	DCR|3VULN|1AART|1DMG|2ASPD	139VULN|23ASPD|3BPWR|4MBVNT|5LWND|6BEXP|7RCR|8AART|aDMG
275	63324 12121	   	173.17	DCR|4VULN|2DMG|2ASPD|1SELL	1369VULN|23ASPD|3BPWR|48DMG|5SELL|7LHND|aRCR
276	63324 14121	   	173.17	DCR|4VULN|2DMG|2ASPD|1SELL	1369VULN|23ASPD|3BPWR|48DMG|5SELL|7LWND|aRCR
277	61215 31634	   	173.13	DCR|3VULN|1AART|1DMG|1CDMG	139VULN|2MBVNT|4FEWX|5DUST|6DMG|7RCR|8AART|aCDMG
278	63325 61333	   	173.12	DCR|3VULN|1DMG|2ZMB|2ASPD|1DUR	139VULN|23ASPD|3BPWR|4DMG|5DUR|6RCR|7aZMB|8BEXP
279	31254 53842	 * 	173.11	DCR|2VULN|2DMG|3DUR|2ASPD|1ZMB	17aDUR|2MBVNT|3aVULN|48DMG|5ZMB|6aASPD|9RCR|aBPWR
280	15363 16121	   	172.99	DCR|4VULN|1DMG|2ZMB|1CDMG	13ZMB|2369VULN|3BPWR|4CDMG|5DMG|7RCVC|8FEWX|aRCR
281	15363 16321	   	172.99	DCR|4VULN|1DMG|2ZMB|1CDMG	13ZMB|2369VULN|3BPWR|4CDMG|5DMG|7RCVC|8LWND|aRCR
282	61232 43818	   	172.96	DCR|3VULN|3DMG|1DUR	139VULN|2MBVNT|4LIT|59ERES|679DMG|8RCR|9BPWR|aDUR
283	63321 51214	   	172.93	DCR|3VULN|2DMG|3ASPD	13aVULN|236ASPD|3aBPWR|4aDMG|5DUST|7RCR|8CGEN|9aLHND
284	63321 51234	   	172.93	DCR|3VULN|2DMG|3ASPD	13aVULN|236ASPD|3aBPWR|4aDMG|5DUST|7RCR|8CGEN|9aLWND
285	63333 11314	   	172.93	DCR|3VULN|2DMG|3ASPD	13aVULN|235ASPD|3aBPWR|4LWND|6aCGEN|7RCR|8aDMG|9LEGI
286	63363 34345	   	172.93	DCR|3VULN|2DMG|3ASPD	13aVULN|235ASPD|3aBPWR|4MBVNT|6FEWX|7RCR|8aCGEN|9aDMG
287	63325 63233	   	172.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	13VULN|23ASPD|3BPWR|4DMG|5aDUR|6RCR|7AART|8LIT|9LWND
288	34241 12235	   	172.91	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2348VULN|5DUST|6CDMG|7RCR|9TLV|aAART
289	15323 26612	   	172.87	DCR|2VULN|2DMG|1AART|2ZMB	13ZMB|23VULN|3BPWR|47DMG|5ERES|6LIT|8RCR|9BEXP|aAART
290	63321 51114	   	172.83	DCR|3VULN|2DMG|3ASPD	13aVULN|236ASPD|3aBPWR|4aDMG|5DUST|7RCR|8ERES|9aLHND
291	63321 51134	   	172.83	DCR|3VULN|2DMG|3ASPD	13aVULN|236ASPD|3aBPWR|4aDMG|5DUST|7RCR|8ERES|9aLWND
292	21253 44564	   	172.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1LWND|2MBVNT|3aVULN|48DMG|5RCR|6ASPD|7DUR|9AART
293	63325 63223	   	172.81	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	13VULN|23ASPD|3BPWR|4DMG|5aDUR|6RCR|7AART|8LIT|9DUST
294	21253 41344	   	172.78	ACR|3VULN|2DMG|2ZMB|1ASPD	1aLWND|2MBVNT|39aVULN|48DMG|5RCR|6ASPD|7aZMB|aBPWR
295	15323 23662	   	172.77	DCR|2VULN|2DMG|1AART|2ZMB	13ZMB|23VULN|3BPWR|49DMG|5ERES|6LIT|7DUST|8RCR|aAART
296	15323 26632	   	172.77	DCR|2VULN|2DMG|1AART|2ZMB	13ZMB|23VULN|3BPWR|47DMG|5ERES|6LIT|8RCR|9MBVNT|aAART
297	63311 25623	   	172.76	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	13VULN|23ASPD|3BPWR|4DUR|5AART|6DUST|7DMG|8CDMG|9BELT|aRCR
298	15313 24531	   	172.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	13ZMB|23VULN|3BPWR|4DUR|5ASPD|6CGEN|7RCR|8AART|9DUST|aDMG
299	15325 18443	   	172.74	DCR|3VULN|3ZMB|1DMG|1DUR|1ASPD	13aZMB|237VULN|3BPWR|4DMG|5DUR|6MBVNT|8ASPD|9RCR
300	21254 52844	   	172.72	DCR|3VULN|2DMG|2ASPD|1ZMB	1aLWND|2MBVNT|37aVULN|48DMG|5ZMB|6aASPD|9RCR|aBPWR
301	61144 87311	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2MBVNT|3RMIN|4ASPD|5AART|6RCR|8LHND|9aDMG
302	61144 87411	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2MBVNT|3RMIN|4ASPD|5AART|6RCR|8FEWX|9aDMG
303	15322 35223	   	172.64	DCR|2VULN|2DMG|3ZMB|1ASPD	139ZMB|23VULN|3BPWR|4aDMG|5RPLT|6ASPD|7RCR|8FEWX
304	63362 41364	   	172.63	DCR|3VULN|1AART|1DMG|2ASPD	13aVULN|23ASPD|3BPWR|4MBVNT|5LWND|6BEXP|7RCR|8DMG|9AART
305	11612 31533	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2LHND|3CGEN|4FEWX|59VULN|6aDMG|7RCR|8AART
306	14412 31533	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2CGEN|3LHND|4FEWX|59VULN|6aDMG|7RCR|8AART
307	24323 31533	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|29VULN|3FEWX|4CGEN|5ZMB|6aDMG|7RCR|8AART
308	62323 31533	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|2LWND|3FEWX|4CGEN|5ZMB|6aDMG|7RCR|8AART
309	31253 54282	   	172.57	ACR|2VULN|2DMG|1AART|2DUR	19DUR|2MBVNT|3aVULN|49DMG|5RCR|6DMSP|7AART|89LIT|9BPWR
310	15322 35323	   	172.54	DCR|2VULN|2DMG|3ZMB|1ASPD	139ZMB|23VULN|3BPWR|4aDMG|5RPLT|6ASPD|7RCR|8DUST
311	34251 13522	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|23VULN|4DMG|5AART|6BEXP|7ZMB|8AIRHEL|9RCR|aCDMG
312	24343 21533	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|29VULN|3FEWX|4aDMG|5ZMB|6ERES|7RCR|8AART
313	62343 21533	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|2LWND|3FEWX|4aDMG|5ZMB|6ERES|7RCR|8AART
314	34245 32211	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|234aVULN|5CDMG|6RCR|7RMIN|8DMG|9LHND
315	34245 32221	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|234aVULN|5CDMG|6RCR|7RMIN|8DMG|9LWND
316	61583 41312	   	172.28	ACR|2VULN|2DMG|2ZMB|2ASPD|1DUR	1aVULN|2MBVNT|3aASPD|4DUR|5RCR|68DMG|7aZMB|9RCVC|aBPWR
317	63321 62251	   	172.27	DCR|4VULN|1DMG|2ASPD|1DUR	1378VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|9DUR|aFEWX
318	63321 62253	   	172.27	DCR|4VULN|1DMG|2ASPD|1DUR	1378VULN|23ASPD|3BPWR|4DMG|5DUST|6RCR|9DUR|aRPLT
