0	Index      	 *	Score 	Summary	Detail	
1	44321 32613	 * 	218.34	DCR|3DMG|2AART|1VULN|1ASPD	14LWND|29AART|345DMG|4BPWR|6RCR|7RCVC|8ASPD|aVULN
146	13332 33153	   	195.41	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3DUST|4CDMG|5ASPD|6RCR|7DMG|8VULN|9AART|aDUR
147	13334 33153	   	195.41	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3DUST|4CDMG|5DMG|6RCR|7ASPD|8VULN|9AART|aDUR
148	16362 33172	 * 	195.36	DCR|3VULN|1AART|1ASPD|1ZMB|1SELL	1LEGI|24aVULN|3SELL|5ASPD|6RCR|7MBVNT|8AART|9ZMB
149	13532 33354	   	195.34	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38BEXP|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AART|aTLV
150	13334 33351	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9AART|aFEWX
151	13334 33355	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9AART|aBELT
152	13334 33356	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9AART|aLIT
153	13334 33366	   	195.24	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9RMIN|aVULN
154	13332 33351	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AART|aFEWX
155	13332 33355	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AART|aBELT
156	13332 33356	   	195.24	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AART|aLIT
157	13332 33366	   	195.24	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9RMIN|aVULN
158	13534 33311	   	195.19	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1LEGI|2RCVC|38BEXP|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9SELL|aAART
159	13534 33313	   	195.19	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	1LEGI|2RCVC|38BEXP|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9SELL|aVULN
160	13532 33311	   	195.19	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1LEGI|2RCVC|38BEXP|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9SELL|aAART
161	13532 33313	   	195.19	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	1LEGI|2RCVC|38BEXP|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9SELL|aVULN
162	13112 66313	   	195.15	DCR|2VULN|2ASPD|2CDMG|2DUR	1LEGI|2RCVC|3aCDMG|49DUR|5aASPD|6RPLT|7aVULN|8RCR|aBPWR
163	13334 33354	   	195.14	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9AART|aTLV
164	13332 33354	   	195.14	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AART|aTLV
165	21162 33126	   	195.06	DCR|3VULN|1ASPD|1DMG|2ZMB|1SELL	19ZMB|2BEXP|39ERES|4SELL|5ASPD|6RCR|7DMG|89aVULN|9BPWR
166	21164 33126	   	195.06	DCR|3VULN|1ASPD|1DMG|2ZMB|1SELL	19ZMB|2BEXP|39ERES|4SELL|5DMG|6RCR|7ASPD|89aVULN|9BPWR
167	13334 33311	   	194.99	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9SELL|aAART
168	13332 33311	   	194.99	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9SELL|aAART
169	23635 33232	   	194.99	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	18ZMB|248DUST|34CDMG|48BPWR|5VULN|6RCR|78ASPD|9DMG|aCGEN
170	23635 33235	   	194.99	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	18ZMB|248DUST|34CDMG|48BPWR|5VULN|6RCR|78ASPD|9DMG|aBEXP
171	23635 33236	   	194.99	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	18ZMB|248DUST|34CDMG|48BPWR|5VULN|6RCR|78ASPD|9DMG|aMLV
172	13122 33343	   	194.98	DCR|3DMG|2ASPD|2CDMG|1AAC	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|789DMG|8BPWR|aAAC
173	13124 33343	   	194.98	DCR|3DMG|2ASPD|2CDMG|1AAC	1LEGI|2RCVC|38CDMG|4BEXP|589DMG|6RCR|78ASPD|8BPWR|aAAC
174	23162 33126	   	194.96	DCR|3VULN|1ASPD|1DMG|2ZMB|1SELL	19ZMB|2DUST|39ERES|4SELL|5ASPD|6RCR|7DMG|89aVULN|9BPWR
175	23164 33126	   	194.96	DCR|3VULN|1ASPD|1DMG|2ZMB|1SELL	19ZMB|2DUST|39ERES|4SELL|5DMG|6RCR|7ASPD|89aVULN|9BPWR
176	23635 33234	   	194.89	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB|1SELL	18ZMB|248DUST|34CDMG|48BPWR|5VULN|6RCR|78ASPD|9DMG|aSELL
177	26231 51422	   	194.89	DCR|3DMG|2VULN|2DUR|1ZMB	1ZMB|24aDMG|3AIRARM|5ERES|6aDUR|7DUST|8aVULN|9RCR|aBPWR
178	13122 33342	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|789DMG|8BPWR|aCGEN
179	13122 33344	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|789DMG|8BPWR|aFEWX
180	13122 33345	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|789DMG|8BPWR|aAME
181	13124 33342	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|589DMG|6RCR|78ASPD|8BPWR|aCGEN
182	13124 33344	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|589DMG|6RCR|78ASPD|8BPWR|aFEWX
183	13124 33345	   	194.74	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|589DMG|6RCR|78ASPD|8BPWR|aAME
184	13122 33346	   	194.64	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|789DMG|8BPWR|aMBVNT
185	13124 33346	   	194.64	DCR|3DMG|2ASPD|2CDMG	1LEGI|2RCVC|38CDMG|4BEXP|589DMG|6RCR|78ASPD|8BPWR|aMBVNT
186	16364 33413	 * 	194.59	DCR|3VULN|3DMG|1SELL	1LEGI|24aVULN|3SELL|58aDMG|6RCR|7MBVNT|9RPLT|aBPWR
187	44321 32611	   	194.56	DCR|3DMG|2AART|1ASPD	14LWND|29AART|345DMG|4BPWR|6RCR|7RCVC|8ASPD|aBEXP
188	44321 32612	   	194.56	DCR|3DMG|2AART|1ASPD	14LWND|29AART|345DMG|4BPWR|6RCR|7RCVC|8ASPD|aAELBLL
189	44321 33533	   	194.05	DCR|3DMG|1VULN|1AART|2DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7DUST|8VULN|9aDUR
190	21615 33111	   	193.98	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1ZMB|24BEXP|3CDMG|58VULN|6RCR|7ASPD|9SELL|aAART
191	21615 35233	   	193.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ZMB|24BEXP|3CDMG|58VULN|6RCR|7SELL|9AART|aDMG
192	21563 33111	   	193.98	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1ZMB|25BEXP|38VULN|4CDMG|6RCR|7ASPD|9SELL|aAART
193	21563 35233	   	193.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ZMB|25BEXP|38VULN|4CDMG|6RCR|7SELL|9AART|aDMG
194	21643 33111	   	193.98	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1ZMB|25BEXP|3CDMG|48VULN|6RCR|7ASPD|9SELL|aAART
195	21643 35233	   	193.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ZMB|25BEXP|3CDMG|48VULN|6RCR|7SELL|9AART|aDMG
196	16362 33145	   	193.78	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1LEGI|24VULN|3SELL|5ASPD|6RCR|7MBVNT|8AART|9CDMG|aZMB
197	23613 33365	   	192.98	DCR|3ASPD|3ZMB|1VULN|1CDMG	189ZMB|289DUST|3CDMG|45BEXP|6RCR|789ASPD|89BPWR|aVULN
198	16362 33443	 * 	192.90	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|1SELL	1LEGI|24VULN|3SELL|5ASPD|6RCR|7MBVNT|8DMG|9MDPS|aNUKE
199	62428 32114	 * 	192.68	DCR|2VULN|2DMG|1MDPS|1AART|2DUR|1AAC	1RPLT|2AAC|3MBVNT|4aVULN|5MDPS|6AART|7aDMG|8aDUR|9RCR|aBPWR
200	21365 33221	 * 	192.44	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23BEXP|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aFEWX
201	21365 33222	 * 	192.44	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23BEXP|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aMLV
202	21365 33224	 * 	192.44	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23BEXP|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aLWND
203	21615 33231	   	192.39	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|2ZMB	18ZMB|248BEXP|3CDMG|5VULN|6RCR|78ASPD|8BPWR|9DMG|aMDPS
204	21563 33231	   	192.39	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|2ZMB	18ZMB|258BEXP|3VULN|4CDMG|6RCR|78ASPD|8BPWR|9DMG|aMDPS
205	21643 33231	   	192.39	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|2ZMB	18ZMB|258BEXP|3CDMG|4VULN|6RCR|78ASPD|8BPWR|9DMG|aMDPS
206	21365 33225	 * 	192.34	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23BEXP|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aERES
207	21365 33226	 * 	192.34	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23BEXP|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aDLOT
208	23432 56232	 * 	192.30	DCR|3ASPD|3ZMB|1VULN|2CDMG|1AAC	167ZMB|29DUST|3AAC|47CDMG|567ASPD|67BPWR|8VULN|aRCR
209	23365 33221	 * 	192.24	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23DUST|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aFEWX
210	23365 33222	 * 	192.24	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23DUST|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aMLV
211	23365 33224	 * 	192.24	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23DUST|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aLWND
212	23365 33225	 * 	192.14	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23DUST|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aERES
213	23365 33226	 * 	192.14	DCR|2VULN|2ASPD|3ZMB|1DUR|1SELL	138ZMB|23DUST|38BPWR|4SELL|58VULN|6RCR|78ASPD|9DUR|aDLOT
214	13122 33162	   	192.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3CDMG|4BEXP|5ASPD|6RCR|7DMG|89VULN|aDUR
215	13124 33162	   	192.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3CDMG|4BEXP|5DMG|6RCR|7ASPD|89VULN|aDUR
216	13532 33162	   	192.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3BEXP|4CDMG|5ASPD|6RCR|7DMG|89VULN|aDUR
217	13534 33162	   	192.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3BEXP|4CDMG|5DMG|6RCR|7ASPD|89VULN|aDUR
218	53532 13151	 * 	192.08	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG	1aBEXP|2DMSP|3RCR|4CDMG|5aASPD|6FEWX|7DMG|8aVULN|9AART|aBPWR
219	13332 33162	   	192.02	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3DUST|4CDMG|5ASPD|6RCR|7DMG|89VULN|aDUR
220	13334 33162	   	192.02	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2RCVC|3DUST|4CDMG|5DMG|6RCR|7ASPD|89VULN|aDUR
221	13126 33166	   	191.91	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LEGI|2RCVC|3CDMG|4BEXP|5ZMB|6RCR|7ASPD|89aVULN
222	44311 12644	 * 	191.86	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|27AART|3DMG|4MBVNT|56VULN|8CDMG|9FEWX|aRCR
223	13336 33166	   	191.81	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LEGI|2RCVC|3DUST|4CDMG|5ZMB|6RCR|7ASPD|89aVULN
224	41234 33153	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	13LWND|2DUST|4CDMG|5DMG|6RCR|7ASPD|8VULN|9AART|aDUR
225	44332 33114	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3DMG|4TLV|5DUR|6RCR|7CDMG|8LHND|9ASPD|aVULN
226	44332 33314	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3DMG|4TLV|5DUR|6RCR|7CDMG|8FEWX|9ASPD|aVULN
227	13334 33323	 * 	191.76	DCR|2DMG|2ASPD|1NUKE|1CDMG|1AAC	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9AAC|aNUKE
228	13332 33323	   	191.76	DCR|2DMG|2ASPD|1NUKE|1CDMG|1AAC	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9AAC|aNUKE
229	16366 33144	 * 	191.55	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LEGI|24aVULN|3SELL|5ZMB|6RCR|7MBVNT|8AART|9CDMG
230	13334 33363	   	191.52	DCR|2DMG|2ASPD|1NUKE|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58DMG|6RCR|78ASPD|8BPWR|9RMIN|aNUKE
231	13332 33363	   	191.52	DCR|2DMG|2ASPD|1NUKE|1CDMG	1LEGI|2RCVC|38DUST|4CDMG|58ASPD|6RCR|78DMG|8BPWR|9RMIN|aNUKE
232	16362 33227	 * 	191.51	DCR|4VULN|2ASPD|1SELL	1LEGI|249aVULN|3SELL|59ASPD|6RCR|7MBVNT|89AME|9BPWR
233	31434 33343	   	191.50	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC	18TLV|28BEXP|3AAC|4CDMG|59DMG|6RCR|78ASPD|8BPWR|aVULN
234	21615 33251	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|248BEXP|3CDMG|5VULN|6RCR|78ASPD|8BPWR|9AART|aLWND
235	21615 33252	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|248BEXP|3CDMG|5VULN|6RCR|78ASPD|8BPWR|9AART|aRMIN
236	21615 33253	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|248BEXP|3CDMG|5VULN|6RCR|78ASPD|8BPWR|9AART|aLHND
237	21563 33251	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3VULN|4CDMG|6RCR|78ASPD|8BPWR|9AART|aLWND
238	21563 33252	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3VULN|4CDMG|6RCR|78ASPD|8BPWR|9AART|aRMIN
239	21563 33253	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3VULN|4CDMG|6RCR|78ASPD|8BPWR|9AART|aLHND
240	21613 33354	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|248BEXP|3CDMG|5LWND|6RCR|78ASPD|8BPWR|9AART|aVULN
241	21633 33354	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3CDMG|4LWND|6RCR|78ASPD|8BPWR|9AART|aVULN
242	21643 33251	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3CDMG|4VULN|6RCR|78ASPD|8BPWR|9AART|aLWND
243	21643 33252	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3CDMG|4VULN|6RCR|78ASPD|8BPWR|9AART|aRMIN
244	21643 33253	   	191.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18ZMB|258BEXP|3CDMG|4VULN|6RCR|78ASPD|8BPWR|9AART|aLHND
245	51332 33366	   	191.45	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	148BEXP|2DUST|3SELL|58ASPD|6RCR|78DMG|8BPWR|9CDMG|aAART
246	33434 33343	   	191.30	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC	18TLV|28DUST|3AAC|4CDMG|59DMG|6RCR|78ASPD|8BPWR|aVULN
247	13336 33346	   	191.20	DCR|2ASPD|1VULN|1DMG|1CDMG|2ZMB	1LEGI|2RCVC|38DUST|4CDMG|58ZMB|6RCR|78ASPD|8BPWR|9DMG|aVULN
248	51332 33331	 * 	190.86	DCR|3DMG|2ASPD|1VULN|1SELL	148BEXP|2DUST|3SELL|58ASPD|6RCR|789DMG|8BPWR|aVULN
249	51334 33331	 * 	190.86	DCR|3DMG|2ASPD|1VULN|1SELL	148BEXP|2DUST|3SELL|589DMG|6RCR|78ASPD|8BPWR|aVULN
250	13122 33326	   	190.73	DCR|2DMG|2ASPD|1VULN|2CDMG|1AAC	1LEGI|2RCVC|38CDMG|4BEXP|58ASPD|6RCR|78DMG|8BPWR|9AAC|aVULN
251	13124 33326	   	190.73	DCR|2DMG|2ASPD|1VULN|2CDMG|1AAC	1LEGI|2RCVC|38CDMG|4BEXP|58DMG|6RCR|78ASPD|8BPWR|9AAC|aVULN
252	13112 66363	   	190.63	DCR|2VULN|2ASPD|2CDMG|1DUR	1LEGI|29RCVC|3aCDMG|4DUR|5aASPD|6RPLT|7aVULN|8RCR|aBPWR
253	44321 32241	   	190.51	DCR|3DMG|1VULN|1AART|1DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7RCVC|8DUR|9VULN|aFEWX
254	44321 32262	   	190.51	DCR|3DMG|1VULN|1AART|1DUR	149LWND|2AART|345DMG|4BPWR|6RCR|7RCVC|8DUR|aVULN
255	44321 32322	   	190.51	DCR|3DMG|1VULN|1AART|1DUR	148LWND|2AART|345DMG|4BPWR|6RCR|7RCVC|9DUR|aVULN
256	21615 33142	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|24aBEXP|3CDMG|58VULN|6RCR|7ASPD|9DMG
257	21563 33142	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25aBEXP|38VULN|4CDMG|6RCR|7ASPD|9DMG
258	21643 33142	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25aBEXP|3CDMG|48VULN|6RCR|7ASPD|9DMG
259	44321 32242	   	190.41	DCR|3DMG|1VULN|1AART|1DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7RCVC|8DUR|9VULN|aDUST
260	21615 33141	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|24BEXP|3CDMG|58VULN|6RCR|7ASPD|9DMG|aERES
261	21615 33143	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1ZMB|24BEXP|3CDMG|58VULN|6RCR|7ASPD|9DMG|aMSE
262	21563 33141	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25BEXP|38VULN|4CDMG|6RCR|7ASPD|9DMG|aERES
263	21563 33143	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1ZMB|25BEXP|38VULN|4CDMG|6RCR|7ASPD|9DMG|aMSE
264	21643 33141	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|25BEXP|3CDMG|48VULN|6RCR|7ASPD|9DMG|aERES
265	21643 33143	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1ZMB|25BEXP|3CDMG|48VULN|6RCR|7ASPD|9DMG|aMSE
266	21435 33122	   	189.50	DCR|2VULN|2CDMG|1ASPD|2ZMB|1AAC|1DUR	19ZMB|2BEXP|3AAC|49CDMG|5CGEN|6RCR|7ASPD|89VULN|9BPWR|aDUR
267	21625 33122	   	189.50	DCR|2VULN|2CDMG|1ASPD|2ZMB|1AAC|1DUR	19ZMB|2BEXP|39CDMG|4AAC|5CGEN|6RCR|7ASPD|89VULN|9BPWR|aDUR
268	21665 33122	   	189.50	DCR|2VULN|2CDMG|1ASPD|1NUKE|2ZMB|1DUR	19ZMB|2BEXP|39CDMG|4NUKE|5CGEN|6RCR|7ASPD|89VULN|9BPWR|aDUR
269	23435 33122	   	189.40	DCR|2VULN|2CDMG|1ASPD|1AAC|2ZMB|1DUR	19ZMB|2DUST|3AAC|49CDMG|5CGEN|6RCR|7ASPD|89VULN|9BPWR|aDUR
270	23665 33122	   	189.40	DCR|2VULN|2CDMG|1ASPD|1NUKE|2ZMB|1DUR	19ZMB|2DUST|39CDMG|4NUKE|5CGEN|6RCR|7ASPD|89VULN|9BPWR|aDUR
271	16364 33432	 * 	189.37	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	1LEGI|24VULN|3SELL|58DMG|6RCR|7MBVNT|9ASPD|aDUR
272	26512 23342	   	188.93	DCR|3DMG|1MDPS|1VULN|1AART|1ZMB	1ZMB|256DMG|3MDPS|456LIT|56BPWR|7RCR|8AART|9AELBLL|aVULN
273	26512 23362	   	188.93	DCR|3DMG|1MDPS|1AART|1VULN|1ZMB	1ZMB|256DMG|3MDPS|456LIT|56BPWR|7RCR|8AART|9BEXP|aVULN
274	44321 31243	   	188.80	DCR|3DMG|1AART|1VULN|1DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7TLV|8AME|9VULN|aDUR
275	44321 33523	   	188.80	DCR|3DMG|1VULN|1AART|1DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7DUST|8VULN|9RMIN|aDUR
276	21164 33343	   	188.75	DCR|2DMG|2ASPD|1VULN|2ZMB|1SELL	18ZMB|28BEXP|3ERES|4SELL|59DMG|6RCR|78ASPD|8BPWR|aVULN
277	44321 33531	   	188.70	DCR|3DMG|1VULN|1AART|1DUR	14LWND|2AART|345DMG|4BPWR|6RCR|7aDUST|8VULN|9DUR
278	44321 33532	   	188.70	DCR|3DMG|1VULN|1AART|1DUR|1MSE	14LWND|2AART|345DMG|4BPWR|6RCR|7DUST|8VULN|9DUR|aMSE
279	23635 32333	   	188.63	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	1ZMB|24aDUST|34CDMG|4aBPWR|5VULN|6RCR|7aDUR|8FEWX|9aDMG
280	23164 33343	   	188.55	DCR|2DMG|2ASPD|1VULN|2ZMB|1SELL	18ZMB|28DUST|3ERES|4SELL|59DMG|6RCR|78ASPD|8BPWR|aVULN
281	23635 31142	 * 	188.54	DCR|2VULN|3CDMG|1AART|1ZMB	1ZMB|24DUST|349CDMG|4BPWR|5aVULN|6RCR|7LHND|8AART
282	23635 33215	   	188.48	DCR|2ASPD|1VULN|2CDMG|2DUR|2ZMB	18ZMB|248DUST|34CDMG|48BPWR|5VULN|6RCR|78ASPD|9aDUR
283	21615 33216	   	188.46	DCR|2ASPD|3ZMB|1VULN|1CDMG|1DUR	18aZMB|248BEXP|3CDMG|5VULN|6RCR|78ASPD|8BPWR|9DUR
284	21563 33216	   	188.46	DCR|2ASPD|3ZMB|1VULN|1CDMG|1DUR	18aZMB|258BEXP|3VULN|4CDMG|6RCR|78ASPD|8BPWR|9DUR
285	21643 33216	   	188.46	DCR|2ASPD|3ZMB|1VULN|1CDMG|1DUR	18aZMB|258BEXP|3CDMG|4VULN|6RCR|78ASPD|8BPWR|9DUR
286	41234 33162	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13LWND|2DUST|4CDMG|5DMG|6RCR|7ASPD|89VULN|aDUR
