0	Index      	 *	Score 	Summary	Detail	
1	66126 21122	 * 	211.11	DCR|1SPLARM|2VULN|2ASPD|1AART|1AAC	1aASPD|2LWND|3AAC|4aVULN|5LIT|6RCR|7AART|8SPLARM|9aFEWX|aBPWR
166	63522 11421	   	184.15	DCR|3VULN|1ASPD|1CDMG|1DUR|1MSE	1ASPD|2RMIN|359VULN|4CDMG|6AME|7RCR|8DUR|aMSE
167	63551 44424	   	184.12	DCR|3VULN|2ASPD|1DUR	1aASPD|2RMIN|347VULN|5MBVNT|6RCR|8RPLT|9DUR
168	36323 25215	   	184.02	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR|1SELL	17BEXP|27VULN|3SELL|4CGEN|5DUR|67ASPD|7BPWR|8MDPS|9RCR|aAART
169	63161 11362	   	183.99	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2RMIN|3ERES|4ZMB|5MBVNT|6AART|78VULN|aRCR
170	33412 81434	   	183.96	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1BEXP|2AAC|3MBVNT|4AART|5DUR|67ASPD|8aVULN|9RCR
171	36333 25215	   	183.92	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR|1SELL	17BEXP|27VULN|3SELL|4ERES|5DUR|67ASPD|7BPWR|8MDPS|9RCR|aAART
172	63321 11512	   	183.85	DCR|4VULN|1ASPD|1DUR	1ASPD|2RMIN|3DUR|468aVULN|59FEWX|7RCR
173	63321 11563	   	183.85	DCR|4VULN|1ASPD|1DUR	1ASPD|2RMIN|3DUR|468aVULN|5FEWX|7RCR|9RPLT
174	31321 11542	   	183.85	DCR|4VULN|1DMG|1DUR	1BEXP|2AELBLL|3DUR|468aVULN|5FEWX|7RCR|9DMG
175	32321 11542	   	183.85	DCR|4VULN|1DMG|1DUR	12BEXP|3DUR|468aVULN|5FEWX|7RCR|9DMG
176	33341 61343	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1BEXP|2AAC|3LHND|4LIT|59VULN|6RCR|7CDMG|8DMG|aAART
177	15411 74424	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AME|2DUR|3MBVNT|4AART|5CDMG|6ASPD|7FEWX|8VULN|9DMG|aRCR
178	63322 11532	   	183.75	DCR|4VULN|1ASPD|1DUR	1ASPD|2RMIN|3DUR|468aVULN|5DUST|7RCR|9AELBLL
179	63322 11563	   	183.75	DCR|4VULN|1ASPD|1DUR	1ASPD|2RMIN|3DUR|468aVULN|5DUST|7RCR|9RPLT
180	31322 11542	   	183.75	DCR|4VULN|1DMG|1DUR	1BEXP|2AELBLL|3DUR|468aVULN|5DUST|7RCR|9DMG
181	32322 11542	   	183.75	DCR|4VULN|1DMG|1DUR	12BEXP|3DUR|468aVULN|5DUST|7RCR|9DMG
182	36126 51111	   	183.75	DCR|4VULN|1MDPS|1ASPD|1DUR	1BEXP|2469VULN|3MDPS|5DUR|7RCR|8FEWX|aASPD
183	36126 51311	   	183.75	DCR|4VULN|1MDPS|1ASPD|1DUR	1BEXP|2469VULN|3MDPS|5DUR|7RCR|8LWND|aASPD
184	11448 42832	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2FEWX|3MBVNT|4DMG|57VULN|6ASPD|8RCR|9RPLT|aAART
185	63321 61522	   	183.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1ASPD|2RMIN|36DUR|48aVULN|5FEWX|7RCR|9ZMB
186	63512 11332	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3VULN|4VENFST|5LWND|6RCR|7CGEN|8DMG|9AART|aCDMG
187	63512 16332	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3VULN|4VENFST|5LWND|6RCR|7MLV|8DMG|9AART|aCDMG
188	63325 52112	   	183.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|467VULN|5MDPS|7BPWR|8LWND|9RCR|aCGEN
189	63325 52312	   	183.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|467VULN|5MDPS|7BPWR|8LHND|9RCR|aCGEN
190	63341 52112	   	183.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|4MDPS|567VULN|7BPWR|8LWND|9RCR|aCGEN
191	63341 52312	   	183.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|4MDPS|567VULN|7BPWR|8LHND|9RCR|aCGEN
192	33418 42444	   	183.51	DCR|2VULN|2AART|1DMG|1AAC	19BEXP|2AAC|3MBVNT|45AART|6RCR|7DMG|8aVULN
193	33418 42462	   	183.51	DCR|2VULN|2AART|1DMG|1AAC	1BEXP|2AAC|3MBVNT|45AART|6RCR|7DMG|8aVULN|9LIT
194	12448 42832	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2DUST|3MBVNT|4DMG|57VULN|6ASPD|8RCR|9RPLT|aAART
195	63421 48324	   	183.48	DCR|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3RCVC|49VULN|5MBVNT|6RCR|7CDMG|8DMG|aMULARM
196	63421 48331	   	183.48	DCR|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3RCVC|4aVULN|5MBVNT|6RCR|7CDMG|8DMG|9AME
197	63221 11561	   	183.47	DCR|3VULN|1AART|1ASPD	1ASPD|2RMIN|3LWND|468VULN|5FEWX|7RCR|9RPLT|aAART
198	63223 11352	   	183.47	DCR|3VULN|1AART|1ASPD	1ASPD|2RMIN|3LWND|46aVULN|5LHND|7RCR|8AART|9LIT
199	63512 13332	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3VULN|4VENFST|5LWND|6RCR|7ERES|8DMG|9AART|aCDMG
200	33418 42244	 * 	183.41	DCR|2VULN|2AART|2AAC|1DMG	1BEXP|28AAC|3MBVNT|45AART|6RCR|7DMG|9aVULN
201	12448 14454	   	183.39	DCR|3VULN|2DMG|1DUR	1AME|2DUST|3MBVNT|49DMG|567VULN|8RCR|aDUR
202	63421 48321	   	183.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1MSE	1ASPD|2RMIN|3RCVC|49VULN|5MBVNT|6RCR|7CDMG|8DMG|aMSE
203	36121 31366	 * 	183.37	DCR|3VULN|1MDPS|1AART|1DMG	1BEXP|245VULN|3MDPS|6LHND|7RCR|8LWND|9AART|aDMG
204	63222 11561	   	183.37	DCR|3VULN|1AART|1ASPD	1ASPD|2RMIN|3LWND|468VULN|5DUST|7RCR|9RPLT|aAART
205	63642 31222	   	183.37	DCR|3VULN|2CDMG|1ASPD	1ASPD|2RMIN|3MLV|49aVULN|56CDMG|7RCR|8LHND
206	34421 11323	   	183.37	DCR|3VULN|1AART|1DMG	1BEXP|2LHND|3LWND|456VULN|7RCR|8AART|9ERES|aDMG
207	34421 11324	   	183.37	DCR|3VULN|1AART|1ASPD	1BEXP|2LHND|3LWND|456VULN|7RCR|8AART|9ERES|aASPD
208	63522 11321	   	183.37	DCR|3VULN|2CDMG|1ASPD	1ASPD|28RMIN|359VULN|4aCDMG|6AME|7RCR
209	36411 61311	 * 	183.30	DCR|3DMG|1VULN|1CDMG|1ZMB	1BEXP|2VULN|3LHND|4ZMB|5LIT|6RCR|7CDMG|89aDMG
210	36121 31642	   	183.27	DCR|3VULN|1MDPS|1AART|1DMG	1BEXP|245VULN|3MDPS|6LHND|7RCR|8DUST|9DMG|aAART
211	36121 61342	   	183.27	DCR|3VULN|1MDPS|1AART|1DMG	1BEXP|245VULN|3MDPS|6DUST|7RCR|8LWND|9DMG|aAART
212	63642 31122	   	183.27	DCR|3VULN|2CDMG|1ASPD	1ASPD|2RMIN|3MLV|49aVULN|56CDMG|7RCR|8LEGI
213	36611 61311	   	183.20	DCR|3DMG|1VULN|1CDMG|1ZMB	1BEXP|2VULN|3DUST|4ZMB|5LIT|6RCR|7CDMG|89aDMG
214	33418 42412	 * 	183.19	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1BEXP|2AAC|3MBVNT|45AART|6RCR|7DMG|8VULN|9RPLT|aASPD
215	63531 48324	   	183.18	DCR|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|39VULN|4RCVC|5MBVNT|6RCR|7CDMG|8DMG|aMULARM
216	63531 48331	   	183.18	DCR|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2RMIN|3aVULN|4RCVC|5MBVNT|6RCR|7CDMG|8DMG|9AME
217	63422 31532	   	183.16	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|3RCVC|48aVULN|5BEXP|6LWND|7RCR|9DMG
218	33418 42425	   	183.09	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1BEXP|2AAC|3MBVNT|45AART|6RCR|7DMG|8VULN|9ERES|aASPD
219	63531 48321	   	183.08	DCR|2VULN|1ASPD|1DMG|1CDMG|1MSE	1ASPD|2RMIN|39VULN|4RCVC|5MBVNT|6RCR|7CDMG|8DMG|aMSE
220	63541 32111	   	182.94	DCR|3VULN|3ASPD|1MDPS	17aASPD|2RMIN|357VULN|4MDPS|67LHND|7BPWR|8LWND|9RCR
221	33451 48241	 * 	182.93	DCR|3VULN|1SPLARM|2DMG|1AAC	17BEXP|2AAC|3MBVNT|4LIT|57aVULN|67DMG|7BPWR|8SPLARM|9RCR
222	63532 31532	   	182.86	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|38aVULN|4RCVC|5BEXP|6LWND|7RCR|9DMG
223	63541 32311	   	182.84	DCR|3VULN|3ASPD|1MDPS	17aASPD|2RMIN|357VULN|4MDPS|67LHND|7BPWR|8LEGI|9RCR
224	63522 11215	   	182.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1aASPD|2RMIN|35VULN|4CDMG|6AME|7RCR|8LHND|9ZMB
225	63522 11115	   	182.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1aASPD|2RMIN|35VULN|4CDMG|6AME|7RCR|8LEGI|9ZMB
226	15321 54633	   	182.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1AME|2DUR|3DMSP|4ASPD|5MBVNT|6RCR|78VULN|9DMG|aZMB
227	63522 12612	   	182.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1ASPD|2RMIN|35aVULN|4CDMG|6AME|7RPLT|8ZMB|9RCR
228	63323 11514	   	182.22	DCR|3VULN|2ASPD|1DUR	1aASPD|2RMIN|3DUR|468VULN|5LHND|7RCR|9FEWX
229	63522 11226	   	182.15	DCR|3VULN|1MDPS|1ASPD|1CDMG	1ASPD|2RMIN|359VULN|4CDMG|6AME|7RCR|8LHND|aMDPS
230	45413 43433	 * 	182.14	DCR|2VULN|1AART|1DMG|3DUR	19TLV|29aDUR|3MBVNT|4AART|5DMG|6LHND|79VULN|8RCR|9BPWR
231	63322 11514	   	182.12	DCR|3VULN|2ASPD|1DUR	1aASPD|2RMIN|3DUR|468VULN|5DUST|7RCR|9FEWX
232	63322 11524	   	182.12	DCR|3VULN|2ASPD|1DUR	1aASPD|2RMIN|3DUR|468VULN|5DUST|7RCR|9LHND
233	63323 11524	   	182.12	DCR|3VULN|2ASPD|1DUR	1aASPD|2RMIN|3DUR|468VULN|5LHND|7RCR|9LEGI
234	63522 11126	   	182.05	DCR|3VULN|1MDPS|1ASPD|1CDMG	1ASPD|2RMIN|359VULN|4CDMG|6AME|7RCR|8LEGI|aMDPS
235	63522 11412	   	181.99	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	1ASPD|2RMIN|35VULN|4CDMG|6AME|7RCR|8aDUR|9ZMB
236	65323 51222	   	181.97	DCR|3VULN|2ASPD|1DUR|1SELL	14ASPD|2DUR|3DMSP|5BEXP|6SELL|7RCR|89aVULN
237	36121 11153	 * 	181.96	DCR|4VULN|1MDPS|1CDMG|1ZMB	1BEXP|2456VULN|3MDPS|7RCR|8LWND|9ZMB|aCDMG
238	36121 11353	   	181.96	DCR|4VULN|1MDPS|1CDMG|1ZMB	1BEXP|2456VULN|3MDPS|7RCR|8LHND|9ZMB|aCDMG
239	36121 31553	   	181.96	DCR|4VULN|1MDPS|1CDMG|1ZMB	1BEXP|2458VULN|3MDPS|6LHND|7RCR|9ZMB|aCDMG
240	66126 21322	   	181.96	DCR|2VULN|2ASPD|1AART|1AAC	1aASPD|2LWND|3AAC|4aVULN|5LIT|6RCR|7AART|8MULFIG|9aFEWX|aBPWR
241	63522 11334	   	181.89	DCR|2VULN|1AART|1ASPD|1CDMG	1ASPD|28RMIN|35VULN|4CDMG|69AME|7RCR|aAART
242	36121 11653	   	181.86	DCR|4VULN|1MDPS|1CDMG|1ZMB	1BEXP|2456VULN|3MDPS|7RCR|8DUST|9ZMB|aCDMG
243	66126 21222	   	181.86	DCR|2VULN|2ASPD|1AART|1AAC	1aASPD|2LWND|3AAC|4aVULN|5LIT|6RCR|7AART|8BASFIG|9aFEWX|aBPWR
244	34421 11315	   	181.85	DCR|3VULN|1AART|1CDMG|1AAC	1BEXP|2LHND|3LWND|456VULN|7RCR|8AART|9CDMG|aAAC
245	63222 11534	   	181.85	DCR|3VULN|1ASPD|1DMG|1AAC	1ASPD|2RMIN|3LWND|468VULN|5DUST|7RCR|9DMG|aAAC
246	43522 11612	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2RMIN|35VULN|4CDMG|6AME|7RCR|8AART|9MLV|aDMG
247	13522 31662	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AME|2RMIN|35VULN|4CDMG|6AAC|7RCR|8AART|9ERES|aDMG
248	36121 21563	 * 	181.66	DCR|4VULN|1MDPS|1AART	1BEXP|2458VULN|3MDPS|6RCVC|7RCR|9RPLT|aAART
249	63551 44331	   	181.66	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|347VULN|5MBVNT|6RCR|8LWND|9DMG|aBELT
250	63551 44333	   	181.66	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|347VULN|5MBVNT|6RCR|8LWND|9DMG|aLIT
251	63551 44442	   	181.66	DCR|3VULN|1ASPD|1NUKE	1ASPD|2RMIN|347VULN|5MBVNT|6RCR|8RPLT|9BEXP|aNUKE
252	63231 54632	   	181.66	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|34LWND|5MBVNT|6RCR|78aVULN|9DMG
253	12448 14428	   	181.65	DCR|4VULN|1DMG|1DUR	1AME|2DUST|3MBVNT|4DMG|567aVULN|8RCR|9DUR
254	64326 31221	   	181.64	DCR|3ASPD|2VULN|1ZMB|1DUR	148ASPD|2BEXP|3DMSP|5ZMB|67VULN|9DUR|aRCR
255	63325 52131	   	181.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|467VULN|5MDPS|7BPWR|8LWND|9RPLT|aRCR
256	63325 52331	   	181.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|467VULN|5MDPS|7BPWR|8LHND|9RPLT|aRCR
257	63341 52131	   	181.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|4MDPS|567VULN|7BPWR|8LWND|9RPLT|aRCR
258	63341 52331	   	181.56	DCR|3VULN|1MDPS|2ASPD|2DUR	17ASPD|2RMIN|37DUR|4MDPS|567VULN|7BPWR|8LHND|9RPLT|aRCR
259	63551 44212	   	181.56	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|347VULN|5MBVNT|6RCR|8DUST|9BELT|aDMG
260	63551 44334	   	181.56	DCR|3VULN|1ASPD|1DMG	1ASPD|2RMIN|347VULN|5MBVNT|6RCR|8LWND|9DMG|aDUST
261	14415 22334	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2BEXP|3MBVNT|4AART|5TLV|6ASPD|7DMG|8aVULN|9RCR
262	63452 22112	   	181.45	DCR|2VULN|2ASPD|1AART|1AAC	17ASPD|2RMIN|3RCVC|4AART|57VULN|67ERES|7BPWR|8DMSP|9RCR|aAAC
263	63421 44338	   	181.45	DCR|2VULN|2ASPD|1DMG	1aASPD|2RMIN|3RCVC|47VULN|5MBVNT|6RCR|8LWND|9DMG
264	33451 48242	 * 	181.35	DCR|1SPLARM|2VULN|2DMG|1CDMG|1AAC	17BEXP|2AAC|3MBVNT|4LIT|57VULN|67DMG|7BPWR|8SPLARM|9RCR|aCDMG
265	63422 51313	   	181.29	DCR|2VULN|1AART|1ASPD|1CDMG	1ASPD|2RMIN|3RCVC|48VULN|5BEXP|6CDMG|7RPLT|9RCR|aAART
266	63421 42641	   	181.25	DCR|3VULN|1ASPD|1CDMG	1ASPD|2RMIN|3RCVC|48aVULN|5MBVNT|6RCR|7LHND|9CDMG
267	63421 44341	   	181.25	DCR|3VULN|1ASPD|1CDMG	1ASPD|2RMIN|3RCVC|47aVULN|5MBVNT|6RCR|8LWND|9CDMG
268	33416 42732	   	181.20	DCR|2DMG|1VULN|1AART|2ZMB|1AAC	19BEXP|2AAC|3MBVNT|4AART|5RCVC|6RCR|79DMG|89ZMB|9BPWR|aVULN
269	33611 61311	   	181.18	DCR|3DMG|1VULN|1CDMG|1AAC|1DUR	1BEXP|2AAC|3VULN|4DUR|5LIT|6RCR|7CDMG|89aDMG
270	63325 62111	   	181.16	DCR|3ASPD|2VULN|1MDPS|2DUR	17aASPD|2RMIN|37DUR|47VULN|5MDPS|6RCVC|7BPWR|8LWND|9RCR
271	63325 62311	   	181.16	DCR|3ASPD|2VULN|1MDPS|2DUR	17aASPD|2RMIN|37DUR|47VULN|5MDPS|6RCVC|7BPWR|8LHND|9RCR
272	63341 62111	   	181.16	DCR|3ASPD|2VULN|1MDPS|2DUR	17aASPD|2RMIN|37DUR|4MDPS|57VULN|6RCVC|7BPWR|8LWND|9RCR
273	63341 62311	   	181.16	DCR|3ASPD|2VULN|1MDPS|2DUR	17aASPD|2RMIN|37DUR|4MDPS|57VULN|6RCVC|7BPWR|8LHND|9RCR
274	63531 44338	   	181.15	DCR|2VULN|2ASPD|1DMG	1aASPD|2RMIN|37VULN|4RCVC|5MBVNT|6RCR|8LWND|9DMG
