0	Index      	 *	Score 	Summary	Detail	
1	51211 46231	 * 	200.49	DCR|3ASPD|1AART|1DMG|1CDMG|2DUR	18DUR|28CANARM|3LWND|4CDMG|58aASPD|6RCR|7AART|8BPWR|9DMG
155	34513 21325	   	180.07	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1SELL	1aLHND|29ASPD|3CDMG|4VULN|5SELL|6DUR|7RCR|8DMG
156	34513 21326	   	180.07	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1SELL	1LHND|29ASPD|3CDMG|4VULN|5SELL|6DUR|7RCR|8DMG|aDMSP
157	34513 21363	   	180.07	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1SELL	1LHND|2aASPD|3CDMG|4VULN|5SELL|6DUR|7RCR|8DMG|9CGEN
158	34513 11324	   	180.07	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1SELL	1LHND|29ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|aDUR
159	34513 21333	   	179.97	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1SELL	1LHND|2aASPD|3CDMG|4VULN|5SELL|6DUR|7RCR|8DMG|9ERES
160	51111 26141	 * 	179.92	ACR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2CANARM|3RCR|4CDMG|5aASPD|6TLV|78VULN|9AART
161	23311 22455	 * 	179.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1FEWX|28TLV|3CDMG|49VULN|58ASPD|6BEXP|78DUR|8BPWR|aRCR
162	53311 33251	   	179.76	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1DUR|2TLV|36CDMG|4VULN|5ASPD|7RPLT|8ZMB|9RCR|aDMG
163	11314 24631	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|39VULN|4CDMG|5MSLFST|6AART|7ASPD|8RCR|aAME
164	11314 24632	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|39VULN|4CDMG|5MSLFST|6AART|7ASPD|8RCR|aLHND
165	11314 24633	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|39VULN|4CDMG|5MSLFST|6AART|7ASPD|8RCR|aCGEN
166	61141 52132	   	179.59	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1BELT|24DMG|3MDPS|4BPWR|5ASPD|6VULN|7DUR|8LHND|9RCR|aCDMG
167	61141 52332	   	179.59	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1BELT|24DMG|3MDPS|4BPWR|5ASPD|6VULN|7DUR|8FEWX|9RCR|aCDMG
168	26361 31231	   	179.56	DCR|2ASPD|1VULN|1AART|2DUR|1ZMB	18FEWX|2LWND|38ASPD|4AART|5BEXP|6VULN|78DUR|8BPWR|9RCR|aZMB
169	56361 33231	   	179.56	DCR|2ASPD|1VULN|1AART|2DUR|1ZMB	18DUR|2LWND|38ASPD|4AART|5BEXP|6VULN|78FEWX|8BPWR|9RCR|aZMB
170	24333 21388	   	179.56	DCR|3VULN|1ASPD|1DMG	15FEWX|2ASPD|3ERES|4MBVNT|69aVULN|7RCR|8DMG
171	21214 24632	   	179.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2CANARM|3LWND|4CDMG|5MULFIG|6AART|7ASPD|8RCR|9VULN|aDMG
172	31214 24632	   	179.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LHND|2CANARM|3LWND|4CDMG|5MULFIG|6AART|7ASPD|8RCR|9VULN|aDMG
173	14433 23326	 * 	179.44	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1LWND|29ASPD|3LHND|4BEXP|5VULN|6MDPS|7RCR|8DMG|aAART
174	34143 23326	   	179.44	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1LHND|29ASPD|3BEXP|4LWND|5VULN|6MDPS|7RCR|8DMG|aAART
175	24233 23626	   	179.44	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG	1FEWX|28ASPD|3LHND|4BEXP|5VULN|6MDPS|7RCR|9DMG|aAART
176	26333 23626	   	179.44	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1FEWX|2LWND|38ASPD|4BEXP|5VULN|6MDPS|7RCR|9DMG|aAART
177	14233 23326	   	179.34	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1LWND|29ASPD|3LEGI|4BEXP|5VULN|6MDPS|7RCR|8DMG|aAART
178	34233 23326	   	179.34	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1LHND|29ASPD|3LEGI|4BEXP|5VULN|6MDPS|7RCR|8DMG|aAART
179	11316 14431	   	179.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LWND|2CANARM|3VULN|4CDMG|56ERES|7AART|8RCR|9DMG|aASPD
180	11111 26541	 * 	179.24	ACR|2VULN|2ASPD|1AART|2CDMG	18LWND|2CANARM|3RCR|48CDMG|5aASPD|6TLV|78VULN|8BPWR|9AART
181	21111 26541	   	179.24	ACR|2VULN|2ASPD|1AART|2CDMG	18FEWX|2CANARM|3RCR|48CDMG|5aASPD|6TLV|78VULN|8BPWR|9AART
182	31111 26541	   	179.24	ACR|2VULN|2ASPD|1AART|2CDMG	18LHND|2CANARM|3RCR|48CDMG|5aASPD|6TLV|78VULN|8BPWR|9AART
183	61124 32163	   	179.21	DCR|2VULN|2DMG|1MDPS|1ASPD	1BELT|25DMG|3MDPS|48VULN|6aDUST|7RCR|9ASPD
184	34513 11321	   	179.19	DCR|2ASPD|1VULN|2CDMG|1DMG|1SELL	1LHND|29ASPD|3aCDMG|4VULN|5SELL|6FEWX|7RCR|8DMG
185	34233 64232	   	179.19	DCR|2AART|1VULN|1ASPD|1DMG	1LHND|2ASPD|3LEGI|4BEXP|5VULN|6TSLARM|7DMG|8RCR|9aAART
186	24133 51323	   	179.02	DCR|3ASPD|1VULN|1DMG|1ZMB	1FEWX|29aASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG
187	25333 51323	   	179.02	DCR|3ASPD|1VULN|1DMG|1ZMB	1FEWX|24BEXP|39aASPD|5VULN|6ZMB|7RCR|8DMG
188	34135 51323	   	179.02	DCR|3ASPD|1VULN|1DMG|1ZMB	1LHND|29aASPD|34BEXP|5VULN|6ZMB|7RCR|8DMG
189	24343 51323	   	178.92	DCR|3ASPD|1VULN|1DMG|1ZMB	1FEWX|29aASPD|3ERES|4AME|5VULN|6ZMB|7RCR|8DMG
190	24363 51323	   	178.92	DCR|3ASPD|1VULN|1DMG|1ZMB	1FEWX|29aASPD|3ERES|4CGEN|5VULN|6ZMB|7RCR|8DMG
191	21514 21214	   	178.92	DCR|2AART|2DMG|1VULN	138FEWX|238CANARM|38BPWR|46AART|58DMG|7RCR|9AME|aVULN
192	14314 31341	   	178.87	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	16LWND|2ASPD|3MBVNT|4AME|56DUR|6BPWR|7RCR|8DMG|9VULN|aAART
193	34314 31341	   	178.87	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	16LHND|2ASPD|3MBVNT|4AME|56DUR|6BPWR|7RCR|8DMG|9VULN|aAART
194	34511 21125	 * 	178.84	DCR|3ASPD|1VULN|1DMG|1CDMG	1LHND|258ASPD|3CDMG|4VULN|6ERES|7LWND|9DMG|aRCR
195	21514 21234	   	178.82	DCR|2AART|2DMG|1VULN	138FEWX|238CANARM|38BPWR|46AART|58DMG|7RCR|9TLV|aVULN
196	21514 21613	 * 	178.78	DCR|1SPLARM|2AART|1VULN|1DMG|1ZMB	13FEWX|23CANARM|3BPWR|46AART|5DMG|7RCR|8ZMB|9VULN|aSPLARM
197	54333 31361	   	178.77	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	16DUR|2ASPD|3ERES|4MBVNT|56FEWX|6BPWR|7RCR|8DMG|9VULN|aAART
198	54343 31131	   	178.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|26ASPD|39ERES|4AME|56VULN|6BPWR|7FEWX|8RCR|aCDMG
199	54363 31131	   	178.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|26ASPD|39ERES|4CGEN|56VULN|6BPWR|7FEWX|8RCR|aCDMG
200	11214 44213	 * 	178.52	DCR|1SPLARM|2VULN|1AART|1DMG|1AAC	13LWND|2CANARM|4AART|5DMG|6RCR|78VULN|9AAC|aSPLARM
201	34512 22135	   	178.44	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LHND|2ASPD|3CDMG|4VULN|58DMG|6BEXP|7DUR|9RCVC|aRCR
202	51115 26321	 * 	178.16	ACR|4VULN|1ASPD|1CDMG|1DUR	1DUR|2CANARM|3RCR|4CDMG|5RCVC|6789VULN|aASPD
203	14343 63226	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1LWND|2ASPD|3MBVNT|4FEWX|5aVULN|6RPLT|7RCR|8CDMG|9DMG
204	34343 63226	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1LHND|2ASPD|3MBVNT|4FEWX|5aVULN|6RPLT|7RCR|8CDMG|9DMG
205	24333 21381	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	15FEWX|2ASPD|3ERES|4MBVNT|69VULN|7RCR|8DMG|aCDMG
206	61121 32135	   	177.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1BELT|2DMG|3MDPS|48VULN|5DMSP|6DUST|7RCR|9CDMG|aASPD
207	61121 32162	   	177.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1BELT|2DMG|3MDPS|48VULN|5DMSP|6DUST|7RCR|9ASPD|aCDMG
208	34513 11352	   	177.93	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1LHND|2ASPD|3CDMG|49VULN|5SELL|6FEWX|7RCR|8DMG|aLWND
209	61124 32121	   	177.89	DCR|2VULN|2DMG|1MDPS|1ZMB|1DUR	1BELT|25DMG|3MDPS|48VULN|6DUST|7RCR|9ZMB|aDUR
210	24337 21381	   	177.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|35ERES|4MBVNT|69VULN|7RCR|8DMG|aCDMG
211	11311 42362	   	177.84	DCR|3VULN|1ASPD|1CDMG	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aLHND
212	11311 42364	   	177.84	DCR|3VULN|1ASPD|1CDMG	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aRPLT
213	23311 63642	   	177.83	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1FEWX|2TLV|3CDMG|4VULN|57ASPD|6DUR|8BASARM|9AART|aRCR
214	11311 66161	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|3aVULN|4CDMG|5ASPD|6BEXP|7AART|8DMSP|9RCR
215	11311 66261	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	18LWND|2CANARM|3aVULN|4CDMG|5ASPD|6BEXP|7AART|9RCR
216	11312 66161	 * 	177.79	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2CANARM|3aVULN|4CDMG|5FEWX|6DMG|7AART|8DMSP|9RCR
217	11312 66261	   	177.79	DCR|2VULN|1AART|1DMG|1CDMG	18LWND|2CANARM|3aVULN|4CDMG|5FEWX|6DMG|7AART|9RCR
218	24343 33111	   	177.76	DCR|2VULN|2ASPD|1AART	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7BEXP|8RCR|9DUST|aAART
219	24363 33111	   	177.76	DCR|2VULN|2ASPD|1AART	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7BEXP|8RCR|9DUST|aAART
220	11311 42361	   	177.74	DCR|3VULN|1ASPD|1CDMG	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aERES
221	11311 42363	   	177.74	DCR|3VULN|1ASPD|1CDMG|1MSE	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aMSE
222	11311 42365	   	177.74	DCR|3VULN|1ASPD|1CDMG|1SELL	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aSELL
223	11311 42366	   	177.74	DCR|3VULN|1ASPD|1CDMG	1LWND|2CANARM|389VULN|4CDMG|5ASPD|6RCR|7FEWX|aBASFIG
224	34512 22115	   	177.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	19LHND|2ASPD|3CDMG|4VULN|58DMG|6BEXP|7DUR|aRCR
225	54133 51331	   	177.67	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|2ASPD|34BEXP|5VULN|6ZMB|7RCR|8aDMG|9ERES
226	55333 51331	   	177.67	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|24BEXP|3ASPD|5VULN|6ZMB|7RCR|8aDMG|9ERES
227	11311 46121	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|8DMSP|9MLV
228	11311 46141	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|8DMSP|9CGEN
229	11311 46221	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	18LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|9MLV
230	11311 46241	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	18LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|9CGEN
231	11311 46362	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|8LIT|9SPLJET
232	11311 46611	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|89CGEN
233	11311 46621	   	177.63	DCR|2ASPD|1AART|1VULN|1CDMG	19LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|8CGEN
234	11311 46151	   	177.53	DCR|2ASPD|1VULN|1AART|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|8DMSP|9ERES
235	11311 46251	   	177.53	DCR|2ASPD|1AART|1VULN|1CDMG	18LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCR|7AART|9ERES
236	11412 34311	 * 	177.48	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|2CANARM|3RPLT|4DMG|5MULFIG|68AART|7RCR|9CDMG|aVULN
237	31412 34311	   	177.48	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2CANARM|3RPLT|4DMG|5MULFIG|68AART|7RCR|9CDMG|aVULN
238	11314 23422	 * 	177.46	DCR|3VULN|1AART|1CDMG	1LWND|2CANARM|39aVULN|4CDMG|5MSLFST|6AART|7VENFST|8RCR
239	21514 21125	   	177.38	DCR|2AART|1VULN|1DMG|1CDMG	13FEWX|23CANARM|3BPWR|46AART|5DMG|7RCR|8CDMG|9TLV|aVULN
240	51412 41121	   	177.37	DCR|2VULN|1ASPD|1DMG|2DUR	18DUR|2CANARM|3RPLT|4DMG|5MULFIG|6RCR|79VULN|aASPD
241	23325 41231	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2TLV|3CDMG|4DUST|5AART|6VULN|7MLV|8DMG|9RCR|aASPD
242	23325 43231	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2TLV|3CDMG|4DUST|5AART|6VULN|7AME|8DMG|9RCR|aASPD
243	23325 45231	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2TLV|3CDMG|4DUST|5AART|6VULN|7CGEN|8DMG|9RCR|aASPD
244	23325 46231	   	177.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2TLV|3CDMG|4DUST|5AART|6VULN|7ERES|8DMG|9RCR|aASPD
245	61112 61114	 * 	177.10	DCR|3DMG|2VULN|1MDPS|1AAC	1BELT|25aDMG|3MDPS|4AAC|6RCR|7LIT|8aLWND|9aVULN|aBPWR
246	61135 31114	   	177.10	DCR|3DMG|2VULN|1MDPS|1AAC	1BELT|27aDMG|3MDPS|4LIT|5AAC|6RCR|8aLWND|9aVULN|aBPWR
247	61331 33121	 * 	177.09	DCR|2DMG|1VULN|1AART|1CDMG	1BELT|2aDMG|3DMSP|4AELBLL|5VULN|6AART|7AME|8RCR|9CDMG
248	61141 62221	 * 	177.00	DCR|2AART|2DMG|1MDPS|1ASPD	1BELT|24DMG|3MDPS|4BPWR|5ASPD|6RCR|7aAART|8BEXP|9TLV
249	61141 62233	   	177.00	DCR|2AART|2DMG|1MDPS|1ASPD	1BELT|24DMG|3MDPS|4BPWR|5ASPD|6RCR|7aAART|8BEXP|9DUST
250	61331 31121	   	176.99	DCR|2DMG|1VULN|1AART|1CDMG	1BELT|2aDMG|3DMSP|4AELBLL|5VULN|6AART|7ERES|8RCR|9CDMG
251	34513 21343	   	176.94	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LHND|2ASPD|3CDMG|4VULN|5SELL|6DUR|7RCR|8DMG|9RCVC|aZMB
252	61141 62121	   	176.90	DCR|2AART|2DMG|1MDPS|1ASPD	1BELT|24DMG|3MDPS|4BPWR|5ASPD|6RCR|7aAART|8DUST|9TLV
253	61211 23243	   	176.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1AAC	1BELT|26DMG|3FEWX|4AAC|5AART|7MDPS|8VULN|9ASPD|aRCR
254	62411 23243	   	176.61	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1AAC	1BELT|2DUST|36DMG|4AAC|5AART|7MDPS|8VULN|9ASPD|aRCR
255	61523 12352	 * 	176.58	DCR|3DMG|3ASPD	1BELT|279DMG|37ERES|478ASPD|56RCVC|7BPWR|aRCR
256	34513 11326	 * 	176.40	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1SELL	1LHND|29ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|aMDPS
257	34351 41348	   	176.24	DCR|2VULN|2ASPD|1DMG	1aLHND|26ASPD|3MBVNT|4aLWND|5CGEN|7RCR|8DMG|9aVULN|aBPWR
258	14251 11348	   	176.14	DCR|2VULN|2ASPD|1DMG	1aLWND|2aASPD|3LEGI|4MBVNT|56CGEN|7RCR|8DMG|9aVULN|aBPWR
259	14256 31342	   	176.04	DCR|2VULN|2ASPD|1DMG	1LWND|26ASPD|3LEGI|4MBVNT|56AME|6BPWR|7RCR|8DMG|9aVULN
260	14258 31342	   	176.04	DCR|2VULN|2ASPD|1DMG	1LWND|26ASPD|3LEGI|4MBVNT|56MLV|6BPWR|7RCR|8DMG|9aVULN
261	14451 41342	   	176.04	DCR|2VULN|2ASPD|1DMG	1LWND|26ASPD|3LHND|4MBVNT|5CGEN|7RCR|8DMG|9aVULN
262	34351 41342	   	176.04	DCR|2VULN|2ASPD|1DMG	1LHND|26ASPD|3MBVNT|4LWND|5CGEN|7RCR|8DMG|9aVULN
263	34366 41342	   	176.04	DCR|2VULN|2ASPD|1DMG	1LHND|26ASPD|3MBVNT|4CGEN|5LWND|7RCR|8DMG|9aVULN
264	53325 41131	   	175.95	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2TLV|3CDMG|4DUST|5AART|6VULN|7MLV|8ZMB|9RCR|aASPD
265	53325 43131	   	175.95	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2TLV|3CDMG|4DUST|5AART|6VULN|7AME|8ZMB|9RCR|aASPD
266	14251 41342	   	175.94	DCR|2VULN|2ASPD|1DMG	1LWND|26ASPD|3LEGI|4MBVNT|5CGEN|7RCR|8DMG|9aVULN
267	24333 21328	   	175.94	DCR|2VULN|2ASPD|1DMG	15FEWX|29ASPD|3ERES|4MBVNT|6aVULN|7RCR|8DMG
268	24333 21383	   	175.94	DCR|2VULN|2ASPD|1DMG	15FEWX|2aASPD|3ERES|4MBVNT|69VULN|7RCR|8DMG
269	36216 11316	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2LWND|3LEGI|4DMG|5ZMB|6CGEN|7RCR|8AART|9aVULN
270	24337 21328	   	175.84	DCR|2VULN|2ASPD|1DMG	1FEWX|29ASPD|35ERES|4MBVNT|6aVULN|7RCR|8DMG
271	24337 21383	   	175.84	DCR|2VULN|2ASPD|1DMG	1FEWX|2aASPD|35ERES|4MBVNT|69VULN|7RCR|8DMG
272	11311 64142	   	175.79	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|5ASPD|6BEXP|7CGEN|9AART|aRCR
273	21211 36142	   	175.79	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2CANARM|3LWND|4CDMG|5ASPD|6RMIN|78VULN|9AART|aRCR
274	11311 43326	   	175.74	DCR|2VULN|2CDMG|1ASPD|1DUR	1LWND|2CANARM|38VULN|4aCDMG|5ASPD|6RCR|7DUR|9FEWX
275	11311 43346	   	175.74	DCR|2VULN|2CDMG|1ASPD|1DUR	1LWND|2CANARM|38VULN|4aCDMG|5ASPD|6RCR|7DUR|9BEXP
276	61311 44322	   	175.70	DCR|2VULN|2DMG|1CDMG	1BELT|28DMG|3DMSP|4MLV|5LHND|6aVULN|7RCR|9CDMG
277	11311 11142	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|5ASPD|6ERES|7FEWX|9AART|aRCR
278	11311 13142	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|5ASPD|6ERES|7BEXP|9AART|aRCR
279	11311 21142	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|5ASPD|6TLV|7FEWX|9AART|aRCR
280	11311 23142	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|38VULN|4CDMG|5ASPD|6TLV|7BEXP|9AART|aRCR
281	11311 26442	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|37VULN|4CDMG|5ASPD|6TLV|8FEWX|9AART|aRCR
282	11311 36242	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|37VULN|4CDMG|5ASPD|6RMIN|8DUST|9AART|aRCR
283	21211 26142	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2CANARM|3LWND|4CDMG|5ASPD|6TLV|78VULN|9AART|aRCR
284	14314 31348	   	175.67	DCR|2VULN|1ASPD|1DMG|2DUR	16aLWND|2ASPD|3MBVNT|4aAME|56DUR|6aBPWR|7RCR|8DMG|9aVULN
285	34314 31348	   	175.67	DCR|2VULN|1ASPD|1DMG|2DUR	16aLHND|2ASPD|3MBVNT|4aAME|56DUR|6aBPWR|7RCR|8DMG|9aVULN
286	11311 54421	   	175.66	DCR|2ASPD|1AART|1VULN|1CDMG	1LWND|2CANARM|3VULN|4CDMG|5aASPD|6RCVC|7AART|8RCR|9MLV
287	14132 61351	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|2ASPD|34BEXP|5LHND|6ZMB|7RCR|8DMG|9VULN|aAART
288	15332 61351	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|24BEXP|3ASPD|5LHND|6ZMB|7RCR|8DMG|9VULN|aAART
289	24132 61351	   	175.65	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|34BEXP|5LHND|6ZMB|7RCR|8DMG|9VULN|aAART
290	24213 51351	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3LHND|4AME|5RMIN|6ZMB|7RCR|8DMG|9VULN|aAART
291	25332 61351	   	175.65	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|24BEXP|3ASPD|5LHND|6ZMB|7RCR|8DMG|9VULN|aAART
292	14133 21363	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|2ASPD|34BEXP|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
293	14143 21363	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	14LWND|2ASPD|3BEXP|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
294	15333 21363	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|24BEXP|3ASPD|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
295	15343 21363	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	14LWND|2BEXP|3ASPD|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
296	26343 21363	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|24LWND|3ASPD|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
297	34613 11623	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3MLV|4BEXP|5VULN|6CGEN|7RCR|8AART|9ZMB|aDMG
298	34351 21336	   	175.63	DCR|2ASPD|1VULN|1AART|1CDMG	1LHND|28ASPD|3MBVNT|4LWND|5CGEN|6AART|7RCR|9VULN|aCDMG
299	61211 63243	 * 	175.61	DCR|2VULN|2AART|1DMG|1AAC	1BELT|2DMG|3FEWX|4AAC|58AART|67VULN|9AELBLL|aRCR
300	11311 26242	   	175.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LWND|2CANARM|37VULN|4CDMG|5ASPD|6TLV|8DUST|9AART|aRCR
301	24121 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3BEXP|4ERES|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
302	24122 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3BEXP|4ERES|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
303	24221 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3LHND|4ERES|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
304	24222 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3LHND|4ERES|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
305	24311 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4BEXP|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
306	24312 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4BEXP|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
307	24321 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4LHND|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
308	24322 51351	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4LHND|5MLV|6ZMB|7RCR|8DMG|9VULN|aAART
309	24343 21362	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3ERES|4AME|5VULN|6LHND|7RCR|8DMG|9AART|aZMB
310	25321 51351	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2BEXP|3ASPD|4ERES|5AME|6ZMB|7RCR|8DMG|9VULN|aAART
