0	Index      	 *	Score 	Summary	Detail	
1	36324 42211	 * 	218.50	DCR|3VULN|2DMG|1MDPS|2ASPD	19aVULN|2MDPS|3RMIN|49ASPD|59DMG|6BELT|7RCR|8MBVNT|9BPWR
164	31451 21321	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|9LEGI|aAART
165	31451 21342	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|9DUST|aAART
166	33144 26332	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|7ASPD|9BEXP|aAART
167	33433 22422	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15VULN|2DUST|3ASPD|4BEXP|6RCR|7DUR|8FEWX|9DMG|aAART
168	33451 21332	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|9BEXP|aAART
169	31451 21421	   	195.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8aCDMG
170	33453 23112	   	195.90	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC|1DUR	15VULN|2DUST|37ASPD|4DUR|6RCR|8CDMG|9AAC|aAART
171	34121 53314	   	195.85	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8LHND|9CDMG
172	33144 26321	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|7ASPD|9LEGI|aAART
173	33451 21321	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|9LEGI|aAART
174	33433 22651	   	195.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	15VULN|2DUST|3ASPD|4BEXP|6RCR|7DUR|8aCDMG|9DMG
175	33451 21421	   	195.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|8aCDMG
176	22532 53521	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2FEWX|3aAART|4ASPD|5DMG|6CDMG|7VULN|8RCR|9LWND
177	31451 21531	   	195.45	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR|1SELL	1VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8SELL|9AART|aNUKE
178	33451 21531	   	195.35	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR|1SELL	1VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|8SELL|9AART|aNUKE
179	31453 22226	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	158VULN|2BEXP|3ASPD|47DUR|6RCR|9RPLT|aDMG
180	34121 13261	 * 	195.26	DCR|4VULN|1ASPD|1DMG|1SELL	1239VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8SELL|aDMG
181	32314 14126	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB	16VULN|2MLV|3AART|4TSLFST|56ZMB|6BPWR|7DMG|8FEWX|9RCR|aASPD
182	32361 33663	   	195.23	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1VULN|2MLV|3AART|4aCDMG|5ERES|6DMG|7ZMB|8ASPD|9RCR
183	33453 22226	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR	158VULN|2DUST|3ASPD|47DUR|6RCR|9RPLT|aDMG
184	34121 33261	 * 	195.16	DCR|4VULN|1ASPD|1DMG|1SELL	1239VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8SELL|aDMG
185	14135 32316	   	194.93	DCR|4VULN|2DMG	1FEWX|2TSLARM|345aVULN|6RCR|78DMG|9TLV
186	36163 11336	 * 	194.57	DCR|3VULN|2DMG|1MDPS|1CDMG	158VULN|2MDPS|3LHND|4RMIN|68FEWX|78DMG|8BPWR|9CDMG|aRCR
187	36343 11336	   	194.57	DCR|3VULN|2DMG|1MDPS|1CDMG	158VULN|2MDPS|3RMIN|4LHND|68FEWX|78DMG|8BPWR|9CDMG|aRCR
188	31453 23232	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	158VULN|29BEXP|37ASPD|4DUR|6RCR|aZMB
189	36611 21142	   	194.54	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|7DMG|8ASPD|9MLV|aAART
190	36611 21152	   	194.54	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|7DMG|8ASPD|9CGEN|aAART
191	36611 25122	   	194.54	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|7CGEN|8ASPD|9DMG|aAART
192	33452 11621	   	194.47	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1SELL	1aVULN|2DUST|3ASPD|4DUR|5SELL|6ZMB|7DMG|8RCR|9CDMG
193	36122 21133	   	194.33	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9RCVC|aDMG
194	33433 26131	   	194.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15VULN|2DUST|37ASPD|49BEXP|6RCR|8CDMG|aDMG
195	36521 21334	   	194.29	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9BEXP|aCDMG
196	36523 22632	   	194.23	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8RMIN|9BEXP|aAART
197	36521 21324	   	194.19	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9LEGI|aCDMG
198	36521 21351	   	194.19	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9ERES|aCDMG
199	36523 22621	   	194.13	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	15VULN|2MDPS|34ASPD|6RCR|7DUR|8RMIN|9LEGI|aAART
200	32232 54115	   	194.02	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	17VULN|27MLV|3FEWX|4BEXP|57ASPD|6AART|7BPWR|8AAC|9DMG|aRCR
201	34123 41261	   	193.97	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5RPLT|6RMIN|7CGEN|8AART|9RCR|aZMB
202	34121 53236	   	193.91	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8SELL|9ZMB|aDMG
203	33411 31621	 * 	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	16aVULN|2DUST|3ASPD|4CGEN|5RPLT|7DMG|8RCR|9CDMG
204	33512 52342	   	193.81	DCR|3VULN|1ASPD|1DMG|1CDMG	169VULN|27DUST|3CDMG|4ASPD|5DMG|8RCR|aLHND
205	33512 52343	   	193.81	DCR|3VULN|1ASPD|1DMG|1CDMG	169VULN|27DUST|3CDMG|4ASPD|5DMG|8RCR|aMLV
206	14135 23141	   	193.80	DCR|4VULN|1AART|1ZMB|1DUR	1FEWX|2TSLARM|3456VULN|7DUR|8AART|9RCR|aZMB
207	31453 21136	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2BEXP|3ASPD|4DUR|6RCR|7AME|8AELBLL|9AART
208	31453 22131	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|29BEXP|3ASPD|47DUR|6RCR|8CDMG|aDMG
209	33512 52341	   	193.71	DCR|3VULN|1ASPD|1DMG|1CDMG	169VULN|27DUST|3CDMG|4ASPD|5DMG|8RCR|aTLV
210	34121 13161	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9BEXP|aZMB
211	34121 63623	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6LIT|7RCR|8ZMB|9LWND|aAART
212	14132 31434	   	193.69	DCR|4VULN|1ASPD|1CDMG	1FEWX|2TSLARM|347aVULN|5CDMG|6RCR|8CGEN|9ASPD
213	14135 32214	   	193.69	DCR|4VULN|1DMG|1CDMG	1FEWX|2TSLARM|345aVULN|6RCR|7DMG|8MLV|9CDMG
214	31315 33134	   	193.68	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	179VULN|2BEXP|3LWND|4MDPS|5AART|6RCR|8ASPD|aDUR
215	31315 33524	   	193.68	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	178VULN|2BEXP|3LWND|4MDPS|5AART|6RCR|9ASPD|aDUR
216	33453 22136	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|2DUST|3ASPD|47DUR|6RCR|8CDMG|9BEXP|aDMG
217	34121 13121	   	193.60	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9DUST|aZMB
218	34121 33161	   	193.60	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9BEXP|aZMB
219	14132 31134	   	193.59	DCR|4VULN|1ASPD|1CDMG	1FEWX|2TSLARM|347aVULN|5CDMG|6RCR|8ERES|9ASPD
220	54132 31134	   	193.59	DCR|4VULN|1ASPD|1CDMG	1BEXP|2TSLARM|347aVULN|5CDMG|6RCR|8ERES|9ASPD
221	14135 31314	   	193.59	DCR|4VULN|1DMG|1CDMG|1AAC	1FEWX|2TSLARM|345aVULN|6RCR|7AAC|8DMG|9CDMG
222	36122 21111	   	193.58	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9CGEN|aDMG
223	36122 21124	   	193.58	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9ASPD|aMLV
224	36122 21143	   	193.58	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9RPLT|aASPD
225	31453 23231	   	193.58	DCR|3VULN|1MDPS|2ASPD|1DUR	158VULN|29BEXP|37ASPD|4DUR|6RCR|aMDPS
226	33315 33524	   	193.58	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	178VULN|2DUST|3LWND|4MDPS|5AART|6RCR|9ASPD|aDUR
227	33512 52352	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|27DUST|3CDMG|4ASPD|59DMG|8RCR|aLHND
228	33512 52353	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|27DUST|3CDMG|4ASPD|59DMG|8RCR|aMLV
229	33552 51233	   	193.52	DCR|3VULN|1AART|1DMG|1CDMG	169VULN|2DUST|3CDMG|4ERES|5DMG|7CGEN|8AART|aRCR
230	34121 33121	   	193.50	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9DUST|aZMB
231	54132 33353	   	193.50	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|2TSLARM|349VULN|5CDMG|6RCR|7RCVC|8AART|aZMB
232	44132 31134	   	193.49	DCR|4VULN|1ASPD|1CDMG	1DUST|2TSLARM|347aVULN|5CDMG|6RCR|8ERES|9ASPD
233	34121 13132	   	193.49	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9RCVC|aMDPS
234	36122 21122	   	193.48	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9ASPD|aTLV
235	36122 21123	   	193.48	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9ASPD|aDUST
236	36122 21126	   	193.48	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9ASPD|aLEGI
237	31521 21213	   	193.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|29BEXP|3CDMG|4LEGI|56DMG|6BPWR|7AELBLL|8AART|aRCR
238	31521 21222	   	193.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2BEXP|3CDMG|4LEGI|56DMG|6BPWR|7AELBLL|8AART|9LWND|aRCR
239	31521 21243	   	193.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2BEXP|3CDMG|4LEGI|56DMG|6BPWR|79AELBLL|8AART|aRCR
240	31521 23122	   	193.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2BEXP|3CDMG|4LEGI|56DMG|6BPWR|7LHND|8AART|9DMSP|aRCR
241	33512 52351	   	193.46	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|27DUST|3CDMG|4ASPD|59DMG|8RCR|aTLV
242	44132 33353	   	193.40	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2TSLARM|349VULN|5CDMG|6RCR|7RCVC|8AART|aZMB
243	34121 33132	   	193.39	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9RCVC|aMDPS
244	36122 11123	   	193.38	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9ASPD|aRMIN
245	33521 21212	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|7AELBLL|8AART|9BEXP|aRCR
246	33521 21222	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|7AELBLL|8AART|9LHND|aRCR
247	33521 21243	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|79AELBLL|8AART|aRCR
248	33521 23122	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|7LHND|8AART|9DMSP|aRCR
249	34113 83241	 * 	193.31	DCR|5VULN|1AART	12389VULN|2BPWR|4ERES|5MBVNT|6BEXP|7RCR|aAART
250	32333 45252	   	193.22	DCR|4VULN|1AART|1DMG|1AAC	1579VULN|24MLV|3AART|6DMG|8AAC|aRCR
251	32333 45352	   	193.22	DCR|4VULN|1AART|1DMG	1579VULN|24MLV|3AART|6DMG|8ERES|aRCR
252	34121 23416	   	193.18	DCR|5VULN|1ASPD|1DUR	12379VULN|2BPWR|4ASPD|5AIRARM|6DUR|8RCVC|aRCR
253	31361 23152	   	193.16	DCR|2VULN|2AART|2DMG|1SELL	16VULN|2BEXP|3LWND|4SELL|56DMG|6BPWR|7LHND|89AART|aRCR
254	33361 23152	   	193.06	DCR|2VULN|2AART|2DMG|1SELL	16VULN|2DUST|3LWND|4SELL|56DMG|6BPWR|7LHND|89AART|aRCR
255	34123 34261	   	193.02	DCR|3VULN|1AART|1ASPD|2ZMB	123VULN|2BPWR|4ASPD|5RPLT|6CGEN|7aZMB|8AART|9RCR
256	32364 42313	   	193.01	1SPLARM|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	18VULN|2MLV|3AART|4CDMG|5SPLARM|6RCVC|7ASPD|9DMG|aMDPS
257	31461 21326	   	193.00	DCR|3VULN|1ASPD|1DMG|1DUR	179VULN|2BEXP|3ASPD|4RMIN|5RPLT|6DUR|8RCR|aDMG
258	34123 41262	   	193.00	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5RPLT|6RMIN|7CGEN|8AART|9RCR|aMDPS
259	36522 23613	 * 	192.93	DCR|3VULN|3ASPD|1MDPS|1ZMB|1SELL	167VULN|2MDPS|346ASPD|5SELL|6BPWR|8DMSP|9RCR|aZMB
260	36326 62313	   	192.87	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2MDPS|3RMIN|4ASPD|5RCVC|6RCR|7CDMG|8AART|9MLV|aDMG
261	36326 62321	   	192.87	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2MDPS|3RMIN|4ASPD|5RCVC|6RCR|7CDMG|8AART|9LHND|aDMG
262	36326 62331	   	192.87	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2MDPS|3RMIN|4ASPD|5RCVC|6RCR|7CDMG|8AART|9LWND|aDMG
263	32314 14125	   	192.78	DCR|2VULN|2DMG|1AART|2ZMB	16VULN|2MLV|3AART|4TSLFST|56ZMB|6BPWR|7aDMG|8FEWX|9RCR
264	31451 21111	   	192.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|38ASPD|4DUR|5FEWX|6RCR|7DMG|9ZMB|aCDMG
265	34111 13146	 * 	192.63	DCR|3VULN|1MDPS|1AART|1NUKE	123VULN|2BPWR|4ERES|5MSLREG|6MLV|7RCR|8AART|9MDPS|aNUKE
266	34121 13141	   	192.63	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9MDPS|aCGEN
267	34121 13142	   	192.63	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9MDPS|aDUST
268	34121 13143	   	192.63	DCR|3VULN|1MDPS|2ASPD|1AART	123VULN|2BPWR|4aASPD|5AIRARM|6AME|7RCR|8AART|9MDPS
269	34121 13144	   	192.63	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9MDPS|aLWND
270	34121 13145	   	192.63	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9MDPS|aFEWX
271	34121 13146	   	192.63	DCR|3VULN|1MDPS|1AART|1ASPD|1SELL	123VULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8AART|9MDPS|aSELL
272	33144 26111	   	192.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|78ASPD|9ZMB|aCDMG
273	33451 21111	   	192.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUST|38ASPD|4DUR|5FEWX|6RCR|7DMG|9ZMB|aCDMG
274	36521 21413	   	192.55	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|8CDMG|9DUR|aZMB
275	34111 33146	   	192.53	DCR|3VULN|1MDPS|1AART|1NUKE	123VULN|2BPWR|4ERES|5MSLREG|6TLV|7RCR|8AART|9MDPS|aNUKE
276	34121 33141	   	192.53	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS|aCGEN
277	34121 33142	   	192.53	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS|aDUST
278	34121 33143	   	192.53	DCR|3VULN|1MDPS|2ASPD|1AART	123VULN|2BPWR|4aASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS
279	34121 33144	   	192.53	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS|aLWND
280	34121 33145	   	192.53	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS|aFEWX
281	34121 33146	   	192.53	DCR|3VULN|1MDPS|1AART|1ASPD|1SELL	123VULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8AART|9MDPS|aSELL
282	31462 62122	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|2RMIN	19VULN|2BEXP|3ASPD|48RMIN|5FEWX|6RCR|7CDMG|aAART
283	33221 31655	   	192.07	DCR|3VULN|2ASPD|1DMG	16aVULN|2DUST|3aCGEN|4AME|5RPLT|7DMG|8RCR|9aASPD|aBPWR
284	36523 21623	   	192.06	DCR|3VULN|1MDPS|2ASPD|1CDMG	159VULN|2MDPS|34ASPD|6RCR|7AME|8CDMG|aCGEN
285	33433 26235	   	192.06	DCR|3VULN|2ASPD|1CDMG	158VULN|2DUST|37ASPD|49BEXP|6RCR|aCDMG
286	34323 32261	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|2BPWR|3DMSP|4ASPD|5RPLT|6CGEN|7DMG|8AART|9RCR|aZMB
287	31453 23134	   	192.00	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	15VULN|29BEXP|37ASPD|4DUR|6RCR|8CDMG|aMDPS
288	33462 62122	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|2RMIN	19VULN|2DUST|3ASPD|48RMIN|5FEWX|6RCR|7CDMG|aAART
289	34224 36232	   	191.97	DCR|3VULN|1AART|1DMG|1DUR	128VULN|2BPWR|3CGEN|4DUR|5AART|6RCVC|7DMG|9RMIN|aRCR
290	36523 21621	   	191.96	DCR|3VULN|1MDPS|2ASPD|1CDMG	159VULN|2MDPS|34ASPD|6RCR|7AME|8CDMG|aERES
291	36523 23623	   	191.96	DCR|3VULN|1MDPS|2ASPD|1CDMG	159VULN|2MDPS|34ASPD|6RCR|7TLV|8CDMG|aCGEN
292	31166 23136	   	191.95	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1aVULN|2BEXP|3DUR|4SELL|5CDMG|6RCR|7ASPD|8AELBLL|9AART
293	31315 35134	 * 	191.92	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	19VULN|2BEXP|3LWND|4MDPS|57AART|6RCR|8ASPD|aDUR
294	31161 24132	   	191.91	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR|1SELL	16VULN|2BEXP|3DUR|4SELL|56DMG|6BPWR|7ASPD|8BASFIG|9ZMB|aRCR
295	31161 24232	   	191.91	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR|1SELL	16VULN|2BEXP|3DUR|4SELL|56DMG|6BPWR|7ASPD|8BASARM|9ZMB|aRCR
296	31451 21432	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8CDMG|9AART|aAME
297	36523 23621	   	191.86	DCR|3VULN|1MDPS|2ASPD|1CDMG	159VULN|2MDPS|34ASPD|6RCR|7TLV|8CDMG|aERES
298	31512 62444	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	18aVULN|2BEXP|3CDMG|4ASPD|5DMG|6MBVNT|7LEGI|9RCR
299	33451 21432	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|8CDMG|9AART|aAME
300	33525 31152	   	191.76	DCR|2VULN|2AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4LEGI|5LWND|7DMG|89AART|aRCR
301	33512 62444	   	191.71	DCR|3VULN|1ASPD|1DMG|1CDMG	18aVULN|2DUST|3CDMG|4ASPD|5DMG|6MBVNT|7LEGI|9RCR
302	34322 36352	   	191.69	DCR|3VULN|2ASPD|1AART	129VULN|2BPWR|3DMSP|48ASPD|5LHND|6AELBLL|7AART|aRCR
303	34121 13314	   	191.69	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8LHND|9CDMG
304	36621 21162	   	191.67	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	13VULN|2MDPS|3BPWR|4ERES|5FEWX|6RCR|7DMG|8ASPD|9RMIN|aAART
305	31451 21533	   	191.63	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8SELL|9AART|aCDMG
306	34113 24811	   	191.62	DCR|4VULN|1ASPD|1CDMG	1237VULN|2BPWR|4ERES|5MBVNT|6RCVC|8RCR|9CDMG|aASPD
307	34121 13614	   	191.59	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5AIRARM|6AME|7RCR|8DUST|9CDMG
308	34121 33314	   	191.59	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8LHND|9CDMG
309	31512 62447	   	191.56	DCR|2VULN|2DMG|1ASPD|1CDMG	18VULN|2BEXP|3CDMG|4ASPD|5aDMG|6MBVNT|7LEGI|9RCR
310	33433 26262	   	191.56	DCR|4VULN|2ASPD	158aVULN|2DUST|37ASPD|4BEXP|6RCR|9ERES
311	33451 21533	   	191.53	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|8SELL|9AART|aCDMG
312	36521 21221	 * 	191.50	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	1VULN|2MDPS|34ASPD|5FEWX|6RCR|79DMG|8AME|aCDMG
313	31453 22235	   	191.49	DCR|3VULN|1ASPD|1CDMG|2DUR	158VULN|29BEXP|3ASPD|47DUR|6RCR|aCDMG
314	34121 33614	   	191.49	DCR|4VULN|1ASPD|1CDMG	123aVULN|2BPWR|4ASPD|5AIRARM|6TLV|7RCR|8DUST|9CDMG
315	34111 23252	   	191.48	DCR|3VULN|1AART|1NUKE|1DUR	123VULN|2BPWR|4ERES|5MSLREG|6DUR|7RCR|8BASARM|9AART|aNUKE
316	34126 62232	 * 	191.47	5VULN|2DMG|2ASPD|1AART	1239aVULN|29BPWR|49ASPD|5RCVC|69DMG|7AART|8BELT
317	33433 22333	   	191.42	DCR|4VULN|1ASPD|2DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79DUR|9BPWR|aRCVC
318	31512 23613	   	191.27	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	1VULN|2BEXP|3CDMG|478ASPD|5DMG|6CGEN|9RCR|aZMB
319	31453 22522	   	191.25	DCR|3VULN|1ASPD|1CDMG|2DUR|1SELL	15aVULN|2BEXP|3ASPD|47DUR|6RCR|8SELL|9CDMG
320	33512 23613	   	191.17	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	1VULN|2DUST|3CDMG|478ASPD|5DMG|6CGEN|9RCR|aZMB
321	33453 22522	   	191.15	DCR|3VULN|1ASPD|1CDMG|2DUR|1SELL	15aVULN|2DUST|3ASPD|47DUR|6RCR|8SELL|9CDMG
