0	Index      	 *	Score 	Summary	Detail	
1	63243 21521	 * 	211.18	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAART
156	26144 46151	   	187.83	DCR|2VULN|2DMG|2ASPD	157LIT|2MBVNT|39VULN|47DMG|67ASPD|7BPWR|8CGEN|aRCR
157	26144 46351	   	187.83	DCR|2VULN|2DMG|2ASPD	157LIT|2MBVNT|39VULN|47DMG|67ASPD|7BPWR|8AME|aRCR
158	33213 21465	 * 	187.78	DCR|1SPLARM|2VULN|2ASPD|1ZMB|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9BASARM|aSPLARM
159	26143 46236	   	187.63	DCR|2VULN|2DMG|2ASPD	17LIT|2MBVNT|35VULN|47DMG|67ASPD|7BPWR|8ERES|9TLV|aRCR
160	11113 51325	   	187.54	DCR|2VULN|1MDPS|2ASPD|1NUKE|1RMIN	1MDPS|2DLOT|3RMIN|49VULN|5RCVC|6RCR|79AME|89ASPD|9BPWR|aNUKE
161	63243 21522	   	187.40	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aCGEN
162	63243 21531	   	187.40	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aDUR
163	11113 54325	   	187.34	DCR|2VULN|1MDPS|2ASPD|1NUKE|1RMIN	1MDPS|2DLOT|3RMIN|49VULN|5RCVC|6RCR|79ERES|89ASPD|9BPWR|aNUKE
164	63243 21523	   	187.30	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aDUST
165	26143 43316	   	187.21	DCR|3VULN|1ASPD|1DMG|2DUR	1LIT|2MBVNT|358VULN|4DMG|6ASPD|79DUR|aRCR
166	53323 21526	   	187.18	DCR|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR|1RMIN	13MLV|2ASPD|4VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aNUKE
167	53352 12111	   	187.17	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	137MLV|27ASPD|4LIT|5DUR|67VULN|7BPWR|8ZMB|9RCR|aCDMG
168	11533 56332	   	187.05	DCR|3ASPD|2VULN|1MDPS|1CDMG	1MDPS|2DLOT|34VULN|5MLV|6RCR|7CDMG|89aASPD
169	16166 31123	   	186.70	ACR|3VULN|2DMG|1MDPS|1ASPD|2DUR	1MDPS|2DMSP|3RCR|47DMG|57aVULN|67DUR|7BPWR|8FEWX|9ASPD
170	16166 31223	   	186.70	ACR|3VULN|2DMG|1MDPS|1ASPD|2DUR	1MDPS|2DMSP|3RCR|47DMG|57aVULN|67DUR|7BPWR|8BEXP|9ASPD
171	16166 31323	   	186.70	ACR|3VULN|2DMG|1MDPS|1ASPD|2DUR	1MDPS|2DMSP|3RCR|47DMG|57aVULN|67DUR|7BPWR|8ASPD|9LWND
172	33213 31452	   	186.70	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1AME|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aRPLT
173	33213 31453	   	186.70	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1AME|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aLHND
174	33213 31454	   	186.70	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1AME|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aCGEN
175	53213 31452	   	186.70	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aRPLT
176	53213 31453	   	186.70	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aLHND
177	16166 31333	   	186.60	ACR|3VULN|1MDPS|2DMG|1ASPD|2DUR	1MDPS|2DMSP|3RCR|47DMG|57aVULN|67DUR|7BPWR|8ASPD|9DUST
178	63213 31452	   	186.60	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aRPLT
179	63213 31453	   	186.60	DCR|2VULN|2ASPD|1AART|1AAC|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aLHND
180	53323 31551	   	186.55	DCR|2VULN|2DMG|1ASPD|1AAC|1RMIN	13aMLV|2ASPD|4aVULN|5RMIN|6AAC|7RCR|8aDMG|9RPLT|aBPWR
181	15214 12123	 * 	186.51	DCR|2VULN|1MDPS|1AART|2CDMG|2ZMB	1MDPS|2aZMB|3MLV|4AART|5BELT|6RCR|7RCVC|8aVULN|9aCDMG|aBPWR
182	33215 11531	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aCGEN
183	33215 11533	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1aAME|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG
184	33215 11534	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aLHND
185	33215 11535	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aLIT
186	53215 11531	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aCGEN
187	53215 11533	   	186.48	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aAME
188	33215 11532	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aDUST
189	53215 11532	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aDUST
190	63215 11531	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1ERES|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aCGEN
191	63215 11533	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1ERES|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aAME
192	33211 11523	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|24ASPD|3aVULN|5LEGI|6RCVC|7RCR|8DMG|9DUR
193	33226 11523	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|25ASPD|3aVULN|4LEGI|6RCVC|7RCR|8DMG|9DUR
194	53211 11523	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|24ASPD|3aVULN|5LEGI|6RCVC|7RCR|8DMG|9DUR
195	53226 11523	   	186.38	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|25ASPD|3aVULN|4LEGI|6RCVC|7RCR|8DMG|9DUR
196	11114 51325	   	186.35	DCR|2VULN|1MDPS|2ASPD|1NUKE|2RMIN	1MDPS|2DLOT|35RMIN|49VULN|6RCR|79AME|89ASPD|9BPWR|aNUKE
197	15535 33123	 * 	186.34	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB	1MDPS|2ZMB|346VULN|5RPLT|7RMIN|8ASPD|9RCR|aCDMG
198	33213 21651	   	186.32	DCR|2ASPD|1VULN|1AART|1ZMB|1DUR|2RMIN	1AME|24ASPD|3VULN|58RMIN|6ZMB|7RCR|9AART|aDUR
199	53213 21651	   	186.32	DCR|2ASPD|1VULN|1AART|1ZMB|1DUR|2RMIN	1MLV|24ASPD|3VULN|58RMIN|6ZMB|7RCR|9AART|aDUR
200	26122 12475	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2MBVNT|39VULN|4BEXP|5DMG|69AIRARM|7CDMG|89ASPD|9BPWR|aRCR
201	63215 11532	   	186.28	DCR|2VULN|2ASPD|1DMG|1DUR	1ERES|24ASPD|39VULN|5DUR|6RCVC|7RCR|8DMG|aDUST
202	63213 21651	   	186.22	DCR|2ASPD|1VULN|1AART|1ZMB|1DUR|2RMIN	1ERES|24ASPD|3VULN|58RMIN|6ZMB|7RCR|9AART|aDUR
203	63243 42311	   	186.21	DCR|3VULN|1AART|1ASPD|1RMIN	1ERES|2ASPD|348VULN|5RMIN|6DUST|7BEXP|9RCR|aAART
204	15533 63113	   	186.18	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB	1MDPS|2ZMB|34aVULN|5BEXP|6CDMG|7RCR|8ASPD|9LIT
205	33214 31526	   	186.16	DCR|2ASPD|1VULN|1DMG|1NUKE|1DUR	1AME|24ASPD|3VULN|5FEWX|6RCVC|7RCR|8DMG|9DUR|aNUKE
206	33211 11526	   	186.06	DCR|2ASPD|1VULN|1DMG|1NUKE|1DUR	1AME|24ASPD|3VULN|5LEGI|6RCVC|7RCR|8DMG|9DUR|aNUKE
207	33226 11526	   	186.06	DCR|2ASPD|1VULN|1DMG|1NUKE|1DUR	1AME|25ASPD|3VULN|4LEGI|6RCVC|7RCR|8DMG|9DUR|aNUKE
208	53211 11526	   	186.06	DCR|2ASPD|1VULN|1DMG|1NUKE|1DUR	1MLV|24ASPD|3VULN|5LEGI|6RCVC|7RCR|8DMG|9DUR|aNUKE
209	31163 14326	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	1AME|2DLOT|3FEWX|48VULN|5aAART|6DUR|7DMG|9RCR
210	33265 21521	   	185.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1AME|2ASPD|35VULN|4MLV|6ZMB|7RCR|8DMG|9aDUR
211	33345 21521	   	185.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1AME|2ASPD|3MLV|45VULN|6ZMB|7RCR|8DMG|9aDUR
212	35215 21521	   	185.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1AME|2MLV|35VULN|4ASPD|6ZMB|7RCR|8DMG|9aDUR
213	33234 13612	   	185.79	DCR|4VULN|1ASPD|1CDMG	1AME|2ASPD|3689VULN|4LHND|5CDMG|7LWND|aRCR
214	53234 13612	   	185.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2ASPD|3689VULN|4LHND|5CDMG|7LWND|aRCR
215	33245 21432	   	185.77	DCR|4VULN|1ASPD|1ZMB	1AME|2ASPD|358aVULN|4ERES|6ZMB|7RCR|9CGEN
216	34215 21432	   	185.77	DCR|4VULN|1ASPD|1ZMB	1AME|2ERES|358aVULN|4ASPD|6ZMB|7RCR|9CGEN
217	33245 21521	   	185.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1AME|2ASPD|35VULN|4ERES|6ZMB|7RCR|8DMG|9aDUR
218	34215 21521	   	185.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1AME|2ERES|35VULN|4ASPD|6ZMB|7RCR|8DMG|9aDUR
219	33224 13612	   	185.69	DCR|4VULN|1ASPD|1CDMG	1AME|2ASPD|3689VULN|4LEGI|5CDMG|7LWND|aRCR
220	53224 13612	   	185.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2ASPD|3689VULN|4LEGI|5CDMG|7LWND|aRCR
221	22125 24122	 * 	185.60	DCR|4VULN|1DMG|1DUR|1SELL	1LIT|237aVULN|4SELL|5DUR|6RCR|8DMG|9LWND
222	22125 24152	 * 	185.60	DCR|4VULN|1DMG|1DUR|1SELL	1LIT|237aVULN|4SELL|5DUR|6RCR|8DMG|9FEWX
223	22125 24622	   	185.60	DCR|4VULN|1ASPD|1DUR|1SELL	1LIT|237aVULN|4SELL|5DUR|6RCR|8ASPD|9LWND
224	32416 52222	   	185.57	DCR|3VULN|1AART|1DMG	19AME|2LWND|3LEGI|479VULN|5AART|6RCR|89BEXP|9BPWR|aDMG
225	26474 11245	   	185.37	DCR|3VULN|1AART|1ASPD	135LIT|2MBVNT|4ASPD|6RCR|789VULN|aAART
226	11535 33321	   	185.24	ACR|4VULN|1MDPS|2ASPD|1AART	1MDPS|2DLOT|3469VULN|5RCR|79BEXP|89ASPD|9BPWR|aAART
227	11565 33321	   	185.24	ACR|4VULN|1MDPS|2ASPD|1AART	1MDPS|2DLOT|3469VULN|49BPWR|5RCR|79BEXP|89ASPD|aAART
228	63243 21412	   	185.17	DCR|3VULN|1ASPD|1ZMB|1DUR|1RMIN	1ERES|2ASPD|348VULN|5RMIN|6ZMB|7RCR|9LWND|aDUR
229	32416 53232	   	185.03	DCR|2VULN|2DMG|1AART	1AME|2LWND|3LEGI|48VULN|5AART|6RCR|7ERES|9aDMG
230	15214 16123	   	184.90	DCR|2VULN|1MDPS|1AART|2CDMG|2ZMB	1MDPS|2aZMB|3MLV|4AART|58BELT|6RCR|7aVULN|9aCDMG|aBPWR
231	63213 21351	   	184.85	DCR|2ASPD|1VULN|1AART|1ZMB|1DUR|1RMIN	18ERES|24ASPD|3VULN|5RMIN|6ZMB|7RCR|9AART|aDUR
232	53211 51523	   	184.35	DCR|2VULN|2ASPD|1DMG|1DUR	16MLV|24ASPD|3aVULN|5LEGI|7RCR|8DMG|9DUR
233	33261 21451	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15AME|2ASPD|38VULN|4MLV|6ZMB|7RCR|9AART|aDUR
234	33341 21451	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15AME|2ASPD|3MLV|48VULN|6ZMB|7RCR|9AART|aDUR
235	35211 21451	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15AME|2MLV|38VULN|4ASPD|6ZMB|7RCR|9AART|aDUR
236	22265 52332	   	184.25	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	146LIT|249VULN|3AAC|4BPWR|5CDMG|7RCR|8DMG|aDUR
237	33565 21321	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	14AME|2ASPD|3DUR|5AART|67VULN|8CDMG|9LIT|aRCR
238	15536 23131	   	184.18	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	1MDPS|2ZMB|34VULN|5AELBLL|6AART|7RCR|8AME|9DMG|aDUR
239	33241 21451	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15AME|2ASPD|38VULN|4ERES|6ZMB|7RCR|9AART|aDUR
240	34211 21451	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15AME|2ERES|38VULN|4ASPD|6ZMB|7RCR|9AART|aDUR
241	33234 15512	 * 	184.16	DCR|3VULN|2ASPD|1CDMG	1AME|27ASPD|369VULN|4LHND|5CDMG|8LWND|aRCR
242	63215 11432	   	184.15	DCR|3VULN|2ASPD|1DUR	1ERES|24ASPD|38aVULN|5DUR|6RCVC|7RCR|9CGEN
243	33245 21351	   	184.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2ASPD|35VULN|48ERES|6ZMB|7RCR|9AART|aDUR
244	34215 21351	   	184.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|28ERES|35VULN|4ASPD|6ZMB|7RCR|9AART|aDUR
245	33224 15512	   	184.06	DCR|3VULN|2ASPD|1CDMG	1AME|27ASPD|369VULN|4LEGI|5CDMG|8LWND|aRCR
246	26113 43752	   	183.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1LIT|2MBVNT|35VULN|4AAC|6ASPD|7DUR|8CDMG|9AART|aRCR
247	26164 22425	   	183.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1LIT|2MBVNT|3VULN|4ZMB|5CDMG|6SNIFST|7AART|8RCR|9aASPD
248	26143 22326	   	183.94	DCR|2VULN|2DMG|1ASPD|1ZMB	17LIT|2MBVNT|35VULN|47DMG|67CGEN|7BPWR|8ASPD|9ZMB|aRCR
249	53325 11161	   	183.89	DCR|2DMG|2ASPD|1VULN|1DUR	13aMLV|2aASPD|4VULN|5DUR|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
250	26164 12425	   	183.86	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1LIT|2MBVNT|3VULN|4ZMB|5CDMG|6BASARM|7AART|8RCR|9aASPD
251	33125 26411	   	183.86	DCR|2ASPD|1AART|1VULN|1CDMG|1AAC|1ZMB	1AME|29ASPD|3AAC|4ERES|5AART|6VULN|7ZMB|8RCR|aCDMG
252	22164 13253	   	183.84	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	1LIT|238VULN|4ASPD|5SELL|6BEXP|7ZMB|9DMG|aRCR
253	26144 43752	   	183.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15LIT|2MBVNT|3VULN|4DMG|6ASPD|7DUR|8CDMG|9AART|aRCR
254	33125 26413	   	183.68	DCR|2AART|2ASPD|1VULN|1AAC|1ZMB	1AME|29ASPD|3AAC|4ERES|5aAART|6VULN|7ZMB|8RCR
255	33234 52612	   	183.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1AME|2ASPD|389VULN|4LHND|5CDMG|67DUR|aRCR
256	33523 12612	   	183.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1AME|2ASPD|37DUR|4LHND|5CDMG|689VULN|aRCR
257	42211 22612	   	183.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1LHND|27DUR|3MLV|489VULN|5CDMG|6ASPD|aRCR
258	42311 22612	   	183.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1LHND|27DUR|3AME|489VULN|5CDMG|6ASPD|aRCR
259	33533 12612	   	183.39	DCR|3VULN|1ASPD|1CDMG|2DUR	1AME|2ASPD|37DUR|4DUST|5CDMG|689VULN|aRCR
260	33423 26422	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1AME|2ASPD|3SELL|4DLOT|5DMG|6aVULN|7AART|8RCR|9BEXP
261	26143 31847	   	183.29	DCR|2VULN|2DMG|1AART	1LIT|2MBVNT|35VULN|4aDMG|6RMIN|7FEWX|8AART|9RCR
262	31563 52312	 * 	183.15	DCR|2ASPD|1AART|1VULN|2CDMG	19AME|2DLOT|3ERES|4AART|59CDMG|6BELT|7RCR|89ASPD|9BPWR|aVULN
263	43126 35123	   	182.98	DCR|2VULN|2DMG|1ASPD|1RMIN	17LHND|2BEXP|3RMIN|4RPLT|57DMG|67VULN|7BPWR|8ASPD|9RCR|aRCVC
264	53323 21452	   	182.91	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	13MLV|2ASPD|48VULN|5RMIN|6ZMB|7RCR|9AART|aRPLT
265	53323 21453	   	182.91	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	13MLV|2ASPD|48VULN|5RMIN|6ZMB|7RCR|9AART|aLHND
266	11116 51322	   	182.85	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79AME|89ASPD|9BPWR|aLIT
267	11116 51323	   	182.85	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79AME|89ASPD|9BPWR|aLWND
268	11116 51324	   	182.85	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79AME|89ASPD|9BPWR|aDMSP
269	11116 51326	   	182.85	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79AME|89ASPD|9BPWR|aCGEN
270	63243 21352	   	182.71	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	18ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|9AART|aRPLT
271	63243 21353	   	182.71	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	18ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|9AART|aLHND
272	33213 44411	   	182.70	DCR|2VULN|2ASPD|1AART|1RMIN	1AME|24ASPD|37VULN|5RMIN|6DUST|8BEXP|9RCR|aAART
273	33215 11423	   	182.67	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|24ASPD|38VULN|5DUR|6RCVC|7RCR|9RPLT|aCDMG
274	53215 11423	   	182.67	DCR|2VULN|2ASPD|1CDMG|1DUR	1MLV|24ASPD|38VULN|5DUR|6RCVC|7RCR|9RPLT|aCDMG
275	33213 31536	   	182.66	DCR|2ASPD|1VULN|1DMG|1NUKE|1AAC|1RMIN	1AME|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9LHND|aNUKE
276	33213 31566	   	182.66	DCR|2ASPD|1VULN|1DMG|1NUKE|1AAC|1RMIN	1AME|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9LWND|aNUKE
277	53213 31536	   	182.66	DCR|2ASPD|1VULN|1DMG|1NUKE|1AAC|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9LHND|aNUKE
278	33216 21423	   	182.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1AME|24ASPD|38VULN|5CGEN|6ZMB|7RCR|9RPLT|aCDMG
279	33216 21432	   	182.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1AME|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aCDMG
280	53216 21432	   	182.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1MLV|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aCDMG
281	11116 54322	   	182.65	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79ERES|89ASPD|9BPWR|aLIT
282	11116 54323	   	182.65	DCR|3VULN|1MDPS|2ASPD|1RMIN	1MDPS|2DLOT|3RMIN|459VULN|6RCR|79ERES|89ASPD|9BPWR|aLWND
283	43126 35121	   	182.65	DCR|2VULN|2DMG|1ASPD|1RMIN	17LHND|2BEXP|3RMIN|4RPLT|57DMG|67VULN|7BPWR|8ASPD|9RCR|aDMSP
284	43126 35122	   	182.65	DCR|2VULN|2DMG|1ASPD|1RMIN	17LHND|2BEXP|3RMIN|4RPLT|57DMG|67VULN|7BPWR|8ASPD|9RCR|aLWND
285	33213 21464	   	182.61	DCR|2VULN|1MDPS|2ASPD|1ZMB|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9BASARM|aMDPS
286	63213 42311	   	182.60	DCR|2VULN|2ASPD|1AART|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6DUST|7BEXP|9RCR|aAART
287	63216 21432	   	182.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ERES|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aCDMG
288	32312 31643	   	182.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SPLREG	1AME|2LWND|3SPLREG|4AART|5BEXP|6VULN|7ASPD|8DMG|9CDMG|aRCR
289	52312 31643	   	182.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SPLREG	1MLV|2LWND|3SPLREG|4AART|5BEXP|6VULN|7ASPD|8DMG|9CDMG|aRCR
290	63213 21526	   	182.51	DCR|2ASPD|1VULN|1DMG|1ZMB|2RMIN|1DUR	1ERES|24ASPD|3VULN|5aRMIN|6ZMB|7RCR|8DMG|9DUR
291	33265 21623	   	182.50	DCR|3VULN|1ASPD|1ZMB|1DUR	1AME|2ASPD|35aVULN|4MLV|6ZMB|7RCR|8RMIN|9DUR
292	33345 21623	   	182.50	DCR|3VULN|1ASPD|1ZMB|1DUR	1AME|2ASPD|3MLV|45aVULN|6ZMB|7RCR|8RMIN|9DUR
293	35215 21623	   	182.50	DCR|3VULN|1ASPD|1ZMB|1DUR	1AME|2MLV|35aVULN|4ASPD|6ZMB|7RCR|8RMIN|9DUR
294	14332 33144	   	182.46	DCR|2VULN|1MDPS|2ASPD|1CDMG|1ZMB	1MDPS|2TLV|3FEWX|46VULN|5CDMG|7RCR|8aASPD|9ZMB
295	63243 31432	   	182.28	DCR|4VULN|1ASPD|1AAC|1RMIN	1ERES|2ASPD|348aVULN|5RMIN|6AAC|7RCR|9CGEN
296	21163 52125	   	182.26	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1LIT|2LHND|35VULN|4ASPD|6CDMG|7DMG|8SELL|9ZMB|aRCR
297	22363 52125	   	182.26	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1LIT|25VULN|3LWND|4ASPD|6CDMG|7DMG|8SELL|9ZMB|aRCR
298	23163 52125	   	182.26	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1LIT|2FEWX|35VULN|4ASPD|6CDMG|7DMG|8SELL|9ZMB|aRCR
299	42261 22261	 * 	182.11	ACR|2DMG|2ASPD|1VULN|3DUR|1CDMG	1LHND|27aDUR|3MLV|4RCR|5CDMG|6aASPD|8VULN|9aDMG|aBPWR
300	42361 22261	   	182.11	ACR|2DMG|2ASPD|1VULN|3DUR|1CDMG	1LHND|27aDUR|3AME|4RCR|5CDMG|6aASPD|8VULN|9aDMG|aBPWR
301	22356 41133	   	182.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1LIT|2VULN|3LWND|4RPLT|5DUR|6AART|7CDMG|8RCR|9aASPD
302	63543 13311	   	182.03	DCR|2VULN|1AART|1ASPD|2DUR|1RMIN	1ERES|2ASPD|37DUR|48VULN|5RMIN|6FEWX|9RCR|aAART
303	26143 43356	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LIT|2MBVNT|358VULN|4DMG|6ASPD|7DUR|9DMSP|aRCR
304	26143 43366	   	181.96	DCR|3VULN|1DMG|1ASPD|1DUR	1LIT|2MBVNT|358VULN|4DMG|6ASPD|7DUR|9AELBLL|aRCR
305	33214 31452	   	181.89	DCR|2VULN|2ASPD|1AART	1AME|24ASPD|38VULN|5FEWX|6RCVC|7RCR|9AART|aRPLT
306	33214 31453	   	181.89	DCR|2VULN|2ASPD|1AART	1AME|24ASPD|38VULN|5FEWX|6RCVC|7RCR|9AART|aLHND
307	22265 52321	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	146LIT|24VULN|3AAC|4BPWR|5CDMG|7RCR|8DMG|9AART|aBEXP
308	22265 52323	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	146LIT|24VULN|3AAC|4BPWR|5CDMG|7RCR|8DMG|9AART|aLHND
309	11534 14131	 * 	181.87	DCR|5VULN|1MDPS|1ZMB	1MDPS|2DLOT|3478aVULN|5BELT|6RCR|7BPWR|9ZMB
310	11536 16321	 * 	181.86	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DUR	1MDPS|2DLOT|34VULN|58ASPD|6DUR|79CDMG|aRCR
311	26142 81484	   	181.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	19LIT|2MBVNT|3VULN|4DMG|5ZMB|6DUR|7ASPD|8RCR|aAART
312	11116 56312	   	181.82	DCR|2VULN|1MDPS|2ASPD|1CDMG|1RMIN	1MDPS|2DLOT|3RMIN|45VULN|6RCR|7CDMG|8aASPD|9RCVC
313	33211 11452	   	181.79	DCR|2VULN|2ASPD|1AART	1AME|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aRPLT
314	33211 11453	   	181.79	DCR|2VULN|2ASPD|1AART	1AME|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aLHND
315	33211 11454	   	181.79	DCR|2VULN|2ASPD|1AART	1AME|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aCGEN
