0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32241 46812	10	 * 	279.23	DCR|4VULN|3DMG|2DUR	1RCVC|27DUR|3MBVNT|4579VULN|678DMG|7BPWR|aRCR
165	66311 13413	8	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|345VULN|6DMG|7FEWX|8TLV|9DUR|aRCR
166	66311 15132	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|345VULN|6DMG|7DUR|8RCR|9BEXP|aTLV
167	66311 43223	4	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|348VULN|5DMG|6LHND|7TLV|9DUR|aRCR
168	66323 13223	6	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4LHND|5TLV|6DMG|9DUR|aRCR
169	66323 13223	5	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4LHND|5TLV|6DMG|9DUR|aRCR
170	66323 15223	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4LHND|5TLV|6DMG|9DUR|aRCR
171	66325 13223	4	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4LHND|5TLV|6DMG|9DUR|aRCR
172	21126 42228	10	   	252.98	DCR|5VULN|1TLV|1CDMG	1DUST|2MBVNT|35789VULN|4TLV|6RCR|aCDMG
173	11126 46841	10	   	252.94	DCR|3VULN|2TLV|1DMG|1DUR	17LHND|2MBVNT|357VULN|47TLV|6RCR|7BPWR|8DMG|9LIT|aDUR
174	66323 13431	10	   	252.71	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	17LIT|2ASPD|37VULN|4LHND|5TLV|67DMG|7BPWR|8RCR|9RMIN|aDUR
175	63323 13441	10	   	252.71	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	17LIT|2RMIN|37VULN|4LHND|5TLV|67DMG|7BPWR|8RCR|9ASPD|aDUR
176	11126 46283	10	   	252.68	DCR|4VULN|2TLV|1CDMG|1AART	17LHND|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9AART|aCDMG
177	51144 54824	3	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1FEWX|2MBVNT|35VULN|45DMG|5BPWR|6AART|7DUR|8RCR|9CDMG|aTLV
178	66323 13422	10	   	252.58	DCR|2VULN|2DMG|2TLV|2ASPD|2LIT	17LIT|2aASPD|37VULN|4LHND|5aTLV|67DMG|7aBPWR|8RCR|9aCGEN
179	32421 16321	8	   	252.51	DCR|3VULN|3DUR|1TLV	1RCVC|269DUR|3ERES|4LIT|567VULN|6BPWR|8RCR|aTLV
180	32421 16341	9	   	252.51	DCR|3VULN|3DUR|1TLV	1RCVC|269DUR|3ERES|4LIT|567VULN|6BPWR|8RCR|aTLV
181	63323 13412	8	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	17LIT|2RMIN|37VULN|4LHND|59TLV|67DMG|7BPWR|8RCR|aDUR
182	23236 42151	10	   	252.40	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	149DUST|2SELL|369VULN|56LIT|69BPWR|7TLV|89DMG|aRCR
183	63311 32311	7	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|29RMIN|3456VULN|6BPWR|7RCR|8TLV|aDUR
184	63311 32321	7	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8TLV|9CGEN|aDUR
185	63311 32324	9	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|28RMIN|3456VULN|6BPWR|7RCR|9DUR|aTLV
186	63314 32124	9	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|2RMIN|3468VULN|5RCVC|6BPWR|7RCR|9DUR|aTLV
187	63351 32124	9	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|24RMIN|3568VULN|6BPWR|7RCR|9DUR|aTLV
188	63361 32124	9	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	16LIT|2RMIN|3568VULN|4DMSP|6BPWR|7RCR|9DUR|aTLV
189	21156 32438	10	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1DUST|2MBVNT|3aVULN|4LIT|5BEXP|6RCR|7aDUR|8TLV|9aDMG|aBPWR
190	32241 46142	8	   	252.18	DCR|3VULN|2DMG|2DUR|1AART	1RCVC|27DUR|3MBVNT|457VULN|67DMG|7BPWR|8LWND|9RCR|aAART
191	32244 46234	9	 * 	252.12	DCR|4VULN|2DUR|1TLV	1RCVC|27DUR|3MBVNT|478aVULN|57MLV|6RCR|7BPWR|9TLV
192	32245 36334	9	   	252.12	DCR|4VULN|2DUR|1TLV	1RCVC|27DUR|3MBVNT|478aVULN|57CGEN|6RCR|7BPWR|9TLV
193	32245 36337	10	   	252.12	DCR|4VULN|2DUR|1TLV	1RCVC|27DUR|3MBVNT|478aVULN|57CGEN|6RCR|7BPWR|9TLV
194	66323 13312	10	   	252.11	DCR|2VULN|3DMG|1TLV|2LIT	17LIT|2ASPD|37VULN|4LHND|5TLV|678DMG|7BPWR|9FEWX|aRCR
195	66323 13315	8	   	252.11	DCR|2VULN|3DMG|1TLV|2LIT	17LIT|2ASPD|37VULN|4LHND|5TLV|678DMG|7BPWR|9RCVC|aRCR
196	66323 13322	10	   	252.11	DCR|2VULN|3DMG|1TLV|2LIT	17LIT|2ASPD|37VULN|4LHND|5TLV|678DMG|7BPWR|9BEXP|aRCR
197	66323 13335	9	   	252.11	DCR|2VULN|3DMG|1TLV|2LIT	17LIT|2ASPD|37VULN|4LHND|5TLV|678DMG|7BPWR|9RCVC|aRCR
198	11862 34236	10	   	252.10	DCR|3VULN|3DMG|1DUR	19aLHND|2MBVNT|3DUR|49aDMG|5BEXP|6RCR|7ASPD|89aVULN|9aBPWR
199	51144 34342	3	   	252.08	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|78DUR|aAART
200	51164 34342	4	   	252.08	DCR|3VULN|2DMG|2DUR|1AART	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|78DUR|aAART
201	11144 37415	3	   	251.96	DCR|3VULN|3DMG|2LIT|1AART	18LHND|2MBVNT|35aVULN|458DMG|58BPWR|6RCR|78LIT|9AART
202	11164 37415	4	   	251.96	DCR|3VULN|3DMG|2LIT|1AART	18LHND|2MBVNT|35aVULN|458DMG|58BPWR|6RCR|78LIT|9AART
203	51144 37462	3	   	251.96	DCR|3VULN|3DMG|2LIT|1AART	18FEWX|2MBVNT|359VULN|458DMG|58BPWR|6RCR|78LIT|aAART
204	21864 34236	10	   	251.80	DCR|3VULN|3DMG|1DUR	19aDUST|2MBVNT|3DUR|49aDMG|5BEXP|6RCR|7ASPD|89aVULN|9aBPWR
205	63311 32154	10	   	251.60	DCR|5VULN|2LIT|1CDMG|1AART	16LIT|2RMIN|34568VULN|6BPWR|7RCR|9CDMG|aAART
206	66311 31211	8	   	251.53	DCR|5VULN|2ASPD|1CDMG	1LIT|26ASPD|34569VULN|6BPWR|7CDMG|8RCR|aLWND
207	66311 31215	8	   	251.53	DCR|5VULN|2ASPD|1CDMG	1LIT|26ASPD|34569VULN|6BPWR|7CDMG|8RCR|aRMIN
208	66311 31216	8	   	251.53	DCR|5VULN|2ASPD|1CDMG	1LIT|26ASPD|34569VULN|6BPWR|7CDMG|8RCR|aMLV
209	66311 21211	8	   	251.45	DCR|4VULN|1TLV|1CDMG	1LIT|2ASPD|3459VULN|6RCVC|7CDMG|8RCR|aTLV
210	66311 31214	8	   	251.43	DCR|5VULN|2ASPD|1CDMG	1LIT|26ASPD|34569VULN|6BPWR|7CDMG|8RCR|aLEGI
211	51144 38226	3	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7TBNT|8CDMG|aTLV
212	24116 21335	3	   	251.31	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT	1DUST|2aLIT|3DUR|4TLV|56aVULN|7BEXP|8RCR|9aCDMG|aBPWR
213	32244 46237	10	 * 	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1RCVC|27DUR|3MBVNT|478VULN|57MLV|6RCR|7BPWR|9TLV|aDMG
214	11131 46124	7	 * 	251.08	DCR|5VULN|2DMG	17LHND|2MBVNT|3578aVULN|4DMSP|67DMG|7BPWR|9RCR
215	51181 46124	7	   	251.08	DCR|5VULN|2DMG	17FEWX|2MBVNT|3578aVULN|4DMSP|67DMG|7BPWR|9RCR
216	51441 46124	7	   	251.08	DCR|5VULN|2DMG	17FEWX|2MBVNT|3DMSP|4578aVULN|67DMG|7BPWR|9RCR
217	21181 46124	7	   	250.88	DCR|5VULN|2DMG	17DUST|2MBVNT|3578aVULN|4DMSP|67DMG|7BPWR|9RCR
218	21181 46624	8	   	250.88	DCR|5VULN|2DMG	17DUST|2MBVNT|3578aVULN|4DMSP|67DMG|7BPWR|9RCR
219	21441 46124	7	   	250.88	DCR|5VULN|2DMG	17DUST|2MBVNT|3DMSP|4578aVULN|67DMG|7BPWR|9RCR
220	21441 46624	8	   	250.88	DCR|5VULN|2DMG	17DUST|2MBVNT|3DMSP|4578aVULN|67DMG|7BPWR|9RCR
221	32241 46145	8	   	250.83	DCR|3VULN|2DMG|2DUR	1RCVC|27DUR|3MBVNT|457VULN|67DMG|7BPWR|8LWND|9RCR|aLIT
222	65235 43311	9	 * 	250.80	DCR|2VULN|2DMG|2TLV|3LIT|1AART	127LIT|27BPWR|3AART|4MBVNT|57TLV|67DMG|8RCR|9aVULN
223	36142 33622	9	   	250.74	DCR|3VULN|2DUR|1DMG|2ASPD|1AART	1RCVC|29ASPD|39DUR|4DMG|5DUST|6RCR|789VULN|9BPWR|aAART
224	51144 34345	3	   	250.73	DCR|3VULN|2DMG|2DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|78DUR|aLIT
225	51164 34345	4	   	250.73	DCR|3VULN|2DMG|2DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|78DUR|aLIT
226	11144 83423	3	   	250.71	DCR|2VULN|3DMG|1TLV|1CDMG	1LHND|2MBVNT|35VULN|456DMG|5BPWR|7CDMG|8ASPD|9TLV|aRCR
227	11164 83423	4	   	250.71	DCR|2VULN|3DMG|1TLV|1CDMG	1LHND|2MBVNT|35VULN|456DMG|5BPWR|7CDMG|8ASPD|9TLV|aRCR
228	63311 56212	6	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2RMIN|345VULN|6CDMG|7RCR|8TLV|9ASPD|aDMG
229	63311 56212	5	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2RMIN|345VULN|6CDMG|7RCR|8TLV|9ASPD|aDMG
230	64311 62212	6	   	250.37	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2ERES|345VULN|6RCR|7CDMG|8TLV|9ASPD|aDMG
231	66311 13623	10	   	250.00	DCR|5VULN|1DMG	1LIT|2ASPD|3458aVULN|6DMG|7FEWX|9RCR
232	11143 32214	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|2MBVNT|38aVULN|4DMG|5DUR|6RCR|7CDMG|9TLV
233	11163 32214	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|2MBVNT|38aVULN|4DMG|5DUR|6RCR|7CDMG|9TLV
234	11865 32214	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|2MBVNT|3DUR|4DMG|58aVULN|6RCR|7CDMG|9TLV
235	11866 32214	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|2MBVNT|3DUR|4DMG|58aVULN|6RCR|7CDMG|9TLV
236	51121 16144	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|39aVULN|4TLV|5DMG|6DUR|7RCR|8CDMG
237	51143 32214	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|38aVULN|4DMG|5DUR|6RCR|7CDMG|9TLV
238	51151 16144	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|39aVULN|4TLV|5DMG|6DUR|7RCR|8CDMG
239	51163 32214	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|38aVULN|4DMG|5DUR|6RCR|7CDMG|9TLV
240	51361 16144	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3TLV|49aVULN|5DMG|6DUR|7RCR|8CDMG
241	51822 32144	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7CDMG|8DMG
242	51822 33144	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
243	51822 42144	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7CDMG|8DMG
244	51822 43144	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
245	51822 43144	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
246	51854 32144	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|4TLV|59aVULN|6RCR|7CDMG|8DMG
247	51854 33144	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2MBVNT|3DUR|4TLV|59aVULN|6RCR|7DMG|8CDMG
248	52353 32144	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2DUR|3TLV|49aVULN|5MBVNT|6RCR|7CDMG|8DMG
249	52353 33144	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2DUR|3TLV|49aVULN|5MBVNT|6RCR|7DMG|8CDMG
250	52454 32144	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2DUR|3MBVNT|4TLV|59aVULN|6RCR|7CDMG|8DMG
251	52454 33144	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2DUR|3MBVNT|4TLV|59aVULN|6RCR|7DMG|8CDMG
252	21121 16144	4	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|39aVULN|4TLV|5DMG|6DUR|7RCR|8CDMG
253	21126 42852	8	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|357VULN|4TLV|6RCR|8DMG|9DUR|aCDMG
254	21151 16144	3	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|39aVULN|4TLV|5DMG|6DUR|7RCR|8CDMG
255	21361 16144	2	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3TLV|49aVULN|5DMG|6DUR|7RCR|8CDMG
256	21865 32214	4	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|4DMG|58aVULN|6RCR|7CDMG|9TLV
257	21866 32214	5	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|4DMG|58aVULN|6RCR|7CDMG|9TLV
258	21822 12862	9	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|467VULN|5TLV|8DMG|9RCR|aCDMG
259	21822 12864	10	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|467VULN|5TLV|8DMG|9RCR|aCDMG
260	21822 32144	5	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7CDMG|8DMG
261	21822 33144	5	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
262	21822 42144	6	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7CDMG|8DMG
263	21822 43144	7	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
264	21822 43144	6	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6RCR|7DMG|8CDMG
265	21822 86144	5	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|49aVULN|5TLV|6DMG|7RCR|8CDMG
266	21854 32144	3	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|4TLV|59aVULN|6RCR|7CDMG|8DMG
267	21854 33144	3	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2MBVNT|3DUR|4TLV|59aVULN|6RCR|7DMG|8CDMG
268	22353 32144	1	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2DUR|3TLV|49aVULN|5MBVNT|6RCR|7CDMG|8DMG
269	22353 33144	1	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2DUR|3TLV|49aVULN|5MBVNT|6RCR|7DMG|8CDMG
270	22353 86144	1	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2DUR|3TLV|49aVULN|5MBVNT|6DMG|7RCR|8CDMG
271	22454 32144	1	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2DUR|3MBVNT|4TLV|59aVULN|6RCR|7CDMG|8DMG
272	22454 33144	1	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2DUR|3MBVNT|4TLV|59aVULN|6RCR|7DMG|8CDMG
273	13235 51125	7	   	249.86	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1SELL	1LHND|2SELL|3TLV|468VULN|5DMG|7CDMG|9RCR|aDUR
274	63311 32331	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8TLV|9CDMG|aCGEN
275	63311 32332	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8TLV|9CDMG|aLWND
276	63311 32333	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8TLV|9CDMG|aFEWX
277	63311 32335	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8TLV|9CDMG|aLHND
278	63311 32336	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2aRMIN|3456VULN|6BPWR|7RCR|8TLV|9CDMG
279	63311 32336	6	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7BEXP|8TLV|9CDMG|aRCR
280	63311 32351	8	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|28RMIN|3456VULN|6BPWR|7RCR|9CDMG|aTLV
281	63311 32651	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7RCR|8RCVC|9CDMG|aTLV
282	63311 33536	6	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7TLV|8RCVC|9CDMG|aRCR
283	63311 34336	6	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3456VULN|6BPWR|7FEWX|8TLV|9CDMG|aRCR
284	64311 62223	6	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	1aLIT|2ERES|345aVULN|6RCR|7CDMG|8TLV|9aCGEN|aBPWR
285	63314 32151	8	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3468VULN|5RCVC|6BPWR|7RCR|9CDMG|aTLV
286	63314 32334	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|346aVULN|5RCVC|6BPWR|7RCR|8TLV|9CDMG
287	63351 32151	8	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|24RMIN|3568VULN|6BPWR|7RCR|9CDMG|aTLV
288	63351 32334	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|24RMIN|356aVULN|6BPWR|7RCR|8TLV|9CDMG
289	63361 32151	8	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|3568VULN|4DMSP|6BPWR|7RCR|9CDMG|aTLV
290	63361 32334	7	   	249.80	DCR|4VULN|1TLV|2LIT|1CDMG	16LIT|2RMIN|356aVULN|4DMSP|6BPWR|7RCR|8TLV|9CDMG
291	36611 23126	7	   	249.56	DCR|4VULN|1TLV|1DMG	1RCVC|2ASPD|3DMG|468aVULN|5LHND|7TLV|9RCR
292	63311 22136	9	   	249.56	DCR|4VULN|1TLV|1DMG	1LIT|2RMIN|3458VULN|6RCVC|7RCR|9DMG|aTLV
293	63311 22146	8	   	249.56	DCR|4VULN|1TLV|1DMG	1LIT|2RMIN|3458VULN|6RCVC|7RCR|9DMG|aTLV
294	11126 42842	10	   	249.46	DCR|4VULN|1TLV|1DMG	1LHND|2MBVNT|357aVULN|4TLV|6RCR|8DMG|9LIT
295	66311 31215	10	   	249.44	DCR|4VULN|2ASPD|1DUR|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9LHND|aDUR
296	66311 31216	9	   	249.44	DCR|4VULN|2ASPD|1DUR|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9LHND|aDUR
297	66311 31225	10	   	249.44	DCR|4VULN|1DUR|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9BEXP|aDUR
298	66311 31226	9	   	249.44	DCR|4VULN|1DUR|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9BEXP|aDUR
299	66311 31232	9	   	249.44	DCR|4VULN|1DUR|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9CGEN|aDUR
300	11126 46824	8	   	249.43	DCR|4VULN|2TLV|1DMG	179LHND|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG
301	11126 46824	9	   	249.33	DCR|4VULN|3TLV|1DMG	17LHND|2MBVNT|357aVULN|479TLV|6RCR|7BPWR|8DMG
302	66311 12133	10	   	249.25	DCR|4VULN|2DMG	1LIT|2ASPD|3458VULN|69DMG|7CGEN|aRCR
303	11126 42824	9	   	249.23	DCR|4VULN|2TLV|1DMG	1LHND|2MBVNT|357aVULN|49TLV|6RCR|8DMG
304	11126 42827	10	   	249.23	DCR|4VULN|2TLV|1DMG	1LHND|2MBVNT|357aVULN|49TLV|6RCR|8DMG
305	21126 46247	10	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9MLV|aDMG
306	21126 46354	9	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8LHND|9DMG
307	21126 46814	9	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG|9LHND
308	21126 46824	8	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG|9LHND
309	21126 46824	9	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG|9LWND
310	21126 46834	9	   	249.23	DCR|4VULN|2TLV|1DMG	17DUST|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG|9BEXP
