0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33244 22215	7	 * 	291.55	DCR|4VULN|3DUR|1TLV|3CDMG	138CDMG|2389VULN|38BPWR|4TLV|5MLV|68aDUR|7RCR
166	33242 34262	6	   	265.71	DCR|4VULN|1TLV|2CDMG|1DUR|1NUKE	13CDMG|236aVULN|3BPWR|4TLV|5NUKE|7DUR|8ASPD|9RCR
167	33212 62246	5	   	265.55	DCR|4VULN|3DUR|3CDMG	139CDMG|239aVULN|39aBPWR|45LHND|6RCR|7aMLV|89aDUR
168	33242 61242	5	   	265.48	DCR|3VULN|2DUR|1TLV|3CDMG|1NUKE	139CDMG|239VULN|39BPWR|4TLV|5NUKE|6RCR|7ASPD|89DUR|aLWND
169	33244 22243	7	   	265.48	DCR|3VULN|2DUR|3CDMG|1TLV	138CDMG|238VULN|38BPWR|4TLV|5MLV|68DUR|7RCR|9ERES|aLIT
170	33266 63233	3	   	265.48	DCR|3VULN|2DUR|3CDMG|1TLV	138CDMG|238VULN|38BPWR|4CGEN|5ERES|6RCR|78DUR|9TLV|aLIT
171	51224 62213	7	   	265.48	DCR|3VULN|2DUR|1TLV|3CDMG	18DUR|248CDMG|3MLV|5TLV|689VULN|7RCR|8BPWR|aLIT
172	33215 62231	3	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aLWND
173	33215 62232	3	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aBEXP
174	33215 62343	3	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|45aDUR|6RCR|7MLV|89BEXP
175	33215 63243	3	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|45aDUR|6RCR|7FEWX|89MLV
176	33235 62231	4	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aLWND
177	33235 62232	4	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aBEXP
178	33235 62343	4	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|45aDUR|6RCR|7MLV|89BEXP
179	33235 63243	4	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|45aDUR|6RCR|7FEWX|89MLV
180	33225 62243	3	   	265.45	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|45BEXP|6RCR|7MLV|89aDUR
181	33112 36356	3	   	265.38	DCR|3VULN|2DUR|1TLV|3CDMG	14aCDMG|28aVULN|3ASPD|5BBNT|6TLV|7RCR|9aDUR|aBPWR
182	33122 36356	4	   	265.38	DCR|3VULN|2DUR|1TLV|3CDMG	14aCDMG|28aVULN|3ASPD|5BBNT|6TLV|7RCR|9aDUR|aBPWR
183	33235 11235	9	   	265.38	DCR|3VULN|2DUR|1TLV|3CDMG	139CDMG|23aVULN|3BPWR|45DUR|6LIT|7RCR|8TLV
184	33215 62234	3	   	265.35	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aLEGI
185	33215 62236	3	   	265.35	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aDUST
186	33235 62234	4	   	265.35	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aLEGI
187	33235 62236	4	   	265.35	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79MLV|aDUST
188	33231 33563	7	   	265.35	DCR|4VULN|3DUR|3CDMG	137CDMG|2369VULN|37BPWR|478DUR|57BEXP|aRCR
189	33235 63263	7	   	265.35	DCR|4VULN|3DUR|3CDMG	137CDMG|2389VULN|37BPWR|457DUR|67BEXP|aRCR
190	33215 64231	3	   	265.25	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aLWND
191	33215 64232	3	   	265.25	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aBEXP
192	33235 64231	4	   	265.25	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aLWND
193	33235 64232	4	   	265.25	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aBEXP
194	52273 23321	5	 * 	265.24	DCR|2VULN|3DUR|2DMG|2TLV	147DUR|2DUST|3MBVNT|57TLV|67VULN|7BPWR|89DMG|aRCR
195	52276 23321	4	   	265.24	DCR|2VULN|3DUR|2DMG|2TLV	147DUR|2DUST|3MBVNT|57TLV|67VULN|7BPWR|89DMG|aRCR
196	33215 64233	3	   	265.15	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aBBNT
197	33235 64233	4	   	265.15	DCR|4VULN|3DUR|3CDMG	139CDMG|2359VULN|359BPWR|458DUR|6RCR|79ERES|aBBNT
198	33241 24321	10	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aDMSP
199	33241 24321	9	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aDMSP
200	33241 24323	10	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aLHND
201	33241 24324	9	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aBEXP
202	33241 24326	9	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aCGEN
203	33241 24326	10	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aFEWX
204	33241 24333	10	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9LHND|aDUR
205	33241 25311	10	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|237VULN|3BPWR|4TLV|5LIT|6DMG|8DMSP|9RCR|aDUR
206	33241 25315	9	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|237VULN|3BPWR|4TLV|5LIT|6DMG|8DMSP|9RCR|aDUR
207	33241 43111	8	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|239VULN|3BPWR|4TLV|5LIT|6LWND|7RCR|8DUR|aDMG
208	33241 53111	8	   	264.82	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|239VULN|3BPWR|4TLV|5LIT|6FEWX|7RCR|8DUR|aDMG
209	33241 24322	9	   	264.72	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aERES
210	33241 24322	10	   	264.72	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|238VULN|3BPWR|4TLV|5LIT|6DMG|7RCR|9DUR|aERES
211	33242 23462	7	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR|1NUKE	13CDMG|23aVULN|3BPWR|47TLV|5NUKE|6DUR|8DMG|9RCR
212	33241 36522	6	   	264.42	DCR|4VULN|1TLV|2CDMG|2LIT	13CDMG|239aVULN|3BPWR|4TLV|56LIT|7ASPD|8RCR
213	51316 11211	2	   	264.33	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	17DUR|2CDMG|3BELT|4SELL|57aVULN|67DMG|7BPWR|8RCR|9LIT
214	33243 45232	10	   	264.27	DCR|3VULN|1TLV|3CDMG|1DMG|1AART	136CDMG|23aVULN|3BPWR|4TLV|5AART|7LIT|8RCR|9DMG
215	33243 45232	9	   	264.27	DCR|3VULN|1TLV|3CDMG|1DMG|1AART	136CDMG|23aVULN|3BPWR|4TLV|5AART|7LIT|8RCR|9DMG
216	33235 25126	7	   	264.26	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|239VULN|3BPWR|456DUR|7TLV|8RCR|aMLV
217	33235 25143	7	   	264.26	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|23aVULN|3BPWR|456DUR|7TLV|8RCR|9BELT
218	33243 61221	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9BELT|aDMG
219	33243 61231	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9DMG|aMLV
220	33243 61232	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9DMG|aBELT
221	33243 61233	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9DMG|aLWND
222	33243 61235	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9DMG|aCGEN
223	33243 61236	8	   	264.25	DCR|3VULN|2TLV|3CDMG|1DMG|1AART	138CDMG|238VULN|38BPWR|48TLV|5AART|6DMSP|7RCR|9DMG|aBEXP
224	33231 32122	8	   	264.23	DCR|5VULN|2DUR|2CDMG	13CDMG|2369aVULN|3BPWR|48DUR|5BEXP|7RCR
225	33235 42522	8	   	264.23	DCR|5VULN|2DUR|2CDMG	13CDMG|2389aVULN|3BPWR|45DUR|6FEWX|7RCR
226	33235 62522	8	   	264.23	DCR|5VULN|2DUR|2CDMG	13CDMG|2389aVULN|3BPWR|45DUR|6BEXP|7RCR
227	33212 64225	3	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|239VULN|3BPWR|458DUR|6RCR|7ERES|aTLV
228	33232 64225	4	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|239VULN|3BPWR|458DUR|6RCR|7ERES|aTLV
229	33235 25122	7	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|239VULN|3BPWR|456DUR|7TLV|8RCR|aLEGI
230	33235 25125	7	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|239VULN|3BPWR|456DUR|7TLV|8RCR|aTBNT
231	33235 25161	7	   	264.16	DCR|3VULN|3DUR|1TLV|2CDMG	13CDMG|23aVULN|3BPWR|456DUR|7TLV|8RCR|9ERES
232	33215 61211	3	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aLWND
233	33215 61214	3	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aBEXP
234	33215 61215	3	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aLHND
235	33215 61216	3	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aRPLT
236	33235 61211	4	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aLWND
237	33235 61214	4	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aBEXP
238	33235 61215	4	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aLHND
239	33235 61216	4	   	263.95	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aRPLT
240	33215 61213	3	   	263.85	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aBBNT
241	33235 61213	4	   	263.85	DCR|4VULN|2DUR|2CDMG|1AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7ASPD|8AART|aBBNT
242	33244 22521	8	   	263.54	DCR|4VULN|1TLV|3CDMG|1DUR	13aCDMG|2389VULN|3BPWR|4TLV|5MLV|6DUR|7RCR
243	33241 24362	10	   	263.43	DCR|3VULN|1TLV|1DMG|2CDMG|2LIT	13CDMG|238VULN|3BPWR|4TLV|59LIT|6DMG|7RCR|aASPD
244	33215 65212	3	   	263.42	DCR|4VULN|2DUR|2CDMG|2AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7aAART|8RMIN
245	33235 65212	4	   	263.42	DCR|4VULN|2DUR|2CDMG|2AART	13CDMG|2359VULN|35BPWR|45DUR|6RCR|7aAART|8RMIN
246	36214 24322	8	   	263.21	DCR|4VULN|1TLV|1DMG|1CDMG	1CDMG|2DMSP|3LIT|4TLV|589aVULN|6DMG|7RCR
247	33241 24224	8	   	263.20	DCR|3VULN|2TLV|1DMG|2CDMG|2LIT	13CDMG|239VULN|3BPWR|48TLV|5aLIT|6DMG|7RCR
248	33241 24262	9	   	263.20	DCR|3VULN|2TLV|1DMG|2CDMG|2LIT	13CDMG|23aVULN|3BPWR|48TLV|59LIT|6DMG|7RCR
249	33265 53321	3	   	263.12	DCR|5VULN|1DMG|2CDMG|1AART	13CDMG|23568VULN|3BPWR|4CGEN|7DMG|9RCR|aAART
250	33235 11515	10	   	263.02	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	13CDMG|23VULN|3BPWR|45DUR|6LIT|7RCR|8DMG|9ASPD|aTLV
251	33243 24532	7	   	262.73	DCR|3VULN|1TLV|2CDMG|1DUR|1AART	13CDMG|23aVULN|3BPWR|4TLV|5AART|6LIT|7RCR|8ASPD|9DUR
252	33243 24622	9	   	262.73	DCR|3VULN|1TLV|2CDMG|1DUR|1AART	13CDMG|23aVULN|3BPWR|4TLV|5AART|6LIT|7RCR|8DUR|9ASPD
253	33212 62524	3	   	262.48	DCR|3VULN|2DMG|2DUR|2CDMG	13CDMG|239VULN|3BPWR|45DUR|6RCR|7MLV|8aDMG
254	33232 62524	4	   	262.48	DCR|3VULN|2DMG|2DUR|2CDMG	13CDMG|239VULN|3BPWR|45DUR|6RCR|7MLV|8aDMG
255	35165 33233	8	 * 	262.36	DCR|4VULN|2DMG|2CDMG|1AART	18CDMG|2ERES|3589VULN|4AART|68DMG|7RMIN|8BPWR|aRCR
256	33241 25146	5	   	262.15	DCR|4VULN|1TLV|3CDMG|2LIT	136CDMG|238aVULN|36BPWR|4TLV|56LIT|7MBVNT|9RCR
257	34251 34213	10	 * 	262.11	DCR|2VULN|2DUR|1TLV|3CDMG|3LIT|1AART	125CDMG|35aLIT|4AART|5aBPWR|6TLV|7aDUR|8RCR|9aVULN
