0	Index      	Bounty	 *	Score 	Summary	Detail	
1	64213 24333	7	 * 	280.61	DCR|3VULN|3DMG|3CDMG|1DUR|1SELL	178DMG|2RMIN|3CGEN|478VULN|5SELL|678CDMG|78BPWR|9DUR|aRCR
163	66332 31613	7	   	253.28	DCR|3VULN|2DMG|3ASPD	1aDMG|246VULN|3aDUST|5RCVC|78aASPD|9RCR|aBPWR
164	15323 13552	4	 * 	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1DUR	17CDMG|27DMG|3LHND|4DUR|57ASPD|6RCR|7BPWR|8aVULN|9BELT
165	61323 13552	4	   	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1DUR	17DMG|27CDMG|3LHND|4DUR|57ASPD|6RCR|7BPWR|8aVULN|9BELT
166	66433 43441	6	   	253.18	DCR|3VULN|2DMG|3ASPD	18DMG|248VULN|3MBVNT|568ASPD|7LEGI|8BPWR|9RCR|aDUST
167	66433 43443	6	   	253.18	DCR|3VULN|2DMG|3ASPD	18DMG|248VULN|3MBVNT|568ASPD|7LEGI|8BPWR|9RCR|aBBNT
168	33632 16211	1	 * 	253.12	ACR|4VULN|3DUR|1DMG|1CDMG	1LHND|26aDUR|3468VULN|5RCR|6BPWR|7DMG|9CDMG
169	14323 53331	1	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aBELT
170	14323 53333	1	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aRCVC
171	14323 53334	1	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aLHND
172	12613 32346	3	 * 	252.88	DCR|2VULN|2DMG|2DUR|3CDMG	18aCDMG|28LWND|3aDUR|4CGEN|58VULN|6RCR|7RPLT|8aBPWR|9aDMG
173	12622 32346	5	   	252.88	DCR|2VULN|2DMG|2DUR|3CDMG	18aCDMG|28LWND|3aDUR|4CGEN|58VULN|6RCR|7RPLT|8aBPWR|9aDMG
174	12623 32346	4	   	252.88	DCR|2VULN|2DMG|2DUR|3CDMG	18aCDMG|28LWND|3aDUR|4CGEN|58VULN|6RCR|7RPLT|8aBPWR|9aDMG
175	14323 53335	1	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aERES
176	14323 53336	1	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aBBNT
177	15322 51136	9	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	1CDMG|29DMG|3LHND|4DUR|579VULN|6CGEN|89ZMB|9BPWR|aRCR
178	31122 51136	9	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|29DMG|3CDMG|4DUR|579VULN|6CGEN|89ZMB|9BPWR|aRCR
179	14323 53332	1	   	252.65	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD|1SELL	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8TLV|9DUR|aSELL
180	15322 41136	9	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1CDMG|29DMG|3LHND|4DUR|579VULN|6ERES|89ZMB|9BPWR|aRCR
181	31122 41136	9	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|29DMG|3CDMG|4DUR|579VULN|6ERES|89ZMB|9BPWR|aRCR
182	66161 21112	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|248VULN|3CDMG|5DUR|6ZMB|9RCR|aCGEN
183	66161 21113	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|248VULN|3CDMG|5DUR|6ZMB|9RCR|aLHND
184	15363 21116	2	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1CDMG|27DMG|358VULN|4LWND|6ZMB|9RCR|aDUR
185	61363 21116	2	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|2CDMG|358VULN|4LWND|6ZMB|9RCR|aDUR
186	66112 21116	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4LWND|6ZMB|9RCR|aDUR
187	66113 21116	4	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4LWND|6ZMB|9RCR|aDUR
188	66122 21112	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4DUR|6ZMB|9RCR|aCGEN
189	66122 21113	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4DUR|6ZMB|9RCR|aLHND
190	66122 21114	5	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4DUR|6ZMB|9RCR|aLWND
191	15423 34222	10	   	252.37	DCR|3VULN|2DMG|2CDMG|1AART	1aCDMG|2aDMG|38FEWX|4AART|5BEXP|69aVULN|7RCR|aBPWR
192	61423 34222	10	   	252.37	DCR|3VULN|2DMG|2CDMG|1AART	1aDMG|2aCDMG|38FEWX|4AART|5BEXP|69aVULN|7RCR|aBPWR
193	66142 11223	8	   	252.37	DCR|3VULN|2DMG|2CDMG|1AART	17DMG|267VULN|37CDMG|48BELT|5RMIN|7BPWR|9RCR|aAART
194	66431 24414	8	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	16DMG|247VULN|3MBVNT|5MLV|8CDMG|9RCR|aDUR
195	66122 21115	5	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4DUR|6ZMB|9RCR|aDUST
196	66122 21116	5	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	17DMG|258VULN|3CDMG|4DUR|6ZMB|9RCR|aTBNT
197	66431 24114	6	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	16DMG|248VULN|3MBVNT|5MLV|7CDMG|9RCR|aDUR
198	31243 36151	3	   	252.27	DCR|3VULN|2DMG|2ASPD	18LHND|28DMG|3LIT|456VULN|78ASPD|8BPWR|9RCR|aLWND
199	31243 36153	3	   	252.27	DCR|3VULN|2DMG|2ASPD	18LHND|28DMG|3LIT|456VULN|78ASPD|8BPWR|9RCR|aDMSP
200	31343 36151	2	   	252.27	DCR|3VULN|2DMG|2ASPD	18LHND|28DMG|3LIT|456VULN|78ASPD|8BPWR|9RCR|aLWND
201	31343 36153	2	   	252.27	DCR|3VULN|2DMG|2ASPD	18LHND|28DMG|3LIT|456VULN|78ASPD|8BPWR|9RCR|aDMSP
202	62121 62143	2	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|24MLV|346aVULN|4BPWR|5BBNT|7ASPD|8RCR|9CDMG
203	21611 12332	3	   	252.22	DCR|4VULN|2DUR|1CDMG	1RPLT|2aBEXP|3BELT|4CDMG|578aVULN|6RCR|9aDUR|aBPWR
204	65323 13132	1	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2589VULN|3LIT|4LWND|6TLV|7RPLT|aRCR
205	66213 13132	4	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2589VULN|3LIT|4LWND|6TLV|7RPLT|aRCR
206	66213 43132	6	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2689VULN|3LIT|4LWND|5TLV|7RPLT|aRCR
207	66214 13132	5	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2589VULN|3LIT|4LWND|6TLV|7RPLT|aRCR
208	66223 13132	3	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2589VULN|3LIT|4LWND|6TLV|7RPLT|aRCR
209	66323 13132	2	   	252.16	DCR|4VULN|1DMG|1TLV	1DMG|2589VULN|3LIT|4LWND|6TLV|7RPLT|aRCR
210	66332 31116	8	   	252.07	DCR|3VULN|2DMG|2ASPD	18DMG|246VULN|38DUST|5RCVC|78ASPD|8BPWR|9RCR|aLIT
211	51441 18231	4	   	252.05	DCR|3VULN|3DMG|1CDMG	17FEWX|267DMG|3MBVNT|4RMIN|567VULN|67BPWR|8LHND|9CDMG|aRCR
212	62223 42322	10	   	252.05	DCR|3VULN|3DMG|1CDMG	157DMG|278MLV|3CGEN|4CDMG|67aVULN|7BPWR|9RCR
213	63421 18131	3	   	252.05	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|3MBVNT|47ZMB|567VULN|67BPWR|8FEWX|9CDMG|aRCR
214	63421 18231	3	   	252.05	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|3MBVNT|47ZMB|567VULN|67BPWR|8BEXP|9CDMG|aRCR
215	63521 18131	2	   	252.05	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|3MBVNT|47ZMB|567VULN|67BPWR|8FEWX|9CDMG|aRCR
216	63521 18231	2	   	252.05	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|3MBVNT|47ZMB|567VULN|67BPWR|8BEXP|9CDMG|aRCR
217	22541 18744	1	   	252.05	DCR|3VULN|3ASPD|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|467ASPD|567VULN|67BPWR|8RCR|9LWND|aDUR
218	66122 13331	6	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|25VULN|3CDMG|49aDUR|6RMIN|7RCR|8TLV
219	66122 23331	5	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|25VULN|3CDMG|49aDUR|6ZMB|7RCR|8TLV
220	66122 43331	6	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|25VULN|3CDMG|49aDUR|6CGEN|7RCR|8TLV
221	66161 13331	6	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|24VULN|3CDMG|59aDUR|6RMIN|7RCR|8TLV
222	66161 23331	5	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|24VULN|3CDMG|59aDUR|6ZMB|7RCR|8TLV
223	22541 18724	1	   	251.95	DCR|3VULN|3ASPD|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|467ASPD|567VULN|67BPWR|8RCR|9DUST|aDUR
224	66161 23331	6	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|24VULN|3CDMG|59aDUR|6ERES|7RCR|8TLV
225	66122 23331	6	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1DMG|25VULN|3CDMG|49aDUR|6ERES|7RCR|8TLV
226	13322 34224	9	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|2FEWX|3TLV|4AART|589VULN|6DUR|7RCR|aASPD
227	61313 11461	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|47aBEXP|5ASPD|6RCR|89DUR|9BPWR
228	61313 11462	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|47BEXP|5ASPD|6RCR|89DUR|9BPWR|aCGEN
229	61313 11463	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|47BEXP|5ASPD|6RCR|89DUR|9BPWR|aLHND
230	61313 23461	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|46aBEXP|5ASPD|7RCR|89DUR|9BPWR
231	61313 23462	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|46BEXP|5ASPD|7RCR|89DUR|9BPWR|aCGEN
232	61313 23463	2	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	19DMG|2CDMG|39VULN|46BEXP|5ASPD|7RCR|89DUR|9BPWR|aLHND
233	62622 35213	3	   	251.23	DCR|2VULN|2DMG|2DUR|1TLV	19DMG|247MLV|39DUR|5TLV|6LIT|89VULN|9BPWR|aRCR
234	62124 23233	2	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|24MLV|345VULN|4BPWR|6CGEN|7RCR|8CDMG|9TLV|aDUR
235	62123 53613	1	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|24CGEN|346VULN|4BPWR|5CDMG|7TLV|8ZMB|9RCR|aDUR
236	62121 41151	1	   	251.18	DCR|3VULN|2DMG|2AART|1ASPD	18DMG|248CGEN|348VULN|48BPWR|5BBNT|67AART|9ASPD|aRCR
237	14323 53432	1	   	251.13	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1CDMG|26VULN|3FEWX|4ASPD|56DMG|6BPWR|7RCR|8aDUR|9BBNT
238	66122 62211	9	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8aBEXP|9RCR
239	66122 62211	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8BEXP|9RCR|aRMIN
240	66122 62212	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8BEXP|9RCR|aCGEN
241	66122 62213	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8BEXP|9RCR|aRPLT
242	66122 62213	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8BEXP|9RCR|aLHND
243	66161 12323	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|247VULN|3CDMG|5DUR|68RMIN|9RCR|aTLV
244	63134 23233	1	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2RMIN|345VULN|6CGEN|7RCR|8CDMG|9TLV|aDUR
245	64134 23233	2	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2RMIN|345VULN|6CGEN|7RCR|8CDMG|9TLV|aDUR
246	66112 62213	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4LWND|6TLV|8BEXP|9RCR|aDUR
247	66122 12323	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|68RMIN|9RCR|aTLV
248	66122 12523	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6RMIN|8RCVC|9RCR|aTLV
249	66122 12623	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6RMIN|8DMSP|9RCR|aTLV
250	66122 22523	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6ERES|8RCVC|9RCR|aTLV
251	66122 22623	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6ERES|8DMSP|9RCR|aTLV
252	66122 62212	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|257VULN|3CDMG|4DUR|6TLV|8BEXP|9RCR|aLEGI
253	11331 62321	1	   	250.94	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	18CDMG|2BELT|3AART|4ZMB|589VULN|68TLV|7RCR|8BPWR|aDUR
254	11333 52321	1	   	250.94	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	18CDMG|2BELT|3AART|4ZMB|58TLV|689VULN|7RCR|8BPWR|aDUR
255	64424 14142	5	 * 	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	1aDMG|2RMIN|3ASPD|4MBVNT|5BELT|6aVULN|7RCR|89aDUR|aBPWR
256	22541 78212	1	   	250.73	DCR|3VULN|2ASPD|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|47ASPD|567VULN|7BPWR|8RCR|9LIT|aDUR
257	22554 48212	1	   	250.73	DCR|3VULN|2ASPD|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|457VULN|67ASPD|7BPWR|8RCR|9LIT|aDUR
258	66213 54142	7	   	250.67	DCR|3VULN|2DMG|2TLV|1SELL	19DMG|289VULN|3LIT|4LWND|59TLV|6MBVNT|7SELL|9BPWR|aRCR
259	33632 13355	1	   	250.67	ACR|4VULN|3DUR|1DMG|1ASPD	18LHND|268DUR|3468VULN|5RCR|68BPWR|7BELT|9ASPD|aDMG
